,time_set,events
294,2021-06-01 06:00:00,b
295,2021-06-01 07:00:00,b
296,2021-06-01 08:00:00,b
297,2021-06-01 09:00:00,b
298,2021-06-01 10:00:00,f
299,2021-06-01 11:00:00,e
300,2021-06-01 12:00:00,e
301,2021-06-01 13:00:00,e
302,2021-06-01 14:00:00,e
303,2021-06-01 15:00:00,e
304,2021-06-01 16:00:00,e
305,2021-06-01 17:00:00,e
306,2021-06-01 18:00:00,c
307,2021-06-01 19:00:00,c
308,2021-06-01 20:00:00,c
309,2021-06-01 21:00:00,c
310,2021-06-01 22:00:00,c
311,2021-06-01 23:00:00,c
312,2021-06-02 00:00:00,c
313,2021-06-02 01:00:00,g
314,2021-06-02 02:00:00,d
315,2021-06-02 03:00:00,d
316,2021-06-02 04:00:00,h
317,2021-06-02 05:00:00,e
318,2021-06-02 06:00:00,e
319,2021-06-02 07:00:00,e
320,2021-06-02 08:00:00,e
321,2021-06-02 09:00:00,e
322,2021-06-02 10:00:00,e
323,2021-06-02 11:00:00,e
324,2021-06-02 12:00:00,h
325,2021-06-02 13:00:00,f
326,2021-06-02 14:00:00,f
327,2021-06-02 15:00:00,f
328,2021-06-02 16:00:00,f
329,2021-06-02 17:00:00,f
330,2021-06-02 18:00:00,f
331,2021-06-02 19:00:00,f
332,2021-06-02 20:00:00,f
333,2021-06-02 21:00:00,c
334,2021-06-02 22:00:00,d
335,2021-06-02 23:00:00,f
336,2021-06-03 00:00:00,f
337,2021-06-03 01:00:00,f
338,2021-06-03 02:00:00,f
339,2021-06-03 03:00:00,f
340,2021-06-03 04:00:00,f
341,2021-06-03 05:00:00,f
342,2021-06-03 06:00:00,h
343,2021-06-03 07:00:00,c
344,2021-06-03 08:00:00,c
345,2021-06-03 09:00:00,c
346,2021-06-03 10:00:00,c
347,2021-06-03 11:00:00,c
348,2021-06-03 12:00:00,c
349,2021-06-03 13:00:00,c
350,2021-06-03 14:00:00,c
351,2021-06-03 15:00:00,d
352,2021-06-03 16:00:00,d
353,2021-06-03 17:00:00,d
354,2021-06-03 18:00:00,d
355,2021-06-03 19:00:00,d
356,2021-06-03 20:00:00,d
357,2021-06-03 21:00:00,d
358,2021-06-03 22:00:00,e
359,2021-06-03 23:00:00,e
360,2021-06-04 00:00:00,d
361,2021-06-04 01:00:00,d
362,2021-06-04 02:00:00,g
363,2021-06-04 03:00:00,g
364,2021-06-04 04:00:00,f
365,2021-06-04 05:00:00,e
366,2021-06-04 06:00:00,e
367,2021-06-04 07:00:00,e
368,2021-06-04 08:00:00,e
369,2021-06-04 09:00:00,e
370,2021-06-04 10:00:00,e
371,2021-06-04 11:00:00,e
372,2021-06-04 12:00:00,c
373,2021-06-04 13:00:00,f
374,2021-06-04 14:00:00,f
375,2021-06-04 15:00:00,f
376,2021-06-04 16:00:00,f
377,2021-06-04 17:00:00,f
378,2021-06-04 18:00:00,f
379,2021-06-04 19:00:00,f
380,2021-06-04 20:00:00,f
381,2021-06-04 21:00:00,d
382,2021-06-04 22:00:00,h
383,2021-06-04 23:00:00,h
384,2021-06-05 00:00:00,a
385,2021-06-05 01:00:00,a
386,2021-06-05 02:00:00,a
387,2021-06-05 03:00:00,a
388,2021-06-05 04:00:00,a
389,2021-06-05 05:00:00,a
390,2021-06-05 06:00:00,a
391,2021-06-05 07:00:00,b
392,2021-06-05 08:00:00,b
393,2021-06-05 09:00:00,b
394,2021-06-05 10:00:00,b
395,2021-06-05 11:00:00,b
396,2021-06-05 12:00:00,b
397,2021-06-05 13:00:00,b
398,2021-06-05 14:00:00,c
399,2021-06-05 15:00:00,c
400,2021-06-05 16:00:00,c
401,2021-06-05 17:00:00,c
402,2021-06-05 18:00:00,c
403,2021-06-05 19:00:00,c
404,2021-06-05 20:00:00,c
405,2021-06-05 21:00:00,h
406,2021-06-05 22:00:00,h
407,2021-06-05 23:00:00,g
408,2021-06-06 00:00:00,g
409,2021-06-06 01:00:00,b
410,2021-06-06 02:00:00,d
411,2021-06-06 03:00:00,h
412,2021-06-06 04:00:00,c
413,2021-06-06 05:00:00,c
414,2021-06-06 06:00:00,d
415,2021-06-06 07:00:00,d
416,2021-06-06 08:00:00,f
417,2021-06-06 09:00:00,f
418,2021-06-06 10:00:00,f
419,2021-06-06 11:00:00,f
420,2021-06-06 12:00:00,f
421,2021-06-06 13:00:00,f
422,2021-06-06 14:00:00,f
423,2021-06-06 15:00:00,e
424,2021-06-06 16:00:00,e
425,2021-06-06 17:00:00,e
426,2021-06-06 18:00:00,e
427,2021-06-06 19:00:00,e
428,2021-06-06 20:00:00,e
429,2021-06-06 21:00:00,e
430,2021-06-06 22:00:00,c
431,2021-06-06 23:00:00,c
432,2021-06-07 00:00:00,c
433,2021-06-07 01:00:00,c
434,2021-06-07 02:00:00,c
435,2021-06-07 03:00:00,c
436,2021-06-07 04:00:00,c
437,2021-06-07 05:00:00,c
438,2021-06-07 06:00:00,d
439,2021-06-07 07:00:00,d
440,2021-06-07 08:00:00,d
441,2021-06-07 09:00:00,d
442,2021-06-07 10:00:00,d
443,2021-06-07 11:00:00,d
444,2021-06-07 12:00:00,d
445,2021-06-07 13:00:00,d
446,2021-06-07 14:00:00,h
447,2021-06-07 15:00:00,f
448,2021-06-07 16:00:00,f
449,2021-06-07 17:00:00,f
450,2021-06-07 18:00:00,f
451,2021-06-07 19:00:00,f
452,2021-06-07 20:00:00,f
453,2021-06-07 21:00:00,f
454,2021-06-07 22:00:00,f
455,2021-06-07 23:00:00,d
456,2021-06-08 00:00:00,a
457,2021-06-08 01:00:00,a
458,2021-06-08 02:00:00,b
459,2021-06-08 03:00:00,g
460,2021-06-08 04:00:00,c
461,2021-06-08 05:00:00,d
462,2021-06-08 06:00:00,d
463,2021-06-08 07:00:00,d
464,2021-06-08 08:00:00,d
465,2021-06-08 09:00:00,d
466,2021-06-08 10:00:00,d
467,2021-06-08 11:00:00,d
468,2021-06-08 12:00:00,d
469,2021-06-08 13:00:00,b
470,2021-06-08 14:00:00,h
471,2021-06-08 15:00:00,c
472,2021-06-08 16:00:00,d
473,2021-06-08 17:00:00,d
474,2021-06-08 18:00:00,d
475,2021-06-08 19:00:00,d
476,2021-06-08 20:00:00,d
477,2021-06-08 21:00:00,d
478,2021-06-08 22:00:00,d
479,2021-06-08 23:00:00,e
480,2021-06-09 00:00:00,e
481,2021-06-09 01:00:00,b
482,2021-06-09 02:00:00,b
483,2021-06-09 03:00:00,b
484,2021-06-09 04:00:00,b
485,2021-06-09 05:00:00,b
486,2021-06-09 06:00:00,b
487,2021-06-09 07:00:00,b
488,2021-06-09 08:00:00,g
489,2021-06-09 09:00:00,g
490,2021-06-09 10:00:00,d
491,2021-06-09 11:00:00,d
492,2021-06-09 12:00:00,d
493,2021-06-09 13:00:00,d
494,2021-06-09 14:00:00,d
495,2021-06-09 15:00:00,d
496,2021-06-09 16:00:00,d
497,2021-06-09 17:00:00,d
498,2021-06-09 18:00:00,g
499,2021-06-09 19:00:00,g
500,2021-06-09 20:00:00,b
501,2021-06-09 21:00:00,b
502,2021-06-09 22:00:00,b
503,2021-06-09 23:00:00,b
504,2021-06-10 00:00:00,b
505,2021-06-10 01:00:00,b
506,2021-06-10 02:00:00,b
507,2021-06-10 03:00:00,b
508,2021-06-10 04:00:00,c
509,2021-06-10 05:00:00,c
510,2021-06-10 06:00:00,c
511,2021-06-10 07:00:00,c
512,2021-06-10 08:00:00,c
513,2021-06-10 09:00:00,c
514,2021-06-10 10:00:00,c
515,2021-06-10 11:00:00,h
516,2021-06-10 12:00:00,d
517,2021-06-10 13:00:00,g
518,2021-06-10 14:00:00,g
519,2021-06-10 15:00:00,f
520,2021-06-10 16:00:00,f
521,2021-06-10 17:00:00,f
522,2021-06-10 18:00:00,f
523,2021-06-10 19:00:00,f
524,2021-06-10 20:00:00,f
525,2021-06-10 21:00:00,f
526,2021-06-10 22:00:00,f
527,2021-06-10 23:00:00,d
528,2021-06-11 00:00:00,e
529,2021-06-11 01:00:00,e
530,2021-06-11 02:00:00,e
531,2021-06-11 03:00:00,e
532,2021-06-11 04:00:00,e
533,2021-06-11 05:00:00,e
534,2021-06-11 06:00:00,e
535,2021-06-11 07:00:00,e
536,2021-06-11 08:00:00,h
537,2021-06-11 09:00:00,f
538,2021-06-11 10:00:00,f
539,2021-06-11 11:00:00,f
540,2021-06-11 12:00:00,f
541,2021-06-11 13:00:00,f
542,2021-06-11 14:00:00,f
543,2021-06-11 15:00:00,f
544,2021-06-11 16:00:00,f
545,2021-06-11 17:00:00,h
546,2021-06-11 18:00:00,g
547,2021-06-11 19:00:00,g
548,2021-06-11 20:00:00,f
549,2021-06-11 21:00:00,f
550,2021-06-11 22:00:00,f
551,2021-06-11 23:00:00,f
552,2021-06-12 00:00:00,f
553,2021-06-12 01:00:00,f
554,2021-06-12 02:00:00,f
555,2021-06-12 03:00:00,f
556,2021-06-12 04:00:00,h
557,2021-06-12 05:00:00,h
558,2021-06-12 06:00:00,a
559,2021-06-12 07:00:00,a
560,2021-06-12 08:00:00,a
561,2021-06-12 09:00:00,a
562,2021-06-12 10:00:00,a
563,2021-06-12 11:00:00,a
564,2021-06-12 12:00:00,a
565,2021-06-12 13:00:00,b
566,2021-06-12 14:00:00,b
567,2021-06-12 15:00:00,b
568,2021-06-12 16:00:00,b
569,2021-06-12 17:00:00,b
570,2021-06-12 18:00:00,b
571,2021-06-12 19:00:00,b
572,2021-06-12 20:00:00,d
573,2021-06-12 21:00:00,f
574,2021-06-12 22:00:00,f
575,2021-06-12 23:00:00,f
576,2021-06-13 00:00:00,f
577,2021-06-13 01:00:00,f
578,2021-06-13 02:00:00,f
579,2021-06-13 03:00:00,f
580,2021-06-13 04:00:00,f
581,2021-06-13 05:00:00,b
582,2021-06-13 06:00:00,b
583,2021-06-13 07:00:00,b
584,2021-06-13 08:00:00,b
585,2021-06-13 09:00:00,b
586,2021-06-13 10:00:00,b
587,2021-06-13 11:00:00,b
588,2021-06-13 12:00:00,b
589,2021-06-13 13:00:00,a
590,2021-06-13 14:00:00,a
591,2021-06-13 15:00:00,h
592,2021-06-13 16:00:00,e
593,2021-06-13 17:00:00,e
594,2021-06-13 18:00:00,e
595,2021-06-13 19:00:00,e
596,2021-06-13 20:00:00,e
597,2021-06-13 21:00:00,e
598,2021-06-13 22:00:00,e
599,2021-06-13 23:00:00,b
600,2021-06-14 00:00:00,b
601,2021-06-14 01:00:00,a
602,2021-06-14 02:00:00,a
603,2021-06-14 03:00:00,a
604,2021-06-14 04:00:00,a
605,2021-06-14 05:00:00,a
606,2021-06-14 06:00:00,a
607,2021-06-14 07:00:00,a
608,2021-06-14 08:00:00,a
609,2021-06-14 09:00:00,c
610,2021-06-14 10:00:00,c
611,2021-06-14 11:00:00,c
612,2021-06-14 12:00:00,c
613,2021-06-14 13:00:00,c
614,2021-06-14 14:00:00,c
615,2021-06-14 15:00:00,c
616,2021-06-14 16:00:00,c
617,2021-06-14 17:00:00,b
618,2021-06-14 18:00:00,b
619,2021-06-14 19:00:00,b
620,2021-06-14 20:00:00,b
621,2021-06-14 21:00:00,b
622,2021-06-14 22:00:00,b
623,2021-06-14 23:00:00,b
624,2021-06-15 00:00:00,e
625,2021-06-15 01:00:00,e
626,2021-06-15 02:00:00,a
627,2021-06-15 03:00:00,a
628,2021-06-15 04:00:00,b
629,2021-06-15 05:00:00,d
630,2021-06-15 06:00:00,d
631,2021-06-15 07:00:00,d
632,2021-06-15 08:00:00,d
633,2021-06-15 09:00:00,d
634,2021-06-15 10:00:00,d
635,2021-06-15 11:00:00,d
636,2021-06-15 12:00:00,g
637,2021-06-15 13:00:00,c
638,2021-06-15 14:00:00,c
639,2021-06-15 15:00:00,a
640,2021-06-15 16:00:00,a
641,2021-06-15 17:00:00,b
642,2021-06-15 18:00:00,h
643,2021-06-15 19:00:00,h
644,2021-06-15 20:00:00,e
645,2021-06-15 21:00:00,e
646,2021-06-15 22:00:00,d
647,2021-06-15 23:00:00,d
648,2021-06-16 00:00:00,d
649,2021-06-16 01:00:00,d
650,2021-06-16 02:00:00,d
651,2021-06-16 03:00:00,d
652,2021-06-16 04:00:00,d
653,2021-06-16 05:00:00,b
654,2021-06-16 06:00:00,b
655,2021-06-16 07:00:00,b
656,2021-06-16 08:00:00,b
657,2021-06-16 09:00:00,b
658,2021-06-16 10:00:00,b
659,2021-06-16 11:00:00,b
660,2021-06-16 12:00:00,g
661,2021-06-16 13:00:00,g
662,2021-06-16 14:00:00,f
663,2021-06-16 15:00:00,f
664,2021-06-16 16:00:00,f
665,2021-06-16 17:00:00,f
666,2021-06-16 18:00:00,f
667,2021-06-16 19:00:00,f
668,2021-06-16 20:00:00,f
669,2021-06-16 21:00:00,f
670,2021-06-16 22:00:00,g
671,2021-06-16 23:00:00,b
672,2021-06-17 00:00:00,b
673,2021-06-17 01:00:00,b
674,2021-06-17 02:00:00,b
675,2021-06-17 03:00:00,b
676,2021-06-17 04:00:00,b
677,2021-06-17 05:00:00,b
678,2021-06-17 06:00:00,b
679,2021-06-17 07:00:00,c
680,2021-06-17 08:00:00,c
681,2021-06-17 09:00:00,c
682,2021-06-17 10:00:00,c
683,2021-06-17 11:00:00,c
684,2021-06-17 12:00:00,c
685,2021-06-17 13:00:00,c
686,2021-06-17 14:00:00,c
687,2021-06-17 15:00:00,b
688,2021-06-17 16:00:00,b
689,2021-06-17 17:00:00,g
690,2021-06-17 18:00:00,g
691,2021-06-17 19:00:00,f
692,2021-06-17 20:00:00,f
693,2021-06-17 21:00:00,f
694,2021-06-17 22:00:00,f
695,2021-06-17 23:00:00,f
696,2021-06-18 00:00:00,f
697,2021-06-18 01:00:00,f
698,2021-06-18 02:00:00,f
699,2021-06-18 03:00:00,b
700,2021-06-18 04:00:00,b
701,2021-06-18 05:00:00,d
702,2021-06-18 06:00:00,d
703,2021-06-18 07:00:00,d
704,2021-06-18 08:00:00,d
705,2021-06-18 09:00:00,d
706,2021-06-18 10:00:00,d
707,2021-06-18 11:00:00,d
708,2021-06-18 12:00:00,e
709,2021-06-18 13:00:00,e
710,2021-06-18 14:00:00,h
711,2021-06-18 15:00:00,c
712,2021-06-18 16:00:00,c
713,2021-06-18 17:00:00,g
714,2021-06-18 18:00:00,b
715,2021-06-18 19:00:00,a
716,2021-06-18 20:00:00,a
717,2021-06-18 21:00:00,a
718,2021-06-18 22:00:00,a
719,2021-06-18 23:00:00,a
720,2021-06-19 00:00:00,a
721,2021-06-19 01:00:00,a
722,2021-06-19 02:00:00,a
723,2021-06-19 03:00:00,e
724,2021-06-19 04:00:00,e
725,2021-06-19 05:00:00,f
726,2021-06-19 06:00:00,h
727,2021-06-19 07:00:00,g
728,2021-06-19 08:00:00,g
729,2021-06-19 09:00:00,c
730,2021-06-19 10:00:00,h
731,2021-06-19 11:00:00,h
732,2021-06-19 12:00:00,d
733,2021-06-19 13:00:00,d
734,2021-06-19 14:00:00,d
735,2021-06-19 15:00:00,d
736,2021-06-19 16:00:00,d
737,2021-06-19 17:00:00,d
738,2021-06-19 18:00:00,d
739,2021-06-19 19:00:00,h
740,2021-06-19 20:00:00,h
741,2021-06-19 21:00:00,d
742,2021-06-19 22:00:00,d
743,2021-06-19 23:00:00,d
744,2021-06-20 00:00:00,d
745,2021-06-20 01:00:00,d
746,2021-06-20 02:00:00,d
747,2021-06-20 03:00:00,d
748,2021-06-20 04:00:00,d
749,2021-06-20 05:00:00,g
750,2021-06-20 06:00:00,f
751,2021-06-20 07:00:00,f
752,2021-06-20 08:00:00,f
753,2021-06-20 09:00:00,f
754,2021-06-20 10:00:00,f
755,2021-06-20 11:00:00,f
756,2021-06-20 12:00:00,f
757,2021-06-20 13:00:00,f
758,2021-06-20 14:00:00,b
759,2021-06-20 15:00:00,a
760,2021-06-20 16:00:00,a
761,2021-06-20 17:00:00,c
762,2021-06-20 18:00:00,c
763,2021-06-20 19:00:00,h
764,2021-06-20 20:00:00,h
765,2021-06-20 21:00:00,b
766,2021-06-20 22:00:00,b
767,2021-06-20 23:00:00,c
768,2021-06-21 00:00:00,g
769,2021-06-21 01:00:00,g
770,2021-06-21 02:00:00,d
771,2021-06-21 03:00:00,d
772,2021-06-21 04:00:00,d
773,2021-06-21 05:00:00,d
774,2021-06-21 06:00:00,d
775,2021-06-21 07:00:00,d
776,2021-06-21 08:00:00,d
777,2021-06-21 09:00:00,h
778,2021-06-21 10:00:00,h
779,2021-06-21 11:00:00,f
780,2021-06-21 12:00:00,f
781,2021-06-21 13:00:00,f
782,2021-06-21 14:00:00,f
783,2021-06-21 15:00:00,f
784,2021-06-21 16:00:00,f
785,2021-06-21 17:00:00,f
786,2021-06-21 18:00:00,g
787,2021-06-21 19:00:00,g
788,2021-06-21 20:00:00,c
789,2021-06-21 21:00:00,c
790,2021-06-21 22:00:00,d
791,2021-06-21 23:00:00,d
792,2021-06-22 00:00:00,d
793,2021-06-22 01:00:00,d
794,2021-06-22 02:00:00,d
795,2021-06-22 03:00:00,d
796,2021-06-22 04:00:00,d
797,2021-06-22 05:00:00,d
798,2021-06-22 06:00:00,b
799,2021-06-22 07:00:00,b
800,2021-06-22 08:00:00,c
801,2021-06-22 09:00:00,d
802,2021-06-22 10:00:00,d
803,2021-06-22 11:00:00,d
804,2021-06-22 12:00:00,d
805,2021-06-22 13:00:00,d
806,2021-06-22 14:00:00,d
807,2021-06-22 15:00:00,d
808,2021-06-22 16:00:00,g
809,2021-06-22 17:00:00,c
810,2021-06-22 18:00:00,e
811,2021-06-22 19:00:00,d
812,2021-06-22 20:00:00,d
813,2021-06-22 21:00:00,d
814,2021-06-22 22:00:00,d
815,2021-06-22 23:00:00,d
816,2021-06-23 00:00:00,d
817,2021-06-23 01:00:00,d
818,2021-06-23 02:00:00,g
819,2021-06-23 03:00:00,b
820,2021-06-23 04:00:00,b
821,2021-06-23 05:00:00,b
