,time_set,events
102,2021-05-24 06:00:00,c
103,2021-05-24 07:00:00,c
104,2021-05-24 08:00:00,c
105,2021-05-24 09:00:00,c
106,2021-05-24 10:00:00,c
107,2021-05-24 11:00:00,h
108,2021-05-24 12:00:00,h
109,2021-05-24 13:00:00,d
110,2021-05-24 14:00:00,d
111,2021-05-24 15:00:00,g
112,2021-05-24 16:00:00,g
113,2021-05-24 17:00:00,f
114,2021-05-24 18:00:00,e
115,2021-05-24 19:00:00,e
116,2021-05-24 20:00:00,e
117,2021-05-24 21:00:00,e
118,2021-05-24 22:00:00,e
119,2021-05-24 23:00:00,e
120,2021-05-25 00:00:00,e
121,2021-05-25 01:00:00,e
122,2021-05-25 02:00:00,h
123,2021-05-25 03:00:00,c
124,2021-05-25 04:00:00,h
125,2021-05-25 05:00:00,h
126,2021-05-25 06:00:00,g
127,2021-05-25 07:00:00,g
128,2021-05-25 08:00:00,d
129,2021-05-25 09:00:00,d
130,2021-05-25 10:00:00,d
131,2021-05-25 11:00:00,d
132,2021-05-25 12:00:00,d
133,2021-05-25 13:00:00,d
134,2021-05-25 14:00:00,d
135,2021-05-25 15:00:00,f
136,2021-05-25 16:00:00,f
137,2021-05-25 17:00:00,d
138,2021-05-25 18:00:00,d
139,2021-05-25 19:00:00,d
140,2021-05-25 20:00:00,d
141,2021-05-25 21:00:00,d
142,2021-05-25 22:00:00,d
143,2021-05-25 23:00:00,d
144,2021-05-26 00:00:00,d
145,2021-05-26 01:00:00,h
146,2021-05-26 02:00:00,h
147,2021-05-26 03:00:00,d
148,2021-05-26 04:00:00,d
149,2021-05-26 05:00:00,g
150,2021-05-26 06:00:00,g
151,2021-05-26 07:00:00,b
152,2021-05-26 08:00:00,b
153,2021-05-26 09:00:00,h
154,2021-05-26 10:00:00,c
155,2021-05-26 11:00:00,c
156,2021-05-26 12:00:00,c
157,2021-05-26 13:00:00,c
158,2021-05-26 14:00:00,c
159,2021-05-26 15:00:00,c
160,2021-05-26 16:00:00,c
161,2021-05-26 17:00:00,e
162,2021-05-26 18:00:00,e
163,2021-05-26 19:00:00,e
164,2021-05-26 20:00:00,e
165,2021-05-26 21:00:00,e
166,2021-05-26 22:00:00,e
167,2021-05-26 23:00:00,e
168,2021-05-27 00:00:00,a
169,2021-05-27 01:00:00,a
170,2021-05-27 02:00:00,a
171,2021-05-27 03:00:00,a
172,2021-05-27 04:00:00,a
173,2021-05-27 05:00:00,a
174,2021-05-27 06:00:00,a
175,2021-05-27 07:00:00,b
176,2021-05-27 08:00:00,b
177,2021-05-27 09:00:00,b
178,2021-05-27 10:00:00,b
179,2021-05-27 11:00:00,b
180,2021-05-27 12:00:00,b
181,2021-05-27 13:00:00,b
182,2021-05-27 14:00:00,b
183,2021-05-27 15:00:00,f
184,2021-05-27 16:00:00,f
185,2021-05-27 17:00:00,b
186,2021-05-27 18:00:00,b
187,2021-05-27 19:00:00,b
188,2021-05-27 20:00:00,b
189,2021-05-27 21:00:00,b
190,2021-05-27 22:00:00,b
191,2021-05-27 23:00:00,b
192,2021-05-28 00:00:00,b
193,2021-05-28 01:00:00,h
194,2021-05-28 02:00:00,d
195,2021-05-28 03:00:00,g
196,2021-05-28 04:00:00,h
197,2021-05-28 05:00:00,h
198,2021-05-28 06:00:00,c
199,2021-05-28 07:00:00,c
200,2021-05-28 08:00:00,c
201,2021-05-28 09:00:00,c
202,2021-05-28 10:00:00,c
203,2021-05-28 11:00:00,c
204,2021-05-28 12:00:00,c
205,2021-05-28 13:00:00,g
206,2021-05-28 14:00:00,f
207,2021-05-28 15:00:00,f
208,2021-05-28 16:00:00,f
209,2021-05-28 17:00:00,f
210,2021-05-28 18:00:00,f
211,2021-05-28 19:00:00,f
212,2021-05-28 20:00:00,f
213,2021-05-28 21:00:00,f
214,2021-05-28 22:00:00,e
215,2021-05-28 23:00:00,e
216,2021-05-29 00:00:00,e
217,2021-05-29 01:00:00,e
218,2021-05-29 02:00:00,e
219,2021-05-29 03:00:00,e
220,2021-05-29 04:00:00,e
221,2021-05-29 05:00:00,e
222,2021-05-29 06:00:00,b
223,2021-05-29 07:00:00,b
224,2021-05-29 08:00:00,d
225,2021-05-29 09:00:00,d
226,2021-05-29 10:00:00,a
227,2021-05-29 11:00:00,a
228,2021-05-29 12:00:00,a
229,2021-05-29 13:00:00,a
230,2021-05-29 14:00:00,a
231,2021-05-29 15:00:00,a
232,2021-05-29 16:00:00,a
233,2021-05-29 17:00:00,b
234,2021-05-29 18:00:00,b
235,2021-05-29 19:00:00,c
236,2021-05-29 20:00:00,c
237,2021-05-29 21:00:00,f
238,2021-05-29 22:00:00,f
239,2021-05-29 23:00:00,f
240,2021-05-30 00:00:00,f
241,2021-05-30 01:00:00,f
242,2021-05-30 02:00:00,f
243,2021-05-30 03:00:00,f
244,2021-05-30 04:00:00,f
245,2021-05-30 05:00:00,g
246,2021-05-30 06:00:00,g
247,2021-05-30 07:00:00,e
248,2021-05-30 08:00:00,h
249,2021-05-30 09:00:00,h
250,2021-05-30 10:00:00,d
251,2021-05-30 11:00:00,d
252,2021-05-30 12:00:00,d
253,2021-05-30 13:00:00,d
254,2021-05-30 14:00:00,d
255,2021-05-30 15:00:00,d
256,2021-05-30 16:00:00,d
257,2021-05-30 17:00:00,d
258,2021-05-30 18:00:00,h
259,2021-05-30 19:00:00,h
260,2021-05-30 20:00:00,g
261,2021-05-30 21:00:00,g
262,2021-05-30 22:00:00,h
263,2021-05-30 23:00:00,h
264,2021-05-31 00:00:00,c
265,2021-05-31 01:00:00,c
266,2021-05-31 02:00:00,c
267,2021-05-31 03:00:00,c
268,2021-05-31 04:00:00,c
269,2021-05-31 05:00:00,c
270,2021-05-31 06:00:00,c
271,2021-05-31 07:00:00,c
272,2021-05-31 08:00:00,g
273,2021-05-31 09:00:00,g
274,2021-05-31 10:00:00,h
275,2021-05-31 11:00:00,h
276,2021-05-31 12:00:00,a
277,2021-05-31 13:00:00,a
278,2021-05-31 14:00:00,a
279,2021-05-31 15:00:00,a
280,2021-05-31 16:00:00,a
281,2021-05-31 17:00:00,a
282,2021-05-31 18:00:00,a
283,2021-05-31 19:00:00,d
284,2021-05-31 20:00:00,d
285,2021-05-31 21:00:00,b
286,2021-05-31 22:00:00,b
287,2021-05-31 23:00:00,b
288,2021-06-01 00:00:00,b
289,2021-06-01 01:00:00,b
290,2021-06-01 02:00:00,b
291,2021-06-01 03:00:00,b
292,2021-06-01 04:00:00,e
293,2021-06-01 05:00:00,e
294,2021-06-01 06:00:00,e
295,2021-06-01 07:00:00,e
296,2021-06-01 08:00:00,e
297,2021-06-01 09:00:00,e
298,2021-06-01 10:00:00,e
299,2021-06-01 11:00:00,e
300,2021-06-01 12:00:00,h
301,2021-06-01 13:00:00,h
302,2021-06-01 14:00:00,a
303,2021-06-01 15:00:00,a
304,2021-06-01 16:00:00,a
305,2021-06-01 17:00:00,a
306,2021-06-01 18:00:00,a
307,2021-06-01 19:00:00,a
308,2021-06-01 20:00:00,a
309,2021-06-01 21:00:00,a
310,2021-06-01 22:00:00,b
311,2021-06-01 23:00:00,b
312,2021-06-02 00:00:00,b
313,2021-06-02 01:00:00,b
314,2021-06-02 02:00:00,b
315,2021-06-02 03:00:00,b
316,2021-06-02 04:00:00,b
317,2021-06-02 05:00:00,b
318,2021-06-02 06:00:00,c
319,2021-06-02 07:00:00,f
320,2021-06-02 08:00:00,f
321,2021-06-02 09:00:00,c
322,2021-06-02 10:00:00,c
323,2021-06-02 11:00:00,c
324,2021-06-02 12:00:00,c
325,2021-06-02 13:00:00,c
326,2021-06-02 14:00:00,c
327,2021-06-02 15:00:00,c
328,2021-06-02 16:00:00,b
329,2021-06-02 17:00:00,b
330,2021-06-02 18:00:00,b
331,2021-06-02 19:00:00,b
332,2021-06-02 20:00:00,b
333,2021-06-02 21:00:00,b
334,2021-06-02 22:00:00,b
335,2021-06-02 23:00:00,b
336,2021-06-03 00:00:00,d
337,2021-06-03 01:00:00,g
338,2021-06-03 02:00:00,d
339,2021-06-03 03:00:00,d
340,2021-06-03 04:00:00,e
341,2021-06-03 05:00:00,e
342,2021-06-03 06:00:00,e
343,2021-06-03 07:00:00,e
344,2021-06-03 08:00:00,e
345,2021-06-03 09:00:00,e
346,2021-06-03 10:00:00,e
347,2021-06-03 11:00:00,b
348,2021-06-03 12:00:00,b
349,2021-06-03 13:00:00,e
350,2021-06-03 14:00:00,e
351,2021-06-03 15:00:00,e
352,2021-06-03 16:00:00,e
353,2021-06-03 17:00:00,e
354,2021-06-03 18:00:00,e
355,2021-06-03 19:00:00,e
356,2021-06-03 20:00:00,b
357,2021-06-03 21:00:00,b
358,2021-06-03 22:00:00,b
359,2021-06-03 23:00:00,b
360,2021-06-04 00:00:00,b
361,2021-06-04 01:00:00,b
362,2021-06-04 02:00:00,b
363,2021-06-04 03:00:00,c
364,2021-06-04 04:00:00,c
365,2021-06-04 05:00:00,c
366,2021-06-04 06:00:00,c
367,2021-06-04 07:00:00,c
368,2021-06-04 08:00:00,c
369,2021-06-04 09:00:00,c
370,2021-06-04 10:00:00,c
371,2021-06-04 11:00:00,f
372,2021-06-04 12:00:00,f
373,2021-06-04 13:00:00,f
374,2021-06-04 14:00:00,f
375,2021-06-04 15:00:00,f
376,2021-06-04 16:00:00,f
377,2021-06-04 17:00:00,f
378,2021-06-04 18:00:00,c
379,2021-06-04 19:00:00,c
380,2021-06-04 20:00:00,c
381,2021-06-04 21:00:00,c
382,2021-06-04 22:00:00,c
383,2021-06-04 23:00:00,c
384,2021-06-05 00:00:00,c
385,2021-06-05 01:00:00,c
386,2021-06-05 02:00:00,a
387,2021-06-05 03:00:00,a
388,2021-06-05 04:00:00,a
389,2021-06-05 05:00:00,a
390,2021-06-05 06:00:00,a
391,2021-06-05 07:00:00,a
392,2021-06-05 08:00:00,a
393,2021-06-05 09:00:00,a
394,2021-06-05 10:00:00,d
395,2021-06-05 11:00:00,d
396,2021-06-05 12:00:00,e
397,2021-06-05 13:00:00,e
398,2021-06-05 14:00:00,e
399,2021-06-05 15:00:00,e
400,2021-06-05 16:00:00,e
401,2021-06-05 17:00:00,e
402,2021-06-05 18:00:00,e
403,2021-06-05 19:00:00,e
404,2021-06-05 20:00:00,f
405,2021-06-05 21:00:00,f
406,2021-06-05 22:00:00,f
407,2021-06-05 23:00:00,f
408,2021-06-06 00:00:00,f
409,2021-06-06 01:00:00,f
410,2021-06-06 02:00:00,f
411,2021-06-06 03:00:00,d
412,2021-06-06 04:00:00,b
413,2021-06-06 05:00:00,b
414,2021-06-06 06:00:00,g
415,2021-06-06 07:00:00,h
416,2021-06-06 08:00:00,h
417,2021-06-06 09:00:00,f
418,2021-06-06 10:00:00,f
419,2021-06-06 11:00:00,g
420,2021-06-06 12:00:00,b
421,2021-06-06 13:00:00,b
422,2021-06-06 14:00:00,b
423,2021-06-06 15:00:00,b
424,2021-06-06 16:00:00,b
425,2021-06-06 17:00:00,b
426,2021-06-06 18:00:00,b
427,2021-06-06 19:00:00,b
428,2021-06-06 20:00:00,c
429,2021-06-06 21:00:00,c
430,2021-06-06 22:00:00,c
431,2021-06-06 23:00:00,c
432,2021-06-07 00:00:00,c
433,2021-06-07 01:00:00,c
434,2021-06-07 02:00:00,c
435,2021-06-07 03:00:00,e
436,2021-06-07 04:00:00,e
437,2021-06-07 05:00:00,e
438,2021-06-07 06:00:00,e
439,2021-06-07 07:00:00,e
440,2021-06-07 08:00:00,e
441,2021-06-07 09:00:00,e
442,2021-06-07 10:00:00,d
443,2021-06-07 11:00:00,b
444,2021-06-07 12:00:00,b
445,2021-06-07 13:00:00,b
446,2021-06-07 14:00:00,b
447,2021-06-07 15:00:00,b
448,2021-06-07 16:00:00,b
449,2021-06-07 17:00:00,b
450,2021-06-07 18:00:00,d
451,2021-06-07 19:00:00,d
452,2021-06-07 20:00:00,d
453,2021-06-07 21:00:00,d
454,2021-06-07 22:00:00,d
455,2021-06-07 23:00:00,d
456,2021-06-08 00:00:00,d
457,2021-06-08 01:00:00,g
458,2021-06-08 02:00:00,g
459,2021-06-08 03:00:00,f
460,2021-06-08 04:00:00,f
461,2021-06-08 05:00:00,f
462,2021-06-08 06:00:00,f
463,2021-06-08 07:00:00,f
464,2021-06-08 08:00:00,f
465,2021-06-08 09:00:00,f
466,2021-06-08 10:00:00,e
467,2021-06-08 11:00:00,e
468,2021-06-08 12:00:00,e
469,2021-06-08 13:00:00,e
470,2021-06-08 14:00:00,e
471,2021-06-08 15:00:00,e
472,2021-06-08 16:00:00,e
473,2021-06-08 17:00:00,e
474,2021-06-08 18:00:00,h
475,2021-06-08 19:00:00,g
476,2021-06-08 20:00:00,f
477,2021-06-08 21:00:00,f
478,2021-06-08 22:00:00,f
479,2021-06-08 23:00:00,f
480,2021-06-09 00:00:00,f
481,2021-06-09 01:00:00,f
482,2021-06-09 02:00:00,f
483,2021-06-09 03:00:00,f
484,2021-06-09 04:00:00,h
485,2021-06-09 05:00:00,c
486,2021-06-09 06:00:00,c
487,2021-06-09 07:00:00,c
488,2021-06-09 08:00:00,c
489,2021-06-09 09:00:00,c
490,2021-06-09 10:00:00,c
491,2021-06-09 11:00:00,c
492,2021-06-09 12:00:00,f
493,2021-06-09 13:00:00,f
494,2021-06-09 14:00:00,f
495,2021-06-09 15:00:00,f
496,2021-06-09 16:00:00,f
497,2021-06-09 17:00:00,f
498,2021-06-09 18:00:00,f
499,2021-06-09 19:00:00,f
500,2021-06-09 20:00:00,h
501,2021-06-09 21:00:00,f
502,2021-06-09 22:00:00,d
503,2021-06-09 23:00:00,g
504,2021-06-10 00:00:00,g
505,2021-06-10 01:00:00,h
506,2021-06-10 02:00:00,h
507,2021-06-10 03:00:00,g
508,2021-06-10 04:00:00,e
509,2021-06-10 05:00:00,e
510,2021-06-10 06:00:00,e
511,2021-06-10 07:00:00,e
512,2021-06-10 08:00:00,e
513,2021-06-10 09:00:00,e
514,2021-06-10 10:00:00,e
515,2021-06-10 11:00:00,e
516,2021-06-10 12:00:00,a
517,2021-06-10 13:00:00,h
518,2021-06-10 14:00:00,c
519,2021-06-10 15:00:00,c
520,2021-06-10 16:00:00,c
521,2021-06-10 17:00:00,c
522,2021-06-10 18:00:00,c
523,2021-06-10 19:00:00,c
524,2021-06-10 20:00:00,c
525,2021-06-10 21:00:00,d
526,2021-06-10 22:00:00,d
527,2021-06-10 23:00:00,e
528,2021-06-11 00:00:00,e
529,2021-06-11 01:00:00,b
530,2021-06-11 02:00:00,b
531,2021-06-11 03:00:00,f
532,2021-06-11 04:00:00,f
533,2021-06-11 05:00:00,e
534,2021-06-11 06:00:00,e
535,2021-06-11 07:00:00,e
536,2021-06-11 08:00:00,e
537,2021-06-11 09:00:00,e
538,2021-06-11 10:00:00,e
539,2021-06-11 11:00:00,e
540,2021-06-11 12:00:00,e
541,2021-06-11 13:00:00,f
542,2021-06-11 14:00:00,g
543,2021-06-11 15:00:00,g
544,2021-06-11 16:00:00,h
545,2021-06-11 17:00:00,g
546,2021-06-11 18:00:00,g
547,2021-06-11 19:00:00,a
548,2021-06-11 20:00:00,a
549,2021-06-11 21:00:00,g
550,2021-06-11 22:00:00,b
551,2021-06-11 23:00:00,h
552,2021-06-12 00:00:00,h
553,2021-06-12 01:00:00,f
554,2021-06-12 02:00:00,f
555,2021-06-12 03:00:00,h
556,2021-06-12 04:00:00,c
557,2021-06-12 05:00:00,b
558,2021-06-12 06:00:00,b
559,2021-06-12 07:00:00,g
560,2021-06-12 08:00:00,c
561,2021-06-12 09:00:00,c
562,2021-06-12 10:00:00,g
563,2021-06-12 11:00:00,g
564,2021-06-12 12:00:00,h
565,2021-06-12 13:00:00,h
566,2021-06-12 14:00:00,c
567,2021-06-12 15:00:00,h
568,2021-06-12 16:00:00,h
569,2021-06-12 17:00:00,d
570,2021-06-12 18:00:00,d
571,2021-06-12 19:00:00,d
572,2021-06-12 20:00:00,d
573,2021-06-12 21:00:00,d
574,2021-06-12 22:00:00,d
575,2021-06-12 23:00:00,d
576,2021-06-13 00:00:00,d
577,2021-06-13 01:00:00,a
578,2021-06-13 02:00:00,a
579,2021-06-13 03:00:00,a
580,2021-06-13 04:00:00,a
581,2021-06-13 05:00:00,a
582,2021-06-13 06:00:00,a
583,2021-06-13 07:00:00,a
584,2021-06-13 08:00:00,a
585,2021-06-13 09:00:00,e
586,2021-06-13 10:00:00,e
587,2021-06-13 11:00:00,a
588,2021-06-13 12:00:00,g
589,2021-06-13 13:00:00,g
590,2021-06-13 14:00:00,d
591,2021-06-13 15:00:00,d
592,2021-06-13 16:00:00,d
593,2021-06-13 17:00:00,d
594,2021-06-13 18:00:00,d
595,2021-06-13 19:00:00,d
596,2021-06-13 20:00:00,d
597,2021-06-13 21:00:00,b
598,2021-06-13 22:00:00,b
599,2021-06-13 23:00:00,b
600,2021-06-14 00:00:00,b
601,2021-06-14 01:00:00,b
602,2021-06-14 02:00:00,b
603,2021-06-14 03:00:00,b
604,2021-06-14 04:00:00,b
605,2021-06-14 05:00:00,g
606,2021-06-14 06:00:00,c
607,2021-06-14 07:00:00,c
608,2021-06-14 08:00:00,c
609,2021-06-14 09:00:00,c
610,2021-06-14 10:00:00,c
611,2021-06-14 11:00:00,c
612,2021-06-14 12:00:00,c
613,2021-06-14 13:00:00,c
614,2021-06-14 14:00:00,f
615,2021-06-14 15:00:00,f
616,2021-06-14 16:00:00,f
617,2021-06-14 17:00:00,f
618,2021-06-14 18:00:00,f
619,2021-06-14 19:00:00,f
620,2021-06-14 20:00:00,f
621,2021-06-14 21:00:00,f
622,2021-06-14 22:00:00,h
623,2021-06-14 23:00:00,h
624,2021-06-15 00:00:00,f
625,2021-06-15 01:00:00,f
626,2021-06-15 02:00:00,f
627,2021-06-15 03:00:00,f
628,2021-06-15 04:00:00,f
629,2021-06-15 05:00:00,f
630,2021-06-15 06:00:00,f
631,2021-06-15 07:00:00,h
632,2021-06-15 08:00:00,e
633,2021-06-15 09:00:00,e
634,2021-06-15 10:00:00,h
635,2021-06-15 11:00:00,b
636,2021-06-15 12:00:00,b
637,2021-06-15 13:00:00,b
638,2021-06-15 14:00:00,b
639,2021-06-15 15:00:00,b
640,2021-06-15 16:00:00,b
641,2021-06-15 17:00:00,b
642,2021-06-15 18:00:00,e
643,2021-06-15 19:00:00,e
644,2021-06-15 20:00:00,e
645,2021-06-15 21:00:00,e
646,2021-06-15 22:00:00,e
647,2021-06-15 23:00:00,e
648,2021-06-16 00:00:00,e
649,2021-06-16 01:00:00,h
650,2021-06-16 02:00:00,h
651,2021-06-16 03:00:00,f
652,2021-06-16 04:00:00,f
653,2021-06-16 05:00:00,f
654,2021-06-16 06:00:00,f
655,2021-06-16 07:00:00,f
656,2021-06-16 08:00:00,f
657,2021-06-16 09:00:00,f
658,2021-06-16 10:00:00,a
659,2021-06-16 11:00:00,a
660,2021-06-16 12:00:00,a
661,2021-06-16 13:00:00,a
662,2021-06-16 14:00:00,a
663,2021-06-16 15:00:00,a
664,2021-06-16 16:00:00,a
665,2021-06-16 17:00:00,h
666,2021-06-16 18:00:00,h
667,2021-06-16 19:00:00,b
668,2021-06-16 20:00:00,b
669,2021-06-16 21:00:00,b
670,2021-06-16 22:00:00,b
671,2021-06-16 23:00:00,b
672,2021-06-17 00:00:00,b
673,2021-06-17 01:00:00,b
674,2021-06-17 02:00:00,c
675,2021-06-17 03:00:00,c
676,2021-06-17 04:00:00,d
677,2021-06-17 05:00:00,d
678,2021-06-17 06:00:00,d
679,2021-06-17 07:00:00,d
680,2021-06-17 08:00:00,d
681,2021-06-17 09:00:00,d
682,2021-06-17 10:00:00,d
683,2021-06-17 11:00:00,d
684,2021-06-17 12:00:00,f
685,2021-06-17 13:00:00,f
686,2021-06-17 14:00:00,g
687,2021-06-17 15:00:00,g
688,2021-06-17 16:00:00,e
689,2021-06-17 17:00:00,e
690,2021-06-17 18:00:00,a
691,2021-06-17 19:00:00,g
692,2021-06-17 20:00:00,h
693,2021-06-17 21:00:00,d
694,2021-06-17 22:00:00,d
695,2021-06-17 23:00:00,d
696,2021-06-18 00:00:00,d
697,2021-06-18 01:00:00,d
698,2021-06-18 02:00:00,d
699,2021-06-18 03:00:00,d
700,2021-06-18 04:00:00,d
701,2021-06-18 05:00:00,f
702,2021-06-18 06:00:00,f
703,2021-06-18 07:00:00,f
704,2021-06-18 08:00:00,f
705,2021-06-18 09:00:00,f
706,2021-06-18 10:00:00,f
707,2021-06-18 11:00:00,f
708,2021-06-18 12:00:00,f
709,2021-06-18 13:00:00,b
710,2021-06-18 14:00:00,b
711,2021-06-18 15:00:00,a
712,2021-06-18 16:00:00,a
713,2021-06-18 17:00:00,a
714,2021-06-18 18:00:00,a
715,2021-06-18 19:00:00,a
716,2021-06-18 20:00:00,a
717,2021-06-18 21:00:00,a
718,2021-06-18 22:00:00,a
719,2021-06-18 23:00:00,h
720,2021-06-19 00:00:00,c
721,2021-06-19 01:00:00,c
722,2021-06-19 02:00:00,g
723,2021-06-19 03:00:00,g
724,2021-06-19 04:00:00,b
725,2021-06-19 05:00:00,b
726,2021-06-19 06:00:00,b
727,2021-06-19 07:00:00,b
728,2021-06-19 08:00:00,b
729,2021-06-19 09:00:00,b
730,2021-06-19 10:00:00,b
731,2021-06-19 11:00:00,c
732,2021-06-19 12:00:00,h
733,2021-06-19 13:00:00,h
734,2021-06-19 14:00:00,e
735,2021-06-19 15:00:00,f
736,2021-06-19 16:00:00,c
737,2021-06-19 17:00:00,c
738,2021-06-19 18:00:00,c
739,2021-06-19 19:00:00,c
740,2021-06-19 20:00:00,c
741,2021-06-19 21:00:00,c
742,2021-06-19 22:00:00,c
743,2021-06-19 23:00:00,g
744,2021-06-20 00:00:00,f
745,2021-06-20 01:00:00,d
746,2021-06-20 02:00:00,g
747,2021-06-20 03:00:00,c
748,2021-06-20 04:00:00,c
749,2021-06-20 05:00:00,c
750,2021-06-20 06:00:00,c
751,2021-06-20 07:00:00,c
752,2021-06-20 08:00:00,c
753,2021-06-20 09:00:00,c
754,2021-06-20 10:00:00,c
755,2021-06-20 11:00:00,h
756,2021-06-20 12:00:00,h
757,2021-06-20 13:00:00,d
758,2021-06-20 14:00:00,d
759,2021-06-20 15:00:00,d
760,2021-06-20 16:00:00,d
761,2021-06-20 17:00:00,d
762,2021-06-20 18:00:00,d
763,2021-06-20 19:00:00,d
764,2021-06-20 20:00:00,g
765,2021-06-20 21:00:00,h
766,2021-06-20 22:00:00,c
767,2021-06-20 23:00:00,c
768,2021-06-21 00:00:00,c
769,2021-06-21 01:00:00,c
770,2021-06-21 02:00:00,c
771,2021-06-21 03:00:00,c
772,2021-06-21 04:00:00,c
773,2021-06-21 05:00:00,d
774,2021-06-21 06:00:00,g
775,2021-06-21 07:00:00,g
776,2021-06-21 08:00:00,a
777,2021-06-21 09:00:00,a
778,2021-06-21 10:00:00,a
779,2021-06-21 11:00:00,a
780,2021-06-21 12:00:00,a
781,2021-06-21 13:00:00,a
782,2021-06-21 14:00:00,a
783,2021-06-21 15:00:00,e
784,2021-06-21 16:00:00,e
785,2021-06-21 17:00:00,d
786,2021-06-21 18:00:00,d
787,2021-06-21 19:00:00,e
788,2021-06-21 20:00:00,e
789,2021-06-21 21:00:00,e
790,2021-06-21 22:00:00,e
791,2021-06-21 23:00:00,e
792,2021-06-22 00:00:00,e
793,2021-06-22 01:00:00,e
794,2021-06-22 02:00:00,h
795,2021-06-22 03:00:00,f
796,2021-06-22 04:00:00,f
797,2021-06-22 05:00:00,f
798,2021-06-22 06:00:00,f
799,2021-06-22 07:00:00,f
800,2021-06-22 08:00:00,f
801,2021-06-22 09:00:00,f
802,2021-06-22 10:00:00,d
803,2021-06-22 11:00:00,d
804,2021-06-22 12:00:00,d
805,2021-06-22 13:00:00,d
806,2021-06-22 14:00:00,d
807,2021-06-22 15:00:00,d
808,2021-06-22 16:00:00,d
809,2021-06-22 17:00:00,d
810,2021-06-22 18:00:00,g
811,2021-06-22 19:00:00,e
812,2021-06-22 20:00:00,b
813,2021-06-22 21:00:00,b
814,2021-06-22 22:00:00,b
815,2021-06-22 23:00:00,b
816,2021-06-23 00:00:00,b
817,2021-06-23 01:00:00,b
818,2021-06-23 02:00:00,b
819,2021-06-23 03:00:00,b
820,2021-06-23 04:00:00,h
821,2021-06-23 05:00:00,c
