,E,ENE,ESE,NE,SSW,SW,NNE,SE,S,SSE,WSW,N,NW,NNW,WNW,W,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
WNW,1.36,1.31,1.28,1.18,1.4,1.14,1.25,1.41,1.35,1.21,1.13,1.0,0.89,0.81,0.8,0.96,2.51,2.41,2.55,1.84,2.67,2.67,,2.66,,2.67,,2.56,1.44
W,1.34,1.12,1.27,0.96,1.43,1.26,0.98,1.29,1.52,1.36,1.15,1.04,1.1,0.93,0.8,0.83,2.56,1.87,2.59,1.63,2.7,2.7,,2.69,,2.69,,2.55,1.74
PM2.5_0,0.52,0.51,0.48,0.48,0.48,0.47,0.44,0.43,0.44,0.43,0.43,0.43,0.42,0.39,0.37,0.35,0.98,0.66,1.0,0.58,1.05,1.05,0.26,1.04,0.33,1.04,0.29,0.99,0.58
PM2.5_1,0.91,0.89,0.82,0.84,0.75,0.79,0.77,0.81,0.74,0.67,0.78,0.67,0.44,0.49,0.54,0.74,1.81,0.8,1.76,0.79,1.8,1.8,,1.79,,1.79,,1.69,0.84
PM10_0,0.51,0.5,0.48,0.47,0.47,0.46,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.38,0.36,0.35,0.98,0.65,0.99,0.58,1.04,1.04,0.26,1.03,0.33,1.03,0.29,0.98,0.57
PM10_1,0.94,0.9,0.85,0.86,0.84,0.93,0.82,0.81,0.85,0.73,0.91,0.69,0.48,0.53,0.63,0.78,1.91,0.83,1.87,0.79,1.89,1.89,,1.89,,1.89,,1.78,0.93
TEMP_1,0.5,0.48,0.46,0.46,0.45,0.45,0.43,0.42,0.42,0.41,0.41,0.41,0.39,0.37,0.35,0.34,0.95,0.58,0.96,0.54,1.0,1.0,0.26,1.0,0.32,1.0,0.26,0.94,0.54
PRES_0,0.5,0.49,0.46,0.46,0.45,0.45,0.43,0.42,0.42,0.41,0.41,0.41,0.39,0.37,0.35,0.34,0.95,0.58,0.96,0.54,1.0,1.0,,1.0,0.32,1.0,0.26,0.94,0.54
PRES_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1,0.5,0.49,0.46,0.46,0.45,0.45,0.43,0.42,0.42,0.41,0.41,0.41,0.39,0.36,0.35,0.34,0.95,0.58,0.96,0.54,1.0,1.0,0.26,1.0,0.33,1.0,0.26,0.94,0.55
DEWP_0,2.33,2.71,,2.22,,,1.34,,,,,,1.88,1.97,,,4.61,,4.67,,4.91,4.91,,5.21,0.66,4.9,,4.48,2.14
RAIN_0,0.5,0.49,0.46,0.46,0.45,0.45,0.43,0.42,0.42,0.41,0.41,0.41,0.39,0.37,0.35,0.34,0.95,0.58,0.96,0.53,1.0,1.0,0.26,1.0,0.32,1.0,0.26,0.94,0.54
RAIN_1,2.27,2.04,2.2,1.64,,,1.34,,,,,,,,,,4.12,,4.22,,4.38,4.38,,4.38,,4.38,0.67,4.06,2.72
WSPM_0,0.51,0.5,0.48,0.47,0.48,0.47,0.43,0.44,0.44,0.42,0.44,0.41,0.42,0.38,0.37,0.36,0.99,0.58,1.0,0.55,1.04,1.04,0.28,1.04,0.34,1.04,0.27,0.98,0.58
WSPM_1,0.94,0.92,0.81,0.89,0.71,0.69,0.83,0.71,0.67,0.73,0.64,0.79,0.61,0.62,0.58,0.54,1.6,1.35,1.62,1.02,1.69,1.69,,1.69,0.48,1.69,0.38,1.6,0.85
