,ENE,E,NE,ESE,SW,NW,SSW,NNE,SE,N,WSW,NNW,S,SSE,WNW,W,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
WSW,0.87,0.91,0.81,0.9,0.9,1.11,0.98,0.81,0.94,0.92,0.7,0.95,0.97,1.01,0.81,0.61,1.45,1.15,1.45,1.1,1.41,1.33,1.36,1.47,1.35,1.48,1.51,,1.41,1.29
NNW,1.05,1.11,1.03,1.05,1.15,0.8,1.09,0.79,1.24,0.74,1.06,0.7,1.01,1.1,0.78,0.75,1.42,2.0,1.41,1.72,1.47,1.33,1.54,1.32,1.66,1.29,1.52,,1.5,1.04
S,1.24,1.06,1.24,0.95,0.82,1.27,0.74,1.3,0.81,1.15,0.82,1.26,0.71,0.73,1.01,0.76,1.49,1.17,1.49,1.14,1.38,1.49,1.35,1.56,1.36,1.53,1.54,,1.44,1.23
SSE,1.11,1.01,1.26,0.95,0.86,1.17,0.77,1.22,0.78,1.15,0.85,1.08,0.75,0.72,0.95,0.81,1.53,1.13,1.52,1.14,1.41,1.46,1.38,1.57,1.38,1.56,1.56,,1.45,1.25
WNW,1.19,1.11,1.08,1.13,0.95,0.81,1.06,0.98,1.23,0.92,0.92,0.78,1.16,1.2,0.68,0.82,1.45,1.98,1.44,1.63,1.49,1.41,1.52,1.39,1.66,1.34,1.57,,1.54,1.06
W,0.89,0.92,0.87,0.98,1.04,1.04,1.11,0.85,1.08,1.01,0.9,1.06,1.09,1.09,0.77,0.7,1.56,1.29,1.56,1.27,1.54,1.45,1.49,1.52,1.5,1.5,1.64,,1.54,1.38
PM2.5_0,0.66,0.64,0.66,0.62,0.63,0.66,0.6,0.6,0.59,0.6,0.59,0.6,0.58,0.57,0.58,0.54,0.97,0.98,0.97,0.9,0.95,0.95,0.96,0.96,0.96,0.96,1.03,0.45,0.97,0.78
PM2.5_1,0.76,0.76,0.74,0.74,0.84,0.69,0.8,0.69,0.74,0.66,0.88,0.67,0.75,0.71,0.64,0.77,1.42,0.79,1.33,0.83,1.23,1.11,1.19,1.13,1.19,1.14,1.26,,1.18,0.89
PM10_0,0.67,0.65,0.66,0.62,0.62,0.66,0.59,0.6,0.59,0.61,0.59,0.6,0.57,0.57,0.59,0.54,0.97,0.99,0.96,0.94,0.95,0.96,0.96,0.96,0.96,0.97,1.04,0.45,0.98,0.78
PM10_1,0.75,0.75,0.73,0.72,0.85,0.69,0.81,0.68,0.72,0.66,0.88,0.66,0.75,0.7,0.64,0.75,1.36,0.78,1.35,0.8,1.21,1.08,1.16,1.11,1.17,1.11,1.24,,1.17,0.91
TEMP_1,0.71,0.69,0.72,0.64,0.64,0.73,0.6,0.65,0.61,0.65,0.62,0.67,0.58,0.57,0.63,0.57,1.04,0.91,1.03,0.89,0.91,1.38,0.92,1.24,0.92,1.25,1.09,0.39,1.02,0.82
TEMP_0,0.69,0.68,0.67,0.68,0.73,0.66,0.72,0.61,0.66,0.62,0.69,0.61,0.68,0.67,0.61,0.6,1.08,0.85,1.07,0.86,1.44,0.89,1.29,0.92,1.34,0.92,1.11,,1.05,0.85
PRES_0,0.69,0.68,0.7,0.64,0.67,0.7,0.63,0.63,0.62,0.63,0.65,0.65,0.61,0.59,0.61,0.58,1.05,0.89,1.04,0.87,0.93,1.23,0.91,1.49,0.93,1.22,1.09,0.4,1.03,0.83
PRES_1,0.7,0.69,0.69,0.68,0.67,0.68,0.66,0.64,0.65,0.64,0.65,0.62,0.63,0.63,0.63,0.59,1.07,0.87,1.06,0.88,1.24,0.91,1.5,0.9,1.25,0.93,1.11,0.68,1.04,0.84
DEWP_1,0.69,0.67,0.69,0.64,0.68,0.72,0.63,0.61,0.62,0.63,0.66,0.65,0.59,0.59,0.64,0.59,1.05,0.88,1.04,0.88,0.93,1.27,0.93,1.21,0.9,1.55,1.1,0.39,1.02,0.84
DEWP_0,0.71,0.7,0.69,0.69,0.67,0.67,0.66,0.65,0.65,0.64,0.64,0.62,0.66,0.63,0.6,0.58,1.06,0.88,1.06,0.87,1.25,0.9,1.22,0.92,1.57,0.9,1.1,,1.05,0.82
RAIN_0,0.63,0.62,0.63,0.6,0.61,0.63,0.59,0.57,0.57,0.58,0.59,0.58,0.56,0.55,0.56,0.53,0.96,0.8,0.95,0.8,0.93,0.91,0.93,0.92,0.93,0.92,1.0,0.42,0.94,0.76
RAIN_1,1.46,1.43,1.36,1.61,,,,,1.42,,,,,,,,2.26,,2.27,,2.08,,2.06,,2.04,,2.49,0.45,2.32,2.42
WSPM_0,0.63,0.62,0.63,0.6,0.64,0.68,0.61,0.58,0.58,0.59,0.62,0.62,0.57,0.56,0.6,0.56,1.0,0.78,1.0,0.79,0.96,0.95,0.95,0.96,0.94,0.98,1.03,0.44,0.97,0.83
WSPM_1,0.97,0.98,0.96,0.84,0.73,0.69,0.74,0.79,0.78,0.72,0.68,0.65,0.74,0.76,0.65,0.63,1.15,1.56,1.15,1.23,1.17,1.11,1.18,1.12,1.26,1.08,1.23,0.44,1.21,0.82
