,E,ENE,ESE,NE,SSW,SW,NNE,SE,S,SSE,WSW,N,NW,NNW,WNW,W,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
PM10_0,0.49,0.48,0.45,0.44,0.43,0.43,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.35,0.33,0.32,0.97,0.6,0.99,0.54,1.04,1.04,0.24,1.03,0.31,1.03,0.25,0.98,0.53
PM10_1,0.87,0.84,0.79,0.82,0.79,0.78,0.77,0.78,0.82,0.72,0.8,0.68,0.45,0.53,0.51,0.64,1.84,0.83,1.82,0.79,1.89,1.89,,1.89,,1.89,0.22,1.78,0.9
TEMP_1,0.47,0.46,0.43,0.42,0.42,0.41,0.39,0.39,0.39,0.38,0.38,0.37,0.36,0.33,0.32,0.31,0.95,0.55,0.96,0.5,1.0,1.0,0.24,1.0,0.3,1.0,0.23,0.94,0.51
PRES_0,0.47,0.46,0.43,0.43,0.42,0.41,0.39,0.39,0.39,0.38,0.38,0.37,0.36,0.33,0.32,0.31,0.95,0.55,0.96,0.5,1.0,1.0,0.26,1.0,0.3,1.0,0.23,0.94,0.51
PRES_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1,0.47,0.46,0.43,0.43,0.42,0.41,0.39,0.39,0.39,0.38,0.38,0.37,0.36,0.33,0.32,0.31,0.95,0.55,0.96,0.5,1.0,1.0,0.24,1.0,0.32,1.0,0.23,0.94,0.51
DEWP_0,2.09,2.29,1.46,2.24,,,1.65,1.45,,,,,1.92,1.64,1.32,,4.31,,4.36,1.65,4.58,4.58,,4.58,0.6,4.58,,4.32,2.14
RAIN_0,0.47,0.46,0.43,0.43,0.42,0.41,0.39,0.39,0.39,0.38,0.38,0.37,0.36,0.34,0.32,0.31,0.95,0.55,0.96,0.5,1.0,1.0,0.24,1.0,0.3,1.0,0.23,0.94,0.51
RAIN_1,2.58,1.92,1.95,1.63,,,1.53,1.7,1.96,2.06,,,,,,,4.17,,4.27,,4.38,4.38,,4.38,,4.38,0.67,4.13,2.57
WSPM_0,0.49,0.48,0.45,0.44,0.44,0.43,0.41,0.4,0.4,0.39,0.4,0.39,0.38,0.35,0.33,0.32,0.99,0.56,1.0,0.51,1.04,1.04,0.32,1.04,0.32,1.04,0.23,0.98,0.53
WSPM_1,0.81,0.76,0.77,0.71,0.74,0.71,0.66,0.71,0.67,0.71,0.63,0.64,0.57,0.53,0.52,0.52,1.61,1.15,1.62,0.98,1.69,1.69,,1.69,0.49,1.69,0.4,1.6,0.83
