,E,ENE,ESE,NE,SSW,SW,NNE,SE,S,SSE,WSW,N,NW,NNW,WNW,W,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
NNW,0.59,0.67,,0.73,,,0.72,,,,,0.88,1.12,1.1,0.81,,1.55,0.75,1.56,,1.6,1.59,,1.59,,1.58,,1.44,1.08
WNW,,,0.64,,,0.58,,,,,,0.67,1.22,0.74,1.09,1.06,1.59,0.66,1.61,,1.64,1.64,,1.63,,1.63,,1.52,1.02
W,0.47,,,,0.83,1.0,,,,,1.34,,0.67,,0.63,0.99,1.59,0.7,1.56,,1.64,1.64,,1.64,,1.64,,1.55,0.93
PM2.5_0,0.51,0.51,0.45,0.48,0.45,0.46,0.43,0.4,0.41,0.39,0.41,0.4,0.38,0.36,0.34,0.33,1.03,0.25,1.02,0.28,1.02,1.02,,1.02,0.19,1.02,0.2,0.97,0.57
PM2.5_1,0.79,0.73,0.82,0.52,0.54,0.4,0.46,0.63,0.53,0.66,0.43,0.52,,0.26,0.31,0.31,0.63,1.51,0.9,1.37,1.34,1.34,,1.34,,1.34,,1.33,0.53
PM10_0,0.52,0.51,0.46,0.47,0.45,0.44,0.42,0.4,0.41,0.39,0.41,0.41,0.37,0.35,0.34,0.33,1.0,0.4,1.02,0.29,1.02,1.02,,1.02,0.19,1.02,0.19,0.97,0.56
PM10_1,0.79,0.74,0.82,0.55,0.55,0.6,0.55,0.66,0.58,0.67,0.36,0.47,,,,,0.93,1.38,0.8,1.5,1.38,1.38,,1.38,,1.38,,1.35,0.61
TEMP_1,0.51,0.5,0.47,0.45,0.44,0.43,0.41,0.41,0.41,0.39,0.39,0.39,0.36,0.33,0.32,0.31,0.95,0.5,0.96,0.47,1.0,1.0,,1.0,0.18,1.0,0.18,0.95,0.54
PRES_0,0.51,0.5,0.47,0.45,0.44,0.43,0.41,0.41,0.41,0.39,0.39,0.39,0.36,0.33,0.32,0.31,0.95,0.5,0.96,0.47,1.0,1.0,,1.0,0.18,1.0,0.18,0.95,0.54
PRES_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1,0.51,0.5,0.47,0.46,0.44,0.43,0.41,0.41,0.41,0.4,0.39,0.39,0.36,0.33,0.32,0.32,0.95,0.51,0.96,0.48,1.0,1.0,,1.0,,1.0,0.18,0.95,0.54
DEWP_0,,,,,,,,,,,,,,,,,2.12,,2.12,,2.1,2.1,,,3.05,2.1,,1.44,2.04
RAIN_0,0.51,0.5,0.47,0.45,0.44,0.44,0.41,0.41,0.41,0.39,0.39,0.39,0.35,0.34,0.32,0.31,0.95,0.5,0.96,0.47,1.0,1.0,,1.0,0.18,1.0,0.15,0.95,0.54
RAIN_1,,,,,,,,,,,,,,,,,1.88,,1.92,,2.09,2.09,,2.09,,1.76,2.19,1.37,2.31
WSPM_0,0.54,0.53,0.49,0.48,0.43,0.42,0.43,0.42,0.41,0.4,0.4,0.4,0.33,0.32,0.31,0.32,0.97,0.51,0.98,0.49,1.02,1.02,,1.02,0.13,1.02,0.19,1.0,0.44
WSPM_1,0.53,0.52,0.56,0.48,0.66,0.7,0.45,0.48,0.6,0.52,0.53,0.49,0.63,0.55,0.52,0.38,1.23,0.7,1.25,0.59,1.3,1.3,,1.29,0.41,1.3,0.26,0.99,1.17
