,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
ENE_1,1.33,1.16,1.22,1.46,0.99,1.24,1.17,1.77,1.3,1.21,1.23,0.94,1.28,1.02,,1.69,1.22,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,1.78,2.29,1.94,2.22,2.13,2.27,2.12,2.21,2.2,2.44,,2.24,1.96
NW_2,1.65,2.11,1.95,,1.66,,1.0,,1.12,,1.19,1.22,,1.33,0.89,1.08,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,2.29,3.58,2.44,2.02,2.86,2.04,3.07,2.03,2.51,,2.5,1.56
NE_1,1.14,1.27,1.28,1.25,,1.28,1.15,1.71,1.48,1.17,1.24,1.06,,1.04,,1.99,,,,0.59,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,2.01,2.39,1.94,2.45,2.1,2.48,2.1,2.42,2.15,2.52,,2.31,1.95
E_1,1.37,1.53,1.25,1.17,1.27,1.25,1.36,1.23,1.65,1.35,,1.03,0.7,1.02,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.69,2.47,1.65,2.24,2.32,2.26,2.21,2.2,2.35,2.53,,2.33,2.09
NW_1,2.9,2.59,2.23,2.1,1.76,,1.12,,0.94,,0.91,1.81,,1.36,0.98,1.13,,,,,,0.58,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,,2.34,3.54,2.44,2.17,2.54,2.16,3.04,2.08,2.56,,2.64,1.59
SW_1,1.63,1.95,2.2,1.8,1.29,1.43,,1.22,1.23,2.05,,,1.71,0.93,,0.84,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,2.23,2.56,1.9,2.46,2.37,2.33,2.52,2.44,2.42,2.66,,2.51,1.9
SW_2,2.3,1.69,2.32,1.78,1.28,1.0,,1.65,,1.28,,,1.71,1.06,,0.98,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.81,2.6,1.53,2.31,2.49,2.27,2.64,2.21,2.58,2.66,,2.55,1.82
NNE_2,1.22,1.74,1.28,1.48,,,1.23,,1.77,,1.58,1.3,,,1.43,,,,,1.16,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,3.13,2.54,3.1,2.47,2.69,2.42,2.63,2.53,2.5,2.79,,2.57,1.64
WSW_1,1.01,1.55,,1.29,1.34,1.29,0.95,1.61,2.1,2.35,1.43,,1.97,1.3,1.51,0.89,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,1.65,2.7,1.79,2.69,2.27,2.48,2.61,2.37,2.59,2.79,,2.57,2.83
ESE_1,1.31,1.21,1.2,1.29,,1.21,,1.47,,2.73,,1.61,1.18,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,1.74,2.62,1.97,2.51,2.33,2.43,2.56,2.39,2.83,2.8,,2.57,2.1
SSW_1,2.4,1.95,2.02,2.26,1.15,1.59,,1.28,,1.36,,,1.61,0.98,,1.07,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2.56,2.63,2.09,2.46,2.56,2.44,3.04,2.35,2.92,2.83,,2.67,2.06
NW_3,,,2.01,,,,1.49,,1.3,,1.11,,,,1.05,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,2.59,3.64,2.89,2.32,3.41,2.21,,2.2,2.88,,3.34,1.7
NNW_1,2.33,2.78,1.87,,,,1.01,,1.07,,0.85,1.34,,,1.62,1.46,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,2.62,3.78,2.99,2.36,3.56,2.29,4.09,2.28,2.89,,3.11,1.79
SE_1,1.2,1.39,,1.46,,1.54,,2.83,,1.37,,,1.21,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.54,2.76,2.43,2.6,2.74,2.52,2.7,2.54,2.97,2.93,,2.67,2.7
N_1,2.05,1.88,1.6,1.98,,,1.12,,1.34,,1.24,1.01,,,,,1.57,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,3.24,2.64,3.18,2.81,2.47,2.78,2.48,3.1,2.43,2.93,,2.72,1.99
ENE_2,1.66,1.6,1.62,1.31,,1.38,1.89,,,,1.6,1.22,,,,,,,,0.86,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,1.97,2.73,2.18,2.66,2.72,2.72,2.45,2.62,2.65,2.93,,2.76,1.68
SW_3,,,,,1.36,1.35,,1.77,,,,,,1.23,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.85,2.72,1.97,2.73,2.58,2.58,2.93,2.5,2.79,2.96,,2.6,2.02
WSW_2,,,,,1.42,,1.88,2.5,,2.09,,,,1.47,,0.98,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,,2.88,,2.64,2.28,2.67,2.91,2.57,3.19,3.05,,2.66,2.73
E_2,1.48,1.22,1.85,1.48,,1.38,,,,1.41,,,1.7,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,1.95,3.0,2.11,2.67,2.71,2.57,2.89,2.64,2.85,3.05,,2.8,2.59
NE_2,1.43,1.5,1.58,1.45,,,1.32,,1.47,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,2.32,2.85,2.35,2.86,2.51,2.93,2.59,2.95,2.68,3.06,,2.81,2.45
NNW_2,,,1.88,,,,1.19,,1.25,,1.13,,,,1.3,1.41,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,2.77,,3.03,2.31,3.17,2.53,4.48,2.45,3.07,,3.08,1.96
WNW_1,,,2.26,,,,1.4,,1.23,,1.13,,,1.27,1.41,1.74,,,,,,1.22,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,2.75,,2.86,2.66,3.16,2.63,3.33,2.41,3.09,,3.3,1.85
S_1,2.17,1.73,,1.72,1.53,1.36,,1.42,,1.33,,,1.37,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,2.48,3.07,2.51,2.76,2.9,2.84,2.94,2.72,2.8,3.14,,2.88,2.33
SSE_1,2.33,1.41,,1.73,1.81,1.36,,1.3,,1.42,,,1.25,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,2.1,3.18,1.98,2.73,2.87,2.63,3.3,2.71,3.08,3.15,,2.91,2.96
SSW_2,,,,1.42,1.59,1.3,,1.58,,1.1,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,2.66,3.09,2.49,2.87,3.25,2.67,3.35,2.6,3.44,3.2,,2.8,2.78
NW_4,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,2.99,3.18,3.39,2.74,3.34,2.64,3.92,2.58,3.19,,3.9,1.91
ESE_2,2.25,1.97,1.84,1.72,,1.23,,,,1.84,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,2.46,3.1,3.05,2.85,3.27,2.89,2.87,2.82,3.07,3.25,,3.0,2.35
NE_3,1.85,2.15,2.1,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,2.46,3.02,2.83,3.05,2.76,3.42,2.75,2.98,3.11,3.29,,3.03,2.23
WSW_3,,,,,1.89,,,,,,,,,1.74,1.69,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,2.33,3.27,2.08,3.48,2.32,2.9,3.09,3.08,3.08,3.3,,2.92,3.22
ENE_3,1.31,1.9,1.43,1.53,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,1.91,3.48,1.92,3.36,2.7,3.45,2.61,3.24,2.9,3.26,,3.09,2.76
NE_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,2.52,3.06,2.65,3.78,2.68,3.73,2.72,3.97,2.72,3.33,,2.99,2.21
WNW_2,,,,,,,,,1.65,,1.29,,,,1.45,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,3.08,2.53,3.73,2.79,3.61,2.95,4.0,2.75,3.42,,2.89,2.24
SW_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,,3.14,3.06,3.33,2.93,3.29,2.97,3.25,3.09,3.42,,3.19,2.4
NE_6,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,2.75,3.22,2.97,3.07,2.97,,2.78,3.52,2.71,3.42,,3.06,2.26
WSW_4,,,,,2.35,,,,,,,,,2.04,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,2.35,3.41,2.22,2.98,2.81,3.02,3.31,2.99,4.03,3.43,,2.61,2.93
nan_0,1.73,,1.45,,,1.82,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,2.64,3.29,2.76,4.31,2.79,3.89,2.88,3.35,3.07,3.53,,3.21,3.04
E_3,1.6,2.22,1.61,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52,2.2,3.42,2.47,2.92,3.25,2.99,3.57,2.94,3.6,3.5,,3.25,2.25
NE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,3.9,3.15,,,2.73,,2.77,,2.77,3.53,,3.42,2.19
S_2,,,,2.43,2.03,1.53,,1.43,,1.4,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,2.95,3.42,,3.06,3.69,2.98,3.83,2.98,3.96,3.57,,3.29,2.68
NNW_3,,,,,,,2.27,,1.39,,1.28,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,3.31,,3.64,3.1,3.5,2.93,4.07,2.98,3.61,,4.73,2.08
E_4,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,2.44,3.73,3.17,3.42,3.19,3.24,3.59,3.2,3.46,3.63,,3.31,2.11
N_2,1.59,,1.98,,,,1.28,,,,1.74,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,3.42,3.42,2.76,3.96,3.15,4.16,2.72,3.72,2.99,3.67,,3.8,2.41
SSW_3,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,,3.22,,3.03,,3.05,,3.09,,3.67,,3.29,2.37
W_1,,,,,2.09,,,,,,,,,1.33,1.66,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,3.43,,3.74,2.77,3.41,3.08,3.34,3.0,3.67,,3.27,3.18
ESE_3,,1.7,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,3.75,3.38,2.84,3.29,4.19,2.88,3.58,3.19,3.79,3.73,,3.39,3.01
ENE_4,2.25,2.35,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,4.32,2.41,4.25,2.57,,2.96,,3.0,4.17,2.85,3.74,,3.7,2.52
W_2,,,,,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,3.59,,3.45,,3.21,3.12,3.38,3.39,3.4,3.45,3.76,,3.43,3.61
SE_2,,,,2.23,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,4.06,2.22,4.13,2.27,3.64,3.1,3.29,3.58,3.24,3.45,3.84,,3.56,3.05
ESE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,3.64,,3.53,,3.81,3.06,3.57,3.52,4.38,3.16,4.02,,3.28,2.66
SE_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,3.87,,3.79,,4.25,3.03,3.75,3.62,3.68,3.44,4.05,,3.72,
N_3,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,3.9,,3.87,,4.19,3.26,,3.3,,3.43,4.09,,3.35,2.51
NNW_4,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,3.87,,3.85,,,3.46,,3.28,,3.29,4.19,,4.73,2.49
WNW_3,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,3.79,,3.87,,4.1,3.15,,3.31,,3.27,4.22,,3.65,2.53
ESE_4,,1.77,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,3.9,,3.87,,3.46,3.92,3.99,3.44,3.48,3.35,4.22,,3.72,3.41
WNW_4,,,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,3.9,,3.87,,3.8,3.94,4.18,3.25,,3.46,4.22,,3.78,2.44
