,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
NNW_0,1.2,1.24,1.21,1.06,1.05,1.18,1.05,1.0,1.04,0.95,1.0,0.98,1.04,0.99,0.96,0.84,0.75,0.7,0.75,1.0,,0.8,,,0.68,,,,0.75,0.84,,0.6,,,,,,0.6,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,1.92,1.97,1.84,1.79,1.81,1.84,1.78,1.9,1.76,2.11,,2.01,1.49
NNE_0,1.22,1.22,1.2,1.07,1.03,0.93,1.01,0.89,1.03,0.84,1.01,1.0,0.87,1.0,0.93,1.0,0.8,0.9,0.91,0.77,0.92,0.71,,,0.71,,,,,0.61,,0.79,0.78,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,1.51,1.97,1.55,1.78,1.85,1.84,1.78,1.85,1.76,2.12,,1.98,1.31
SSE_0,1.27,1.28,1.34,1.26,0.99,1.07,1.18,0.98,1.05,1.03,0.94,1.16,1.0,0.9,0.86,0.78,1.2,0.78,,,1.04,,0.49,0.59,,0.56,0.63,0.55,,,0.64,,,,,,,,,0.57,0.6,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,1.38,2.03,1.42,1.86,1.72,1.82,1.84,1.81,1.84,2.12,,2.01,1.53
WSW_0,1.14,1.19,1.1,1.16,1.13,1.13,1.12,1.17,1.05,1.14,0.98,0.97,1.15,1.0,0.91,0.88,0.78,0.95,,0.83,,0.95,0.86,0.72,,0.53,,0.85,,,,,,0.69,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,1.4,2.03,1.37,1.88,1.8,1.82,1.88,1.79,1.87,2.14,,2.05,1.62
WNW_0,1.32,1.3,1.23,1.19,1.08,1.25,1.14,1.1,1.09,1.13,1.03,1.09,1.14,1.09,1.0,1.04,0.64,,0.71,,,0.8,,,,0.57,,,0.79,0.7,,,,,,,,0.64,0.52,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,1.94,2.04,1.78,1.92,1.88,1.92,1.84,1.97,1.86,2.21,,2.11,1.54
W_0,1.09,1.13,1.01,1.18,1.28,1.21,1.2,1.24,1.1,1.25,1.15,0.96,1.28,1.15,0.99,1.0,0.65,0.64,0.99,,,0.83,1.09,0.95,,0.86,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,1.47,2.19,1.54,2.03,1.91,1.96,1.95,1.92,1.96,2.3,,2.18,1.81
NNE_1,1.58,1.4,1.52,1.53,1.17,0.99,1.26,0.82,1.67,1.14,1.4,1.19,0.94,1.44,1.44,1.41,1.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.0,2.48,1.98,2.27,2.29,2.33,2.19,2.33,2.2,2.66,,2.47,1.8
ENE_1,1.6,1.46,1.54,1.65,1.04,1.14,1.23,1.39,1.26,1.05,1.2,1.13,1.18,1.01,1.93,1.65,1.13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,1.9,2.49,2.04,2.25,2.28,2.29,2.25,2.28,2.29,2.67,,2.52,1.78
NW_2,1.34,1.83,1.66,,1.21,,1.18,,1.42,,1.45,1.22,,1.24,1.26,1.09,,,1.0,,,0.65,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,,2.56,3.09,2.25,2.28,2.65,2.33,2.58,2.34,2.76,,2.49,1.99
NE_1,1.46,1.5,1.58,1.35,2.18,1.31,1.3,1.29,1.45,1.08,1.08,1.29,1.34,0.97,2.2,1.91,1.73,,,1.0,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,1.99,2.6,1.99,2.43,2.31,2.39,2.32,2.38,2.33,2.77,,2.6,1.92
E_1,1.65,1.75,1.45,1.54,1.24,1.41,1.26,1.22,1.25,1.34,,1.05,0.85,0.91,1.55,0.84,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,1.79,2.69,1.74,2.39,2.37,2.34,2.32,2.4,2.31,2.78,,2.63,1.98
NW_1,2.3,1.83,1.93,1.97,1.46,1.19,1.25,,1.24,,1.25,1.59,1.52,1.18,1.33,1.27,,,,,,1.0,,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,2.64,3.21,2.41,2.38,2.55,2.37,2.72,2.37,2.82,,2.72,2.0
SW_1,1.62,1.99,1.76,1.81,1.61,1.47,1.11,1.65,1.16,2.5,,1.77,1.99,1.25,1.86,0.96,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,1.97,2.88,1.71,2.7,2.35,2.51,2.59,2.55,2.53,2.94,,2.78,2.26
SW_2,1.59,1.57,2.15,1.7,1.55,1.09,,2.14,0.96,1.58,,,1.65,1.4,,1.1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,1.72,2.89,1.68,2.63,2.37,2.5,2.62,2.37,2.67,2.95,,2.79,2.22
NNE_2,1.51,1.92,1.59,1.65,1.37,2.05,1.58,,1.39,,1.63,1.48,,,1.49,1.45,,,,1.31,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,2.94,2.86,3.0,2.66,2.79,2.65,2.64,2.76,2.47,3.1,,2.9,1.77
WSW_1,1.03,1.51,0.74,1.39,1.81,1.42,0.97,2.01,2.08,2.38,1.36,,1.93,1.73,1.57,1.28,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,1.56,3.04,1.72,2.91,2.36,2.62,2.75,2.45,2.8,3.1,,2.9,3.1
ESE_1,1.43,1.54,1.25,1.66,,1.51,1.17,1.48,,2.72,,1.43,1.57,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,1.95,2.82,2.24,2.82,2.28,2.68,2.6,2.69,2.7,3.11,,2.93,2.34
SSW_1,2.08,1.99,1.6,2.23,1.56,1.88,1.69,1.69,,1.7,,1.49,1.93,1.23,,1.01,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2.42,2.97,2.01,2.81,2.42,2.76,2.94,2.62,2.85,3.15,,3.04,2.54
NW_3,2.51,,1.93,,,,1.48,,1.53,,1.44,1.51,,,1.32,,,,0.95,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,2.95,3.38,2.69,2.71,3.12,2.55,4.86,2.64,3.21,,3.27,2.22
NNW_1,2.34,2.3,2.01,,,,1.35,,1.46,,1.13,1.5,,,1.64,1.27,1.12,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,,3.0,3.32,2.93,2.66,3.3,2.61,3.65,2.66,3.23,,3.28,2.29
SE_1,1.28,1.66,1.17,1.95,,1.92,,2.82,,1.75,,,1.58,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,2.5,3.14,2.47,2.89,2.77,2.79,2.68,2.83,2.92,3.27,,3.04,3.04
N_1,2.29,1.92,1.88,1.72,,,1.47,,1.57,,1.67,1.35,,,1.12,,1.85,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,3.01,2.97,2.89,2.78,2.74,2.79,2.68,3.07,2.72,3.27,,3.08,2.31
ENE_2,2.08,1.95,2.05,1.5,,1.45,2.01,,1.37,,1.43,1.48,2.04,,,,,,,0.94,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,2.29,2.97,2.5,2.8,2.92,2.86,2.7,2.76,2.77,3.27,,3.11,1.66
SW_3,,,,,1.42,1.45,,1.95,,1.9,,,,1.48,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,2.5,3.11,1.95,3.06,2.56,2.83,3.05,2.63,3.01,3.31,,2.82,2.54
WSW_2,1.19,1.27,1.2,,1.88,1.99,1.61,2.84,1.23,2.21,,,,1.94,1.2,1.27,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,,3.27,1.89,3.0,2.16,2.95,2.98,2.81,3.26,3.42,,3.03,3.14
E_2,1.86,1.6,2.02,1.97,1.97,1.59,,2.1,,1.38,,,1.85,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,2.27,3.3,2.4,2.93,2.79,2.82,2.93,2.95,2.79,3.42,,3.23,2.44
NE_2,1.71,1.71,1.96,1.53,,1.76,1.48,,1.54,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,2.42,3.15,2.47,2.75,2.89,2.93,2.86,2.97,2.94,3.43,,3.23,2.38
NNW_2,,,1.81,,,,1.64,,1.71,,1.58,1.15,,,1.58,1.42,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,,3.21,,3.02,2.62,3.1,2.87,3.6,2.92,3.44,,3.24,2.56
WNW_1,,1.91,1.89,,,,1.66,,1.81,,1.51,,,1.33,1.98,2.04,,,,,,1.48,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,,3.17,,2.91,2.96,3.24,2.9,3.21,2.81,3.47,,3.48,2.35
S_1,2.3,1.68,1.42,1.93,1.95,1.71,,1.94,,1.63,,,1.79,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39,2.5,3.44,2.68,3.13,2.91,3.11,3.09,3.07,2.78,3.53,,3.34,2.76
SSE_1,2.22,1.59,,2.19,2.01,1.81,,1.66,,1.93,,,1.66,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,2.3,3.54,2.23,3.15,2.77,2.98,3.34,3.09,2.98,3.55,,3.35,3.24
SSW_2,,,,1.62,2.17,1.62,,2.09,,1.55,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,2.59,3.52,2.66,3.33,3.24,3.06,3.21,2.95,3.39,3.61,,3.25,3.27
NW_4,,,2.03,,,,,,1.24,,1.25,,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,3.4,3.39,3.34,3.18,3.41,2.99,3.49,3.09,3.6,,3.98,2.53
ESE_2,2.4,2.4,1.89,2.28,,1.65,,,,1.85,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,2.66,3.39,3.29,3.22,3.37,3.17,2.96,3.25,2.91,3.67,,3.46,2.64
NE_3,2.05,2.3,2.38,,,1.66,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,2.57,3.36,2.55,2.99,3.13,3.21,3.16,3.21,3.32,3.72,,3.46,2.42
WSW_3,,,,,2.35,,,,,,,,,2.05,1.85,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,2.23,3.73,2.07,3.8,2.55,3.07,3.33,3.18,3.42,3.74,,3.33,3.84
ENE_3,1.54,2.21,1.95,1.79,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,2.25,3.72,2.25,3.47,2.97,3.32,2.96,3.39,3.14,3.7,,3.53,2.72
NE_4,1.61,,2.52,,,2.04,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,2.87,3.45,2.95,3.28,3.17,3.25,3.2,3.59,3.2,3.77,,3.45,2.6
WNW_2,,,,,,,,,2.3,,1.8,,,,1.79,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,,3.58,2.42,3.6,3.24,3.81,3.3,3.63,3.23,3.89,,3.05,2.86
SW_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,,3.67,2.64,3.38,3.27,3.35,3.3,3.3,3.49,3.89,,3.57,3.02
NE_6,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,2.9,3.58,3.17,3.26,3.27,3.35,3.38,3.76,3.12,3.89,,3.54,2.56
WSW_4,,,,,2.64,,,,,,,,,2.43,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,2.22,3.89,2.18,3.39,2.68,3.36,3.41,3.33,4.49,3.9,,2.84,3.58
nan_0,1.99,1.93,1.86,,3.23,2.19,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,2.85,3.76,2.88,3.94,3.21,3.69,3.29,3.41,3.39,3.95,,3.71,2.81
E_3,1.97,2.42,1.9,2.42,,1.78,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,2.53,3.88,2.73,3.22,3.35,3.44,3.38,3.37,3.46,3.99,,3.77,2.38
NE_5,,,,,,1.79,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,4.1,3.6,,,3.38,,3.42,,3.42,4.02,,3.97,2.42
S_2,,,,2.78,2.47,1.96,,1.95,,1.68,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.06,3.91,,3.54,3.43,3.51,3.77,3.51,3.46,4.07,,3.85,3.14
NNW_3,,,,,,,2.34,,1.94,,1.64,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,3.88,,3.77,3.55,3.62,3.34,3.89,3.5,4.12,,4.45,2.79
E_4,1.72,,,1.53,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,2.48,4.23,3.43,3.6,3.49,3.58,3.84,3.57,3.7,4.15,,3.86,2.47
N_2,1.93,2.04,2.62,,,,1.57,,,,2.35,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,3.64,3.85,3.15,4.21,3.53,4.52,3.01,3.69,3.48,4.19,,4.15,3.02
SSW_3,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,3.02,3.79,,3.64,,3.61,,3.72,,4.19,,3.78,2.8
W_1,,,,,2.61,,,,,,,,,1.86,2.33,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,,3.96,,4.03,3.24,3.35,3.56,3.38,3.52,4.19,,3.79,3.85
ESE_3,2.04,2.34,,2.55,,2.13,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.66,3.96,3.11,3.85,4.02,3.39,3.46,3.68,3.63,4.27,,3.93,3.4
ENE_4,2.54,2.85,2.74,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.62,3.08,4.68,3.31,,3.61,,3.64,4.05,3.45,4.29,,4.19,2.75
W_2,,,,,2.09,,,,,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.16,,4.07,,3.48,3.42,3.72,3.66,3.71,3.82,4.31,,4.04,3.8
SE_2,,1.81,,2.69,,1.95,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.43,2.72,4.51,2.73,4.13,3.3,3.56,3.74,3.6,3.74,4.41,,4.21,3.53
ESE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.29,,4.15,,4.23,3.23,4.01,3.6,5.03,3.59,4.64,,3.9,3.5
SE_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.43,,4.41,,4.66,3.43,4.03,4.07,4.03,3.78,4.67,,4.42,
N_3,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.49,,4.47,,3.94,3.84,,4.02,,4.02,4.73,,3.84,3.16
NNW_4,,,,,,,2.49,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.61,,4.59,,,4.24,,4.13,,4.13,4.86,,4.6,3.41
WNW_3,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.49,,4.62,,4.41,3.48,,4.16,,4.09,4.9,,3.66,3.43
