,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
SSE_0,1.39,1.34,1.12,1.35,0.92,0.99,0.96,1.06,1.03,0.96,1.04,1.0,1.0,0.87,0.96,0.88,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,1.38,2.02,1.45,1.86,1.75,1.82,1.81,1.81,1.83,2.12,,2.0,1.55
WSW_0,0.91,1.34,0.9,1.05,1.12,1.07,1.16,1.19,0.93,1.12,0.89,0.94,1.15,1.0,0.9,0.85,,,,,,,1.01,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,1.49,2.03,1.46,1.87,1.79,1.82,1.85,1.84,1.83,2.14,,2.03,1.51
WNW_0,1.4,1.06,1.17,1.12,1.04,1.14,1.09,1.02,1.05,1.14,1.14,1.07,1.04,1.11,1.0,1.1,,,0.81,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,1.69,2.04,1.75,1.91,1.86,1.92,1.86,1.91,1.87,2.21,,2.13,1.53
W_0,1.05,0.99,1.26,1.12,1.34,1.04,1.19,1.23,1.09,1.05,1.29,0.98,1.14,1.17,0.91,1.0,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,1.44,2.17,1.6,2.01,1.92,1.99,1.94,1.96,1.97,2.3,,2.16,1.69
NNE_1,1.67,1.42,1.4,,,,1.42,,,,1.29,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,1.98,2.51,1.87,2.3,2.26,2.3,2.25,2.32,2.23,2.66,,2.5,2.0
ENE_1,,1.57,1.56,1.65,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,1.87,2.49,1.96,2.31,2.26,2.3,2.27,2.28,2.3,2.67,,2.52,1.96
NW_2,,,,,,,,,,,1.73,,,,1.23,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,2.56,2.34,2.29,2.36,2.42,2.33,2.39,2.34,2.76,,2.37,2.01
NE_1,1.56,1.43,,,,,1.37,,,,,1.19,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,1.82,2.65,1.88,2.41,2.33,2.44,2.33,2.4,2.35,2.77,,2.62,1.95
E_1,1.85,,,1.58,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,1.94,2.67,1.86,2.43,2.34,2.42,2.34,2.41,2.36,2.78,,2.63,2.09
NW_1,,,,,,,,,,,1.18,,,,1.38,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,,2.62,2.3,2.39,2.4,2.45,2.38,2.51,2.37,2.82,,2.71,1.99
SW_1,,,,,,,,1.72,,,,,,0.99,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,2.11,2.8,1.96,2.61,2.39,2.55,2.49,2.56,2.48,2.94,,2.8,2.08
SW_2,,,,,,,,2.32,,,,,,1.21,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.17,2.87,1.82,2.57,2.4,2.52,2.52,2.47,2.57,2.94,,2.58,2.22
NNE_2,,,1.74,,,,1.54,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,2.44,2.89,2.52,2.65,2.68,2.66,2.67,2.73,2.55,3.09,,2.93,2.21
WSW_1,,,,,1.56,,,,,,,,,,,1.01,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,1.75,2.96,2.08,2.78,2.51,2.62,2.7,2.64,2.67,3.1,,2.82,2.45
ESE_1,,1.74,,,,1.55,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.16,2.96,2.2,2.76,2.51,2.68,2.64,2.7,2.6,3.11,,2.95,2.18
SSW_1,,,,,1.52,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2.6,3.0,2.09,2.76,2.56,2.73,2.65,2.69,2.74,3.15,,2.98,2.24
NW_3,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.96,2.55,2.76,2.71,3.0,2.66,,2.67,3.21,,3.28,2.26
NNW_1,,,,,,,1.42,,1.53,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,2.99,,2.78,2.72,2.93,2.69,3.18,2.66,3.23,,3.14,2.26
SE_1,,,,1.91,,,,,,,,,1.71,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,2.47,3.12,2.15,2.86,2.73,2.83,2.76,2.82,2.78,3.27,,3.02,2.64
N_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,2.46,3.06,2.52,2.91,2.72,2.8,2.79,2.91,2.73,3.27,,3.07,2.37
ENE_2,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,2.31,3.0,2.47,2.83,2.77,2.91,2.71,2.79,2.81,3.27,,3.17,2.03
SW_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,,3.17,2.16,2.94,2.66,2.83,2.86,2.77,2.89,3.31,,2.9,2.47
WSW_2,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,,3.26,,3.0,2.8,2.93,2.93,2.9,2.99,3.42,,3.08,2.72
E_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,2.26,3.23,2.42,2.99,2.85,2.9,2.98,2.95,2.91,3.42,,3.23,
NE_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,2.53,3.16,2.62,2.94,2.89,2.92,2.92,2.97,2.89,3.44,,3.22,
NNW_2,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,,3.17,,3.02,2.88,2.9,2.95,2.97,2.92,3.44,,3.09,2.52
WNW_1,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,,3.16,,3.07,2.88,3.05,2.91,3.19,2.9,3.47,,3.22,2.5
S_1,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,2.6,3.36,2.49,3.08,2.93,3.04,3.0,3.09,2.89,3.53,,3.27,2.73
SSE_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,2.11,3.48,2.25,3.15,2.76,3.06,3.01,3.07,2.97,3.55,,3.23,3.09
SSW_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,2.59,3.41,2.55,3.16,2.99,3.12,3.07,3.06,3.19,3.61,,3.2,3.05
NW_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,3.38,2.71,3.19,2.99,3.2,2.99,3.02,3.06,3.59,,3.71,2.53
ESE_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,2.65,3.42,2.77,3.15,3.17,3.17,3.12,3.19,3.07,3.67,,3.4,2.71
NE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55,2.63,3.53,2.63,3.23,3.13,3.21,3.16,3.21,3.16,3.72,,3.4,2.9
WSW_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,2.42,3.57,2.51,3.53,2.85,3.19,3.2,3.18,3.2,3.74,,3.13,3.26
ENE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,2.55,3.7,2.44,3.29,3.12,3.28,3.15,3.26,3.14,3.72,,3.53,2.66
NE_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,2.88,3.44,3.02,3.28,3.17,3.25,3.2,3.25,3.2,3.77,,3.54,2.74
WNW_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,,3.67,,3.58,3.19,3.45,3.23,3.35,3.3,3.89,,2.97,2.97
SW_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,,3.67,,3.38,3.27,3.35,3.3,3.3,3.33,3.89,,3.53,2.86
NE_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,2.81,3.61,2.88,3.29,3.34,,3.3,3.57,3.18,3.89,,3.65,2.86
WSW_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,3.76,2.48,3.42,3.21,3.36,3.31,3.29,3.41,3.9,,3.07,3.26
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,2.8,3.63,3.0,3.81,3.32,3.88,3.29,3.47,3.44,4.04,,3.79,
E_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,2.81,3.73,2.89,3.39,3.47,3.44,3.38,3.37,3.55,3.99,,3.86,
NE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,,3.71,,,3.38,,3.42,,3.42,4.02,,3.87,2.68
S_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,,3.95,,3.54,3.43,3.51,3.46,3.51,3.46,4.07,,3.85,
NNW_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,3.85,,3.71,3.37,3.71,3.41,3.55,3.5,4.12,,,2.8
E_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,,3.91,2.93,3.6,3.49,3.58,3.52,3.47,3.65,4.15,,4.03,
N_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,3.01,4.0,2.86,3.79,3.43,3.92,3.36,3.61,3.56,4.19,,4.14,2.91
SSW_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,,3.84,,3.64,,3.61,,3.61,,4.19,,3.91,3.06
W_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,,3.99,,3.86,3.37,3.61,3.56,3.61,3.56,4.19,,3.71,3.66
ESE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,,4.03,,3.67,3.71,3.5,4.08,3.68,3.63,4.27,,3.85,3.52
ENE_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.3,2.8,4.13,2.98,,3.65,,3.64,4.1,3.51,4.29,,4.16,2.85
W_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.21,,4.23,,3.87,3.47,3.72,3.66,3.64,3.72,4.31,,3.99,
SE_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.41,2.89,4.7,2.89,3.97,3.53,3.8,3.74,3.67,3.94,4.41,,4.12,
ESE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.29,,4.26,,4.23,3.67,4.01,3.94,4.41,3.51,4.64,,4.07,3.59
SE_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.16,,4.09,,4.31,3.74,4.03,3.97,4.22,3.73,4.67,,4.27,
N_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.49,,4.47,,,3.98,,4.02,,4.02,4.73,,4.11,3.67
NNW_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.53,,4.51,,,4.09,,4.13,,4.13,4.86,,,3.46
WNW_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.49,,4.62,,4.41,3.99,,4.16,,4.09,4.9,,,3.43
ESE_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.81,,4.62,,4.04,,4.22,4.16,4.32,,4.9,,4.37,3.77
WNW_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.64,,4.62,,4.26,4.12,4.37,4.03,,4.16,4.9,,,3.36
SSW_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.84,,4.82,,4.44,,4.4,,4.4,,5.1,,4.51,
SE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.96,,5.16,,4.68,,4.4,,4.4,,5.1,,4.83,
N_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.93,,4.91,,4.52,,4.49,,4.48,,5.2,,5.08,
ENE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.17,,5.28,,,,,4.26,4.58,,5.31,,4.85,
ENE_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,5.15,,5.12,,,,,4.61,,4.61,5.43,,4.92,
WSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,5.21,,5.19,,,,,,,,5.49,,,
SSW_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,4.99,,4.85,,4.78,,4.74,,4.74,,5.49,,,
SSE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.94,,,,,,4.8,,,4.73,5.57,,,
S_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,5.28,,5.25,,4.84,,4.8,,4.8,,5.57,,4.92,
SSE_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,5.35,,5.16,,4.91,,4.87,,,,5.64,,4.99,
ENE_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.89,,3.98,,4.75,,4.79,,4.79,5.64,,5.34,
