,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
NNW_0,1.21,1.2,1.22,1.09,0.97,1.13,1.06,1.05,1.03,1.08,1.0,1.01,1.01,0.9,0.94,0.83,0.72,0.68,0.71,0.76,0.81,0.79,0.65,,0.73,0.65,,,0.85,0.77,,0.6,0.67,,,,,0.61,0.63,,,,0.63,,,,,,0.6,,,,,,,,0.65,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,2.05,1.95,1.9,1.81,1.77,1.86,1.77,1.93,1.75,2.11,,1.99,1.5
NNE_0,1.23,1.21,1.22,1.09,1.03,0.94,1.04,0.92,1.0,0.84,0.99,1.0,0.85,0.96,0.94,0.96,0.82,0.9,0.78,0.71,0.87,0.69,0.67,0.78,0.67,0.77,0.6,0.6,0.69,0.65,,0.76,0.8,,,,0.64,,,0.52,0.52,,,,0.62,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.51,1.98,1.55,1.8,1.83,1.85,1.77,1.85,1.77,2.12,0.53,1.99,1.36
SSE_0,1.26,1.24,1.24,1.23,1.03,1.05,1.17,1.01,1.01,1.04,0.99,1.13,1.0,0.94,0.91,0.81,1.09,0.79,,0.89,0.9,,0.51,0.67,,0.56,0.59,0.59,,,0.6,,0.55,,,0.55,,,,0.56,0.59,0.5,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,1.36,2.03,1.44,1.87,1.78,1.81,1.86,1.8,1.82,2.12,,2.01,1.58
WSW_0,1.15,1.17,1.13,1.14,1.11,1.11,1.14,1.15,1.1,1.15,1.06,1.01,1.13,1.0,0.96,0.89,0.84,0.95,1.02,0.76,0.94,0.88,0.84,0.71,0.57,0.53,,0.77,,0.66,,,,0.63,0.61,,,,0.67,,,0.52,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,1.33,2.03,1.3,1.88,1.79,1.81,1.89,1.78,1.85,2.14,,2.04,1.64
WNW_0,1.34,1.35,1.26,1.25,1.07,1.23,1.14,1.08,1.09,1.05,1.03,1.1,1.09,1.08,1.0,1.02,0.69,0.83,0.77,0.69,0.96,0.78,0.56,0.72,0.73,0.49,,,0.7,0.7,,0.69,,,0.55,,,0.61,0.53,,,,0.58,,,,,,0.47,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,2.05,2.03,1.85,1.91,1.87,1.95,1.83,2.0,1.85,2.21,,2.12,1.55
W_0,1.17,1.16,1.09,1.24,1.28,1.18,1.18,1.21,1.13,1.24,1.21,0.99,1.23,1.14,1.03,1.0,0.81,0.68,1.05,0.72,0.78,0.88,0.89,0.99,0.77,0.82,,1.05,,0.81,,,,,0.7,,,0.69,0.57,,,,,,,,,,0.61,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,1.43,2.17,1.49,1.99,1.91,1.97,1.96,1.93,1.95,2.3,,2.19,1.78
NNE_1,1.57,1.42,1.52,1.41,1.07,1.01,1.28,1.03,1.49,1.16,1.43,1.17,1.01,1.26,1.33,1.18,1.0,0.88,,0.63,,,,,0.71,,,,,0.86,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.01,2.45,2.12,2.26,2.28,2.35,2.17,2.36,2.19,2.66,,2.49,1.75
ENE_1,1.57,1.49,1.53,1.54,1.34,1.26,1.2,1.22,1.25,1.17,1.32,1.22,1.18,1.15,1.33,1.59,1.06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,1.82,2.51,1.94,2.26,2.31,2.29,2.21,2.29,2.26,2.67,,2.52,1.73
NW_2,1.55,2.03,1.66,2.87,1.39,,1.31,,1.35,1.45,1.37,1.16,,1.11,1.28,1.18,0.79,,1.0,,,0.97,,,,,,,0.9,,,,,,,,,,1.05,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,3.51,2.55,2.73,2.27,2.27,2.74,2.33,2.71,2.35,2.76,,2.63,1.98
NE_1,1.44,1.53,1.58,1.29,1.65,1.28,1.23,1.19,1.45,1.17,1.35,1.36,1.19,1.2,1.37,1.53,1.56,,,1.0,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,1.94,2.62,1.96,2.44,2.32,2.41,2.33,2.38,2.33,2.77,,2.59,1.9
E_1,1.59,1.57,1.42,1.51,1.32,1.36,1.27,1.22,1.11,1.49,1.35,1.12,1.04,1.12,1.09,0.99,0.74,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,1.8,2.67,1.75,2.39,2.32,2.27,2.33,2.4,2.42,2.78,,2.63,1.86
NW_1,1.84,1.69,1.63,1.86,1.48,1.19,1.25,1.69,1.34,1.25,1.25,1.54,1.61,1.26,1.3,1.35,0.78,,1.0,,,1.0,,,,,,,,1.16,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,2.64,3.35,2.37,2.38,2.62,2.3,2.71,2.38,2.82,,2.64,2.01
SW_1,1.73,1.88,1.53,1.89,1.65,1.63,1.43,1.69,1.55,2.36,1.42,1.51,2.01,1.27,1.73,1.18,,,,,,,1.0,,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,1.7,2.85,1.52,2.67,2.46,2.51,2.65,2.51,2.55,2.94,,2.85,2.29
SW_2,1.56,1.85,1.97,1.73,1.44,1.38,1.94,2.0,1.2,1.62,1.12,1.19,1.44,1.41,1.55,1.1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,1.79,2.92,1.7,2.65,2.42,2.47,2.81,2.44,2.72,2.95,,2.77,2.21
NNE_2,1.8,2.08,1.68,1.94,1.56,1.87,1.46,1.19,1.2,,1.4,1.43,1.13,1.59,1.44,1.43,1.84,,,1.31,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,2.9,2.86,3.1,2.7,2.72,2.68,2.64,2.77,2.41,3.1,,2.89,1.75
WSW_1,1.13,1.5,1.1,1.37,1.8,1.58,1.54,2.02,1.9,2.32,1.43,1.28,1.79,1.76,1.84,1.39,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,1.52,3.07,1.61,2.89,2.44,2.6,2.81,2.41,2.78,3.1,,2.93,3.17
ESE_1,1.51,1.57,1.24,1.72,1.7,1.5,1.5,1.42,0.91,2.26,1.06,1.41,1.6,2.19,1.35,1.97,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96,1.95,2.83,2.21,2.81,2.28,2.7,2.63,2.68,2.73,3.11,,2.94,2.34
SSW_1,1.89,1.99,1.73,1.9,1.6,1.95,1.7,1.64,1.6,1.6,1.62,1.76,1.88,1.39,1.9,1.12,,,,,,,0.98,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,2.29,2.98,2.0,2.83,2.64,2.73,3.15,2.64,2.83,3.15,,2.99,2.49
NW_3,2.14,,1.92,,,1.42,1.26,,1.53,,1.33,1.47,,1.63,1.38,2.06,,,1.04,,,1.11,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,2.94,3.92,2.71,2.69,3.05,2.57,3.8,2.64,3.21,,3.18,2.26
NNW_1,2.42,2.39,1.9,2.17,1.91,,1.4,2.11,1.41,,1.24,1.57,,1.7,1.52,1.16,1.08,,,,,0.76,,,,,,,,1.0,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,2.99,3.95,2.93,2.68,3.4,2.6,3.28,2.63,3.23,,3.18,2.29
SE_1,1.4,1.66,1.36,1.75,2.31,1.91,1.27,2.33,,1.91,,1.86,1.63,2.04,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,2.37,3.08,2.47,2.96,2.77,2.73,2.72,2.8,2.87,3.27,,3.1,3.22
N_1,2.03,1.8,1.9,1.91,2.7,,1.4,1.47,1.47,2.27,1.67,1.43,,1.71,1.48,0.85,1.65,,,,,,,,,,,,,1.05,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,2.93,3.01,2.71,2.71,2.67,2.82,2.57,2.97,2.74,3.27,,3.09,2.32
ENE_2,2.12,1.84,1.97,1.83,1.92,1.48,1.86,1.27,1.41,1.73,1.66,1.34,2.14,1.39,,,,,,0.84,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,2.32,3.02,2.71,2.83,2.89,2.81,2.72,2.79,2.75,3.27,,3.1,1.9
SW_3,2.28,1.87,1.94,1.83,1.41,1.39,,1.92,2.07,1.41,,,,1.6,,1.02,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,2.72,3.07,1.85,3.06,2.65,2.83,3.23,2.71,3.02,3.31,,2.99,2.58
WSW_2,1.41,1.36,1.42,1.33,1.97,2.16,1.6,2.39,1.77,2.15,1.85,1.38,1.55,1.92,1.53,1.48,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,,3.27,1.71,2.97,2.2,2.94,2.97,2.79,3.26,3.42,,3.08,3.09
E_2,1.94,1.8,1.97,1.94,1.72,1.51,2.15,1.4,,1.7,1.81,2.57,1.85,1.21,,,,1.15,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,2.34,3.31,2.38,2.93,2.79,2.82,2.88,2.95,2.77,3.42,,3.23,2.44
NE_2,1.8,1.97,1.79,1.44,2.34,1.5,1.46,1.72,1.86,1.38,1.19,1.68,,2.55,2.19,1.75,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,2.28,3.1,2.42,2.76,2.89,2.95,2.84,2.95,3.0,3.42,,3.23,2.36
NNW_2,2.1,1.7,1.66,1.74,1.24,,1.63,1.75,1.78,,1.69,1.35,,,1.59,1.37,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,,3.23,,3.07,2.66,3.44,2.77,3.45,2.92,3.44,,3.22,2.5
WNW_1,2.52,2.56,2.14,,1.18,,1.81,,1.77,,1.62,2.11,,1.54,1.8,1.91,,,,,,1.41,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,3.23,3.39,2.98,3.01,3.04,2.9,3.09,2.8,3.47,,3.38,2.48
S_1,2.17,1.79,1.89,1.79,1.94,1.88,,1.91,,1.58,,1.91,1.78,1.48,,1.54,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,2.58,3.51,2.8,3.12,3.02,3.1,3.07,3.04,2.87,3.53,,3.34,2.86
SSE_1,2.11,1.93,2.38,2.14,2.01,1.71,2.2,1.67,,2.02,,1.81,1.57,1.28,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,2.3,3.54,2.09,3.15,2.74,3.11,3.5,3.1,2.88,3.55,,3.35,3.31
SSW_2,1.64,1.57,2.1,1.78,2.16,1.77,,2.1,,1.55,,,2.01,2.05,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,2.32,3.44,2.39,3.37,3.4,3.03,3.25,2.99,3.39,3.61,,3.37,3.36
NW_4,,,1.91,,,,1.49,,1.29,,1.41,,,,2.45,1.0,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,3.4,3.98,3.32,3.27,3.55,3.07,3.82,3.08,3.62,,3.92,2.53
ESE_2,2.29,2.3,1.7,2.41,1.9,1.96,,1.77,,1.47,,,1.82,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,2.7,3.48,3.27,3.28,3.34,3.17,2.9,3.22,2.97,3.67,,3.47,2.49
NE_3,2.19,2.59,2.34,,2.08,1.89,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,2.72,3.29,2.75,3.05,3.13,3.05,3.04,3.21,3.51,3.72,,3.57,2.2
WSW_3,1.0,1.27,,1.38,2.47,,,3.12,2.74,2.39,,,1.76,2.07,1.56,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,2.23,3.74,1.99,3.57,2.63,3.04,3.09,3.05,3.45,3.74,,3.5,3.37
ENE_3,1.98,2.1,1.87,2.04,,1.2,2.11,2.02,,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,2.38,3.77,2.24,3.38,2.83,3.27,2.97,3.39,3.14,3.74,,3.53,2.4
NE_4,1.68,,2.56,,,1.6,3.31,,1.3,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.07,3.52,3.04,3.28,3.17,3.25,3.2,3.91,3.2,3.77,,3.55,2.71
WNW_2,2.24,,1.85,,,,2.51,,2.28,,1.71,1.48,,1.4,2.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,,3.64,2.95,3.58,3.24,3.79,3.21,3.67,3.21,3.89,,3.56,2.77
SW_4,,,2.28,,,,,2.02,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,2.89,3.67,2.33,3.38,3.3,3.35,3.3,3.35,3.62,3.89,,3.65,2.99
NE_6,,,,,2.26,1.91,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,2.87,3.72,3.33,3.27,3.1,3.35,3.38,3.61,3.05,3.89,,3.54,2.6
WSW_4,,1.16,,1.36,2.14,,,2.76,,1.78,,,,2.23,1.55,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,1.97,3.82,2.0,3.33,2.45,3.36,3.45,3.39,4.64,3.9,,3.24,3.6
nan_0,2.1,2.0,2.03,1.98,3.14,2.34,1.83,,2.17,,,2.0,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,2.56,3.78,2.75,3.44,3.21,3.47,3.38,3.36,3.57,3.95,,3.71,2.45
E_3,2.02,2.48,2.15,2.15,1.87,1.99,1.81,2.9,,1.85,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,2.49,3.92,2.56,3.17,3.35,3.44,3.38,3.37,3.39,3.99,,3.77,2.59
NE_5,,,,,,1.61,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,4.31,3.55,4.57,,3.38,,3.42,,3.42,4.02,,3.97,2.45
S_2,3.14,2.42,2.79,2.47,2.61,2.03,,1.75,,1.54,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,2.81,3.78,2.0,3.54,3.43,3.51,4.06,3.51,3.46,4.07,,3.85,3.07
NNW_3,,,,,,,1.76,,1.93,,1.7,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,3.88,,3.58,3.5,3.89,3.34,4.35,3.4,4.12,,4.06,2.84
E_4,1.69,1.78,2.01,1.8,,1.44,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,2.33,4.26,3.73,3.78,3.49,3.58,3.96,3.57,3.81,4.15,,3.92,2.86
N_2,2.24,2.68,2.47,2.08,,,1.55,,,,2.02,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,3.73,3.92,3.13,4.21,3.36,4.17,2.95,3.76,3.31,4.19,,4.09,2.95
SSW_3,2.34,2.11,,2.54,2.49,2.09,,2.32,,2.52,,,1.37,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.49,3.79,3.54,3.71,,3.65,,3.79,,4.19,,3.89,2.57
W_1,1.77,1.92,1.46,2.03,2.52,,,,2.81,,2.29,,,1.96,2.29,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,,3.96,,4.03,3.28,3.35,3.56,3.38,3.48,4.19,,3.96,3.92
ESE_3,2.23,2.53,3.09,2.42,,1.68,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,3.23,4.07,3.37,3.9,3.6,3.48,3.25,3.68,3.63,4.27,,3.89,3.59
ENE_4,2.4,2.66,2.65,2.51,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.74,3.2,4.71,3.41,3.14,3.61,,3.5,4.05,3.45,4.29,,4.1,2.65
