,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
NNW_0,1.14,1.13,1.09,1.07,0.97,1.16,0.86,1.08,0.82,1.07,0.77,0.85,1.05,0.82,0.75,0.75,0.68,0.83,0.7,0.91,1.01,0.7,0.76,,0.8,0.61,1.29,0.88,0.8,0.7,,0.56,0.86,,,,,0.58,0.57,,,,0.71,,,,,,0.6,,,,0.54,,,,0.65,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,2.52,2.2,2.25,2.18,1.99,2.3,2.0,2.39,1.96,2.45,,2.25,1.45
NNE_0,1.07,1.07,1.02,0.97,0.98,0.86,0.85,0.87,0.9,0.82,0.85,0.83,0.81,0.9,0.87,0.87,0.75,0.94,0.92,0.75,0.94,0.73,0.83,1.07,0.71,0.96,0.73,0.68,0.84,0.7,0.73,0.78,0.9,,0.91,,0.68,0.94,0.54,0.56,0.51,,,,0.76,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,1.68,2.26,1.71,2.11,2.12,2.18,2.05,2.17,2.1,2.46,0.52,2.24,1.43
SSE_0,1.13,1.08,1.14,1.01,0.9,0.86,1.1,0.86,1.08,0.83,0.99,1.02,0.79,0.87,0.98,0.77,1.11,0.79,,1.03,0.87,,0.59,0.84,0.95,0.62,0.56,0.61,,,0.56,,0.69,,,0.67,,,,0.58,0.6,0.56,,0.62,,,,,,,,,0.54,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,1.44,2.31,1.5,2.09,2.16,2.05,2.28,2.04,2.25,2.46,,2.25,1.6
WSW_0,1.06,1.08,1.06,1.05,0.9,0.99,1.04,0.96,1.02,1.0,1.01,0.89,0.96,0.79,0.85,0.7,0.83,1.02,1.29,0.82,1.02,1.02,0.81,0.73,0.8,0.55,,0.78,,0.85,,,,0.73,0.61,,,,0.81,,,0.66,,,,0.59,,,,,,0.55,0.59,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,1.53,2.29,1.46,2.14,2.09,2.08,2.27,2.09,2.16,2.49,,2.28,1.62
WNW_0,1.28,1.29,1.17,1.24,0.99,1.24,0.95,1.08,0.85,1.06,0.84,0.96,1.1,0.97,0.77,0.84,0.72,1.05,0.68,0.7,1.09,0.68,0.68,0.94,0.87,0.53,,0.8,0.79,0.72,,0.82,,,0.71,,,0.64,0.48,,,,0.68,,,,,,0.46,,,,0.63,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.63,2.31,2.21,2.28,2.14,2.33,2.14,2.49,2.1,2.59,,2.41,1.5
W_0,1.13,1.09,1.07,1.13,1.11,1.05,1.05,1.06,1.01,1.14,1.08,0.91,1.14,0.91,0.86,0.8,0.83,0.84,1.28,0.85,1.04,0.9,0.88,1.08,0.95,0.8,,1.18,,1.15,,,,,0.71,,,0.73,0.58,,0.77,,,,,0.73,,,0.61,,,,0.49,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,1.73,2.47,1.71,2.34,2.23,2.31,2.37,2.33,2.27,2.71,,2.48,1.79
NNE_1,1.44,1.34,1.35,1.34,1.2,1.02,1.09,1.09,1.34,1.14,1.29,1.04,1.02,1.21,1.25,1.27,0.7,0.94,1.48,0.77,,,,,0.82,,,,,0.86,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2.46,2.91,2.52,2.75,2.83,2.85,2.67,2.87,2.78,3.24,,2.93,1.9
ENE_1,1.43,1.29,1.37,1.37,1.36,1.22,1.12,1.26,1.25,1.15,1.33,1.02,1.21,1.14,1.3,1.39,1.17,0.67,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,2.02,3.04,2.09,2.84,2.77,2.86,2.65,2.87,2.81,3.25,,2.95,2.01
NW_2,1.75,2.48,1.71,4.24,1.72,3.02,1.2,,1.09,2.0,1.11,1.2,,1.14,0.99,1.1,0.85,,0.63,,,0.89,,,,,,,0.89,,,,,,,,,,0.81,,,,0.64,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,5.19,3.02,3.56,3.21,2.55,3.86,2.66,4.09,2.65,3.37,,3.28,1.94
NE_1,1.29,1.43,1.39,1.19,1.6,1.26,1.15,1.2,1.45,1.19,1.35,1.16,1.25,1.3,1.38,1.29,1.58,1.78,,0.65,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,2.23,3.14,2.24,3.14,2.73,3.18,2.74,3.17,2.82,3.4,,3.07,2.11
E_1,1.42,1.44,1.34,1.31,1.32,1.19,1.3,1.23,1.37,1.44,1.37,1.09,1.02,1.19,1.34,1.04,0.82,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,2.05,3.25,1.98,2.91,2.96,2.73,2.89,2.87,3.26,3.42,,3.11,2.15
NW_1,1.77,1.76,1.59,1.98,1.62,1.55,1.19,1.94,1.14,1.49,0.99,1.42,1.99,1.24,1.04,1.29,0.86,,1.0,,,0.64,,,,,,,,1.03,,0.92,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,,3.13,4.6,3.13,2.75,3.45,2.69,3.93,2.75,3.46,,3.22,1.98
SW_1,1.78,1.84,1.59,1.68,1.43,1.61,1.66,1.45,1.64,2.07,1.7,1.46,1.79,1.07,1.72,1.06,,,,,,,0.64,,,,,1.02,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,2.11,3.41,1.85,3.23,3.19,3.08,3.37,3.09,3.2,3.65,,3.37,2.36
SW_2,1.64,1.74,1.76,1.76,1.22,1.33,1.85,1.67,1.44,1.44,1.33,1.24,1.26,1.19,1.55,1.0,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,2.17,3.53,1.92,3.12,3.11,2.96,3.66,2.97,3.48,3.66,,3.32,2.24
NNE_2,1.68,2.0,1.57,1.85,1.74,2.0,1.28,1.23,1.34,1.07,1.31,1.29,1.58,1.59,1.36,1.37,1.65,,,1.35,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,3.65,3.5,3.76,3.33,3.5,3.26,3.49,3.37,3.22,3.89,,3.52,2.05
WSW_1,1.28,1.45,1.21,1.26,1.58,1.59,1.66,1.74,1.85,2.12,1.6,1.34,1.57,1.54,1.86,1.11,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,1.94,3.67,1.83,3.51,3.11,3.21,3.54,3.09,3.38,3.89,,3.56,3.36
ESE_1,1.51,1.48,1.33,1.55,1.91,1.23,1.64,1.42,1.08,1.93,1.19,1.44,1.37,2.6,1.68,1.85,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,2.18,3.56,2.38,3.29,3.14,3.25,3.56,3.21,3.75,3.91,,3.55,2.57
SSW_1,2.03,1.91,1.89,1.8,1.36,1.65,1.86,1.44,1.94,1.35,1.6,1.65,1.68,1.27,1.97,1.13,,,,,,,0.97,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,2.83,3.63,2.27,3.35,3.62,3.25,4.48,3.17,3.91,3.96,,3.63,2.62
NW_3,2.29,4.46,1.97,,,1.67,1.16,,1.31,,1.07,1.46,,2.15,1.18,2.17,,,0.92,,,1.12,,,,,,,0.58,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,,3.59,5.8,4.03,3.05,4.36,3.04,6.16,3.0,4.05,,3.92,2.26
NNW_1,2.51,2.77,1.75,2.55,2.23,2.69,1.21,2.93,1.18,,1.09,1.43,,1.87,1.3,1.15,1.14,,,,,0.77,,,,,,,,0.61,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,,3.64,5.3,4.17,3.14,5.0,3.1,4.7,3.08,4.08,,3.81,2.36
SE_1,1.63,1.56,1.48,1.49,2.21,1.73,1.61,2.0,,1.7,,2.04,1.37,2.29,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,2.74,3.75,2.86,3.66,3.76,3.36,3.69,3.41,4.01,4.15,,3.77,3.32
N_1,1.99,1.84,1.8,1.97,2.49,1.44,1.22,1.68,1.39,2.52,1.37,1.28,,1.43,1.4,0.85,1.45,,,,,1.24,,,,,,,,0.98,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82,3.94,3.77,3.84,3.65,3.28,3.82,3.14,4.09,3.36,4.15,,3.79,2.44
ENE_2,2.0,1.72,1.83,1.77,2.15,1.56,1.71,1.41,1.48,1.55,1.75,1.16,2.19,1.65,1.79,,1.94,1.48,,0.82,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,2.6,3.83,3.02,3.72,3.64,3.6,3.36,3.69,3.59,4.15,,3.81,2.36
SW_3,2.32,1.92,1.92,1.77,1.4,1.3,3.1,1.79,2.02,1.38,2.17,,2.08,1.47,1.35,1.19,,,,,,,,,,,,,,,,,,0.57,,,0.85,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,3.57,3.76,2.09,3.79,3.53,3.53,4.29,3.42,3.79,4.21,,3.8,2.68
WSW_2,1.53,1.45,1.46,1.48,1.81,2.23,1.8,2.21,1.98,2.02,2.34,1.52,1.82,1.64,1.47,1.32,1.13,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,,4.03,2.52,3.65,3.18,3.69,3.91,3.5,4.45,4.37,,3.87,3.14
E_2,1.94,1.8,1.87,1.74,1.91,1.49,1.72,1.4,3.11,1.62,2.19,2.38,1.57,1.56,,0.99,,1.08,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,2.63,4.23,2.68,3.67,3.76,3.59,3.86,3.68,3.83,4.37,,3.98,2.99
NE_2,1.84,2.06,1.75,1.59,2.01,1.39,1.45,1.5,2.14,1.48,1.47,1.59,1.4,2.09,2.84,1.56,1.38,,,,,,1.12,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,2.75,3.87,2.87,3.68,3.46,4.09,3.56,4.02,3.72,4.37,,4.0,2.76
NNW_2,2.75,2.23,1.85,2.74,1.41,,1.4,2.19,1.43,,1.41,1.3,,,1.44,1.39,,,,,,,,,,,,,,,,1.03,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,,3.97,6.84,4.33,3.27,5.02,3.31,6.51,3.4,4.41,,4.02,2.55
WNW_1,2.68,3.19,2.23,3.32,1.47,,1.65,2.05,1.47,,1.42,2.21,,1.56,1.45,1.67,1.64,,1.22,,,1.15,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,,4.01,4.42,3.97,3.6,4.13,3.63,4.39,3.34,4.46,,4.37,2.6
S_1,2.16,1.77,2.12,1.79,1.78,1.77,,1.66,2.06,1.4,,2.0,1.53,1.48,1.56,1.91,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,2.99,4.38,3.34,3.86,3.92,3.99,4.05,3.72,3.94,4.54,,4.13,2.93
SSE_1,2.12,1.91,2.43,1.86,2.06,1.46,2.24,1.59,,1.78,,1.9,1.42,1.37,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,2.69,4.46,2.59,3.83,4.04,3.8,4.64,3.77,4.09,4.57,,4.16,3.94
SSW_2,1.87,1.81,2.19,1.71,1.9,1.74,,1.91,,1.38,,2.16,1.69,2.06,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,2.83,4.31,2.87,4.08,4.47,3.74,4.63,3.72,4.7,4.67,,4.24,3.46
NW_4,,,2.14,,,,1.87,,1.22,,1.34,,,,2.07,1.03,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,,4.25,5.09,4.55,3.95,5.04,3.86,6.32,3.63,4.68,,4.93,2.62
ESE_2,2.13,2.17,1.92,2.19,2.18,1.74,,1.76,,1.52,,2.21,1.75,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,3.26,4.49,3.81,4.17,4.4,4.14,3.93,3.94,4.29,4.76,,4.33,2.8
NE_3,2.41,2.78,2.28,,2.06,2.09,,,1.67,,,1.79,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,3.4,4.24,3.71,4.39,3.92,4.48,3.73,4.26,4.73,4.84,,4.43,2.53
WSW_3,1.18,1.28,1.4,1.79,2.3,1.93,2.91,2.68,2.7,2.67,2.6,1.39,1.85,1.77,1.51,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,3.28,4.7,2.62,4.52,3.46,3.94,3.89,4.13,4.45,4.86,,4.42,3.36
ENE_3,2.04,2.0,1.73,1.86,1.59,1.35,2.12,2.39,,,,1.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,2.76,4.93,2.65,4.65,3.49,4.83,3.7,4.74,4.13,4.86,,4.42,2.96
NE_4,1.97,,2.66,,1.23,1.57,3.07,,1.55,,,1.64,,2.24,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,3.73,4.45,3.7,5.43,3.83,5.35,3.86,6.38,3.89,4.92,,4.47,3.11
WNW_2,2.8,1.81,2.24,,,2.12,2.39,,1.87,1.6,1.38,1.5,,1.32,1.75,1.63,,,1.31,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,,4.62,4.32,4.93,3.95,5.11,4.07,5.68,3.9,5.1,,5.04,2.94
SW_4,,,2.47,,,,,2.02,1.74,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,3.68,4.62,3.27,4.82,4.32,4.76,4.29,4.75,4.65,5.1,,4.72,3.12
NE_6,,,1.89,,2.43,1.84,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,3.46,4.83,4.37,4.34,3.8,5.92,4.0,4.66,3.79,5.1,,4.5,3.09
WSW_4,,1.51,1.25,1.65,1.83,,,2.45,1.59,1.59,,,,1.88,1.43,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74,2.49,4.85,2.6,4.16,3.46,4.37,4.84,4.5,5.94,5.11,,4.37,3.77
nan_0,2.63,2.21,2.04,2.14,2.74,2.24,2.0,,2.15,1.92,,2.28,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,3.43,4.89,3.37,4.81,4.01,4.8,4.26,4.75,4.68,5.2,,4.71,3.09
E_3,2.07,2.55,2.29,2.09,1.95,1.88,1.77,2.68,,2.26,1.54,,2.93,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,2.94,5.14,3.04,4.18,4.71,4.35,5.19,4.29,4.97,5.25,,4.78,2.99
NE_5,,,,,,1.48,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,5.41,4.57,5.91,,3.97,,4.03,,4.03,5.31,,5.09,2.96
S_2,3.25,2.45,2.8,2.36,2.38,1.8,,1.57,,1.48,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,4.29,4.81,2.84,4.5,5.38,4.37,6.43,4.36,5.8,5.4,,4.91,3.53
NNW_3,,,3.49,,,,1.66,,1.66,,1.5,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,,4.95,,5.03,4.37,5.54,4.3,6.33,4.13,5.46,,5.14,3.04
E_4,1.88,2.01,2.06,1.76,,1.51,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,2.85,5.51,4.56,5.37,4.68,4.77,5.49,4.77,5.28,5.51,,5.01,3.53
N_2,2.44,2.85,2.45,2.52,,,1.48,,,,1.7,1.65,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08,5.33,5.15,3.87,6.01,4.31,5.72,3.81,5.55,4.08,5.58,,5.57,3.08
SSW_3,3.04,2.57,3.1,2.84,2.43,2.11,,2.22,,2.12,,,1.32,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,3.83,4.89,3.86,4.61,,4.61,,4.68,,5.58,,4.99,2.95
W_1,2.1,2.28,1.75,1.96,2.48,,2.77,,2.36,,1.89,1.49,,1.86,1.91,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,5.11,,5.6,4.11,5.04,4.59,4.95,4.21,5.58,,5.13,4.49
