,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
NNW_0,1.1,1.17,1.07,1.06,1.13,1.27,0.82,1.12,0.8,1.05,0.76,0.82,1.17,1.02,0.79,0.81,0.75,0.92,0.8,1.38,,0.74,,,0.82,,,,0.84,0.86,,0.61,,,,,,0.64,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,2.18,1.81,1.99,1.81,1.71,1.88,1.68,1.99,1.64,1.97,,1.89,1.28
NNE_0,0.99,1.04,0.95,0.96,1.07,0.89,0.82,0.91,0.96,0.88,0.87,0.83,0.89,1.0,0.89,0.99,0.79,0.98,1.26,0.82,1.18,0.93,,,0.84,,,,,0.74,,0.89,0.95,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,1.53,1.83,1.55,1.74,1.79,1.81,1.73,1.81,1.74,1.97,,1.81,1.26
SSE_0,1.17,1.11,1.3,1.03,0.85,0.84,1.23,0.8,1.16,0.8,1.05,1.17,0.78,0.83,0.96,0.78,1.56,1.0,,,1.21,,0.61,0.76,,0.72,0.69,0.64,,,0.66,,,,,,,,,0.6,0.67,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,1.32,1.9,1.35,1.73,1.78,1.71,1.9,1.7,1.92,1.98,,1.83,1.44
WSW_0,1.07,1.09,1.05,1.08,0.88,1.07,1.11,0.96,1.02,1.0,1.0,0.95,1.06,0.77,0.83,0.7,0.93,1.23,,1.12,,1.24,0.83,0.76,,0.57,,0.93,,,,,,0.87,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,1.5,1.87,1.4,1.79,1.79,1.74,1.89,1.73,1.84,1.99,,1.87,1.47
WNW_0,1.27,1.24,1.16,1.16,1.01,1.32,0.99,1.11,0.82,1.23,0.84,1.01,1.24,0.99,0.75,0.86,0.75,,0.67,,,0.74,,,,0.72,,,0.94,0.81,,,,,,,,0.77,0.51,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,2.23,1.87,1.91,1.89,1.79,1.89,1.78,2.04,1.73,2.05,,1.99,1.32
W_0,1.0,1.02,0.93,1.09,1.05,1.14,1.11,1.09,0.96,1.16,1.07,0.9,1.23,0.89,0.8,0.77,0.83,0.82,1.27,,,0.94,1.2,1.17,,0.82,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.58,2.01,1.57,1.95,1.84,1.87,1.93,1.88,1.89,2.12,,1.99,1.66
NNE_1,1.28,1.19,1.19,1.39,1.25,1.02,0.98,0.98,1.49,1.24,1.16,0.94,1.04,1.45,1.42,1.49,0.64,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,2.07,2.25,1.98,2.15,2.21,2.22,2.12,2.2,2.17,2.43,,2.21,1.69
ENE_1,1.3,1.14,1.2,1.39,1.04,1.09,1.11,1.46,1.26,1.11,1.23,0.93,1.22,1.05,2.13,1.7,1.18,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,1.77,2.29,1.89,2.19,2.13,2.26,2.11,2.21,2.2,2.44,,2.25,1.83
NW_2,1.5,2.1,1.77,,1.44,,1.02,,1.08,,1.11,1.17,,1.34,0.89,1.06,,,0.58,,,0.63,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,2.29,3.44,2.42,2.0,2.89,2.04,3.09,2.03,2.51,,2.46,1.56
NE_1,1.13,1.24,1.27,1.18,2.43,1.25,1.1,1.41,1.5,1.14,1.12,1.02,1.54,1.02,2.42,1.93,1.74,,,0.59,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,1.99,2.37,1.95,2.43,2.1,2.46,2.1,2.42,2.15,2.52,,2.31,1.88
E_1,1.34,1.44,1.21,1.16,1.25,1.16,1.25,1.23,1.56,1.27,,0.99,0.77,0.96,1.76,0.95,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.64,2.47,1.61,2.23,2.32,2.21,2.21,2.21,2.35,2.53,,2.33,2.08
NW_1,2.49,2.05,2.02,2.24,1.54,1.44,1.07,,0.93,,0.89,1.54,1.79,1.19,0.96,1.17,,,,,,0.58,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,,2.34,3.64,2.44,2.15,2.57,2.15,3.01,2.08,2.56,,2.57,1.58
SW_1,1.62,1.98,1.79,1.81,1.25,1.35,1.29,1.24,1.21,2.14,,1.88,1.76,0.91,1.9,0.81,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,2.12,2.56,1.75,2.47,2.31,2.33,2.5,2.41,2.42,2.66,,2.48,1.88
SW_2,1.82,1.63,2.36,1.7,1.21,1.03,,1.61,1.04,1.31,,,1.51,1.07,,0.97,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,1.71,2.6,1.5,2.32,2.47,2.26,2.63,2.19,2.59,2.66,,2.54,1.81
NNE_2,1.21,1.7,1.24,1.54,1.51,2.23,1.2,,1.37,,1.4,1.21,,,1.39,1.49,,,,1.18,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,3.19,2.54,3.18,2.47,2.69,2.42,2.62,2.54,2.45,2.79,,2.55,1.6
WSW_1,1.0,1.42,0.74,1.32,1.34,1.37,0.97,1.63,2.02,2.2,1.38,,1.8,1.35,1.41,0.92,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,1.62,2.71,1.68,2.7,2.23,2.47,2.6,2.34,2.61,2.79,,2.57,2.82
ESE_1,1.25,1.18,1.15,1.27,,1.16,1.26,1.45,,2.47,,1.44,1.24,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,1.72,2.61,1.96,2.51,2.32,2.42,2.57,2.38,2.83,2.8,,2.57,2.13
SSW_1,2.06,1.85,1.73,2.04,1.12,1.6,1.88,1.25,,1.28,,1.62,1.61,0.96,,0.97,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.5,2.63,2.04,2.46,2.57,2.43,3.11,2.33,2.92,2.83,,2.68,2.1
NW_3,2.78,,1.92,,,,1.33,,1.24,,1.05,1.59,,,1.01,,,,0.84,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,2.59,3.8,2.91,2.31,3.37,2.2,6.44,2.2,2.88,,3.19,1.7
NNW_1,2.42,2.4,1.81,,,,1.0,,1.06,,0.84,1.28,,,1.38,1.26,1.07,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,2.63,3.77,3.01,2.35,3.52,2.28,4.12,2.28,2.89,,3.07,1.79
SE_1,1.2,1.39,1.18,1.43,,1.46,,2.56,,1.37,,,1.16,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.42,2.77,2.38,2.59,2.79,2.51,2.69,2.54,2.97,2.93,,2.66,2.78
N_1,1.98,1.78,1.48,1.76,,,1.11,,1.32,,1.21,1.04,,,1.1,,1.62,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,3.22,2.64,3.09,2.73,2.48,2.76,2.43,3.11,2.44,2.93,,2.74,1.93
ENE_2,1.65,1.56,1.6,1.34,,1.36,1.87,,1.38,,1.39,1.15,2.05,,,,,,,0.83,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,1.99,2.71,2.19,2.66,2.73,2.74,2.47,2.62,2.63,2.93,,2.73,1.58
SW_3,,,,,1.27,1.3,,1.67,,1.83,,,,1.18,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.98,2.71,1.88,2.74,2.54,2.58,2.96,2.48,2.79,2.96,,2.58,2.02
WSW_2,1.23,1.27,1.16,,1.42,1.95,1.54,2.43,1.19,2.01,,,,1.46,1.09,0.97,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,,2.85,2.27,2.64,2.21,2.67,2.92,2.54,3.21,3.05,,2.67,2.76
E_2,1.47,1.24,1.76,1.48,1.98,1.33,,2.12,,1.27,,,1.62,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,1.99,3.01,2.11,2.63,2.71,2.57,2.89,2.64,2.85,3.05,,2.8,2.47
NE_2,1.39,1.47,1.54,1.42,,1.75,1.29,,1.43,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,2.37,2.82,2.33,2.84,2.51,2.9,2.58,2.93,2.67,3.06,,2.81,2.31
NNW_2,,,1.74,,,,1.19,,1.2,,1.12,1.07,,,1.25,1.27,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,2.79,,3.02,2.29,3.23,2.51,4.39,2.45,3.07,,2.98,1.98
WNW_1,,2.08,1.89,,,,1.45,,1.22,,1.13,,,1.23,1.39,1.73,,,,,,1.17,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,2.77,,2.78,2.69,3.18,2.61,3.34,2.4,3.09,,3.3,1.85
S_1,2.25,1.55,1.39,1.64,1.55,1.38,,1.41,,1.26,,,1.31,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,2.36,3.06,2.51,2.77,2.89,2.87,2.92,2.72,2.8,3.14,,2.88,2.39
SSE_1,2.07,1.39,,1.69,1.7,1.31,,1.27,,1.4,,,1.24,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,2.13,3.15,2.0,2.73,2.95,2.63,3.39,2.72,3.08,3.15,,2.91,2.96
SSW_2,,,,1.39,1.57,1.28,,1.59,,1.12,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,2.6,3.08,2.49,2.89,3.3,2.67,3.39,2.6,3.44,3.2,,2.83,2.8
NW_4,,,2.12,,,,,,1.15,,1.07,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,2.99,3.37,3.37,2.77,3.4,2.67,3.99,2.59,3.2,,3.88,1.91
ESE_2,2.07,1.9,1.7,1.74,,1.22,,,,1.58,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,2.38,3.04,3.01,2.88,3.34,2.89,2.84,2.84,2.96,3.25,,3.01,2.22
NE_3,1.72,2.15,1.98,,,1.56,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,2.5,2.96,2.73,3.0,2.76,3.42,2.75,2.98,3.13,3.29,,3.04,2.14
WSW_3,,,,,1.75,,,,,,,,,1.65,1.59,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,2.33,3.3,2.01,3.5,2.32,2.87,3.09,3.08,3.1,3.3,,2.96,3.22
ENE_3,1.27,1.75,1.46,1.54,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,1.89,3.47,1.9,3.34,2.65,3.38,2.57,3.24,2.9,3.28,,3.07,2.69
NE_4,1.58,,2.37,,,1.94,,,,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,2.58,3.05,2.63,3.78,2.68,3.73,2.72,4.04,2.72,3.33,,3.0,2.24
WNW_2,,,,,,,,,1.64,,1.4,,,,1.35,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,3.08,2.51,3.62,2.81,3.65,2.95,4.03,2.73,3.42,,2.92,2.2
SW_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,,3.14,2.86,3.33,2.93,3.29,2.97,3.25,3.11,3.42,,3.18,2.38
NE_6,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,2.72,3.22,3.01,3.06,2.9,4.12,2.78,3.53,2.7,3.42,,3.06,2.23
WSW_4,,,,,2.17,,,,,,,,,1.88,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,2.27,3.37,2.12,2.98,2.66,3.02,3.35,2.99,4.18,3.43,,2.57,2.91
nan_0,1.78,1.85,1.45,,2.72,1.74,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,2.69,3.33,2.57,4.17,2.74,3.79,2.87,3.29,3.05,3.47,,3.19,2.91
E_3,1.59,2.02,1.66,1.89,,1.56,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,2.14,3.45,2.37,2.89,3.25,2.99,3.57,2.94,3.5,3.5,,3.22,2.25
NE_5,,,,,,1.56,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,4.03,3.12,,,2.73,,2.77,,2.77,3.53,,3.42,2.15
S_2,,,,2.32,1.9,1.47,,1.39,,1.27,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,3.16,3.42,,3.06,3.69,2.98,4.0,2.98,3.96,3.57,,3.29,2.7
NNW_3,,,,,,,1.81,,1.35,,1.17,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,3.31,,3.64,3.11,3.56,2.93,4.17,2.98,3.61,,4.44,2.09
E_4,1.48,,,1.21,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,2.44,3.76,3.23,3.42,3.19,3.24,3.64,3.23,3.46,3.63,,3.3,2.2
N_2,1.6,1.77,2.1,,,,1.2,,,,1.71,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,3.49,3.34,2.77,4.01,3.09,4.26,2.65,3.62,2.98,3.67,,3.76,2.41
SSW_3,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,3.06,3.25,,3.03,,3.05,,3.12,,3.67,,3.29,2.26
W_1,,,,,2.0,,,,,,,,,1.4,1.77,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,3.4,,3.78,2.8,3.41,3.08,3.34,3.0,3.67,,3.27,3.34
ESE_3,1.74,1.71,,2.01,,1.82,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,3.4,3.39,2.91,3.32,4.03,2.91,3.38,3.19,3.79,3.73,,3.38,2.9
ENE_4,2.09,2.23,2.08,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,4.28,2.42,4.33,2.58,,2.96,,3.0,4.17,2.88,3.74,,3.63,2.5
W_2,,,,,1.69,,,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,3.55,,3.45,,3.11,3.17,3.36,3.39,3.45,3.33,3.76,,3.43,3.37
SE_2,,1.43,,1.99,,1.58,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,4.03,2.21,4.02,2.19,3.61,3.1,3.16,3.58,3.24,3.45,3.84,,3.59,3.05
ESE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,3.64,,3.53,,3.81,2.97,3.57,3.4,4.44,3.23,4.02,,3.37,2.61
SE_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,3.87,,3.84,,4.33,3.03,3.75,3.69,3.51,3.41,4.05,,3.72,
N_3,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,3.9,,3.87,,3.97,3.19,,3.3,,3.43,4.09,,3.35,2.51
NNW_4,,,,,,,1.75,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,3.87,,3.85,,,3.43,,3.28,,3.29,4.19,,4.4,2.49
WNW_3,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,3.79,,3.87,,4.1,3.06,,3.31,,3.27,4.22,,3.37,2.53
