,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1
PRES_0_1,,,1.13,,,,,,,,1.0,,,,,1.12,,,,1.17,1.16,,,1.01,0.98,0.96,,,,1.33,1.15
PRES_1_3,,,,1.03,1.01,,,,,,,1.0,,1.3,1.14,,1.08,1.05,,1.21,1.17,1.15,1.1,0.99,0.99,0.97,0.96,0.82,,1.34,1.19
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.97,0.97,0.9,0.81,0.79,,0.95,0.95,0.91,0.86,,0.77,,1.0,0.93,,,,,0.94,0.93,0.9,0.87,0.81,0.77,0.7,0.61,,,1.06,0.93
DEWP_0_0,1.08,1.06,0.96,0.89,,,1.05,1.05,1.01,0.94,,0.87,,1.08,1.0,,,,,0.99,1.03,0.99,0.92,0.87,0.87,0.87,0.86,0.74,,1.17,1.03
DEWP_1_1,1.08,1.04,1.01,,,,1.06,,1.01,,0.89,,,,,1.0,,,,1.04,1.04,1.01,0.97,0.9,0.87,0.83,0.84,,,1.18,1.04
DEWP_0_2,1.15,1.15,,,0.94,,1.14,1.12,1.09,1.02,,0.93,,,,,1.0,,,1.11,1.09,1.07,,0.97,0.93,0.9,0.89,0.79,,1.26,1.11
DEWP_0_1,1.17,1.17,,0.98,,,1.13,1.14,,,,0.95,,,,,,1.0,,1.13,1.11,1.08,1.03,0.96,0.94,0.93,0.9,0.81,,1.28,1.12
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.04,1.04,0.97,0.85,0.85,,1.01,1.02,0.99,0.92,0.86,0.83,,1.07,1.01,0.96,0.9,0.89,,1.0,,,,,0.95,,,,,1.14,0.99
WSPM_0_1,1.05,1.04,0.97,0.87,0.85,,1.03,1.02,0.97,0.92,0.86,0.85,,1.08,0.97,0.96,0.91,0.9,,,1.0,,,,0.81,0.91,,,,1.15,0.97
WSPM_0_3,1.08,1.07,1.0,0.9,0.87,,1.04,1.05,1.01,0.95,,0.87,,1.11,1.01,0.98,0.93,0.92,,,,1.0,,,0.95,,,,,1.18,1.03
WSPM_0_4,1.12,1.12,1.04,0.94,,,1.1,1.09,1.06,1.0,,0.91,,1.15,1.07,1.04,,0.97,,,,,1.0,,,,,,,1.23,1.07
WSPM_0_0,1.21,1.22,1.12,1.01,0.96,,1.19,1.18,1.13,1.07,0.99,0.98,,1.23,1.14,1.12,1.03,1.04,,,,,,1.0,0.95,1.0,1.07,,,1.31,1.31
WSPM_1_0,1.27,1.19,1.16,1.04,0.99,,1.16,1.23,1.23,1.1,1.02,1.01,,1.29,1.15,1.15,1.08,1.07,,1.05,1.23,1.06,,1.05,1.0,,,,,1.35,1.26
WSPM_1_1,1.24,1.32,1.18,1.06,1.05,,1.29,1.23,1.18,1.13,1.04,1.03,,1.43,1.15,1.2,1.11,1.07,,,1.1,,,1.0,,1.0,,,,1.38,
WSPM_1_2,1.31,1.27,1.2,1.08,1.05,,1.33,1.24,1.18,1.14,,1.05,,1.63,1.16,1.19,1.12,1.11,,,,,,0.93,,,1.0,,,1.39,
WSPM_1_3,1.4,1.47,,,1.19,,1.41,1.41,1.36,1.28,,1.21,,,1.35,,1.27,1.24,,,,,,,,,,1.0,,1.59,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.91,0.92,0.85,0.76,0.74,,0.89,0.89,0.86,0.81,0.75,0.74,,0.94,0.86,0.84,0.79,0.78,,0.88,0.87,0.85,0.81,0.76,0.74,0.72,0.72,0.63,,1.0,0.87
PM10_1,1.06,1.03,0.96,0.87,0.85,,1.02,1.02,0.98,0.93,0.86,0.84,,1.08,0.97,0.96,0.9,0.89,,1.01,1.02,0.97,0.93,0.76,0.79,,,,,1.14,1.0
