,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
NNW_0,1.02,1.01,0.98,0.97,0.89,1.07,0.79,1.0,0.75,0.99,0.72,0.79,0.98,0.77,0.7,0.71,0.66,0.81,0.69,0.89,0.99,0.69,0.76,,0.8,0.62,1.3,0.88,0.81,0.7,,0.57,0.87,,,,,0.6,0.59,,,,0.73,,,,,,0.63,,,,0.57,,,,0.68,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,2.17,1.79,1.93,1.8,1.65,1.9,1.66,1.97,1.62,1.97,,1.82,1.24
NNE_0,0.95,0.95,0.92,0.88,0.9,0.79,0.78,0.8,0.83,0.76,0.79,0.77,0.75,0.83,0.82,0.82,0.73,0.91,0.9,0.74,0.92,0.72,0.82,1.06,0.71,0.96,0.73,0.68,0.85,0.71,0.73,0.79,0.91,,0.93,,0.69,0.96,0.56,0.58,0.52,,,,0.79,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,1.45,1.83,1.47,1.74,1.76,1.8,1.7,1.79,1.74,1.97,0.56,1.81,1.23
SSE_0,1.01,0.97,1.03,0.92,0.82,0.79,1.01,0.79,1.0,0.77,0.92,0.95,0.74,0.81,0.92,0.73,1.08,0.77,,1.01,0.85,,0.59,0.83,0.95,0.62,0.56,0.61,,,0.56,,0.7,,,0.69,,,,0.59,0.61,0.57,,0.64,,,,,,,,,0.57,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,1.24,1.88,1.29,1.72,1.79,1.69,1.89,1.68,1.87,1.98,,1.82,1.37
WSW_0,0.95,0.97,0.95,0.95,0.83,0.91,0.96,0.88,0.94,0.92,0.94,0.83,0.89,0.73,0.79,0.66,0.8,0.99,1.25,0.8,1.0,1.0,0.8,0.72,0.8,0.55,,0.78,,0.85,,,,0.74,0.62,,,,0.83,,,0.68,,,,0.61,,,,,,0.57,0.62,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,1.31,1.86,1.25,1.76,1.73,1.71,1.87,1.72,1.79,1.99,,1.84,1.39
WNW_0,1.13,1.14,1.04,1.11,0.89,1.13,0.87,0.98,0.78,0.97,0.77,0.88,1.01,0.89,0.71,0.78,0.69,1.01,0.66,0.68,1.06,0.66,0.66,0.92,0.86,0.53,,0.79,0.79,0.72,,0.82,,,0.72,,,0.64,0.49,,,,0.7,,,,,,0.47,,,,0.65,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,2.24,1.85,1.88,1.85,1.75,1.9,1.75,2.03,1.71,2.05,,1.94,1.27
W_0,0.98,0.95,0.94,1.0,0.99,0.95,0.95,0.96,0.92,1.03,0.98,0.82,1.03,0.83,0.79,0.73,0.79,0.8,1.22,0.81,1.0,0.86,0.85,1.05,0.93,0.78,,1.15,,1.13,,,,,0.71,,,0.73,0.58,,0.77,,,,,0.74,,,0.62,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,1.46,1.96,1.44,1.88,1.81,1.87,1.92,1.88,1.84,2.12,,1.97,1.5
NNE_1,1.2,1.12,1.14,1.13,1.03,0.88,0.94,0.94,1.16,0.99,1.12,0.9,0.89,1.06,1.09,1.12,0.63,0.85,1.35,0.7,,,,,0.77,,,,,0.81,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,1.99,2.21,2.03,2.12,2.2,2.2,2.07,2.22,2.15,2.43,,2.22,1.52
ENE_1,1.19,1.08,1.15,1.16,1.17,1.05,0.96,1.08,1.08,1.0,1.16,0.88,1.05,0.99,1.14,1.23,1.06,0.61,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,1.63,2.3,1.67,2.19,2.15,2.21,2.05,2.21,2.17,2.44,,2.24,1.61
NW_2,1.45,2.06,1.43,3.55,1.46,2.57,1.02,,0.94,1.72,0.95,1.03,,0.98,0.86,0.96,0.77,,0.57,,,0.81,,,,,,,0.83,,,,,,,,,,0.77,,,,0.62,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,4.15,2.27,2.83,2.45,1.96,2.95,2.04,3.13,2.03,2.51,,2.46,1.54
NE_1,1.07,1.18,1.16,1.0,1.35,1.07,0.98,1.02,1.24,1.02,1.16,1.0,1.08,1.12,1.19,1.12,1.42,1.6,,0.59,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,1.78,2.35,1.78,2.39,2.1,2.43,2.1,2.42,2.16,2.52,,2.3,1.67
E_1,1.17,1.19,1.11,1.09,1.12,1.01,1.1,1.04,1.17,1.23,1.17,0.93,0.88,1.02,1.15,0.9,0.73,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,1.64,2.43,1.57,2.22,2.27,2.08,2.21,2.19,2.49,2.53,,2.33,1.7
NW_1,1.45,1.45,1.32,1.65,1.37,1.31,1.01,1.65,0.97,1.27,0.85,1.21,1.7,1.06,0.9,1.12,0.77,,0.9,,,0.58,,,,,,,,0.95,,0.85,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,,2.34,3.63,2.38,2.1,2.62,2.05,2.99,2.1,2.56,,2.41,1.56
SW_1,1.44,1.49,1.29,1.38,1.19,1.35,1.39,1.21,1.37,1.74,1.43,1.24,1.51,0.9,1.46,0.91,,,,,,,0.57,,,,,0.93,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,1.65,2.51,1.44,2.42,2.4,2.31,2.54,2.32,2.4,2.66,,2.49,1.84
SW_2,1.33,1.41,1.43,1.45,1.01,1.11,1.54,1.4,1.21,1.21,1.12,1.04,1.06,1.0,1.32,0.86,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,1.7,2.6,1.5,2.33,2.35,2.22,2.75,2.22,2.62,2.66,,2.44,1.74
NNE_2,1.34,1.6,1.26,1.5,1.43,1.64,1.05,1.02,1.11,0.89,1.09,1.07,1.32,1.33,1.14,1.15,1.44,,,1.18,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,2.81,2.54,2.88,2.46,2.6,2.41,2.58,2.49,2.38,2.79,,2.55,1.57
WSW_1,1.02,1.16,0.97,1.02,1.3,1.3,1.37,1.43,1.53,1.76,1.33,1.12,1.3,1.29,1.56,0.94,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,1.5,2.66,1.4,2.59,2.31,2.37,2.62,2.28,2.51,2.79,,2.58,2.57
ESE_1,1.21,1.18,1.07,1.25,1.56,1.01,1.35,1.16,0.89,1.6,0.99,1.19,1.14,2.16,1.4,1.56,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,1.68,2.58,1.82,2.42,2.33,2.39,2.63,2.37,2.78,2.8,,2.58,1.97
SSW_1,1.61,1.52,1.51,1.45,1.11,1.35,1.52,1.18,1.59,1.12,1.32,1.36,1.39,1.05,1.64,0.95,,,,,,,0.86,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.17,2.62,1.73,2.46,2.67,2.39,3.3,2.33,2.88,2.83,,2.62,2.0
NW_3,1.81,3.53,1.57,,,1.36,0.94,,1.07,,0.88,1.2,,1.77,0.98,1.82,,,0.8,,,0.98,,,,,,,0.52,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,2.58,4.41,2.94,2.24,3.19,2.23,4.5,2.2,2.88,,2.82,1.72
NNW_1,1.99,2.19,1.39,2.04,1.81,2.19,0.99,2.39,0.96,,0.89,1.17,,1.54,1.08,0.96,0.98,,,,,0.67,,,,,,,,0.54,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,2.61,4.02,3.04,2.31,3.65,2.27,3.43,2.25,2.89,,2.73,1.79
SE_1,1.28,1.23,1.17,1.19,1.78,1.4,1.3,1.62,,1.38,,1.67,1.12,1.88,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,2.08,2.68,2.17,2.66,2.75,2.44,2.69,2.48,2.92,2.93,,2.69,2.51
N_1,1.57,1.45,1.42,1.57,2.01,1.16,0.99,1.36,1.13,2.05,1.12,1.05,,1.17,1.15,0.71,1.24,,,,,1.07,,,,,,,,0.87,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,2.99,2.69,2.9,2.65,2.39,2.78,2.29,2.98,2.45,2.93,,2.71,1.84
ENE_2,1.57,1.35,1.45,1.41,1.74,1.26,1.38,1.15,1.2,1.27,1.43,0.95,1.79,1.35,1.48,,1.66,1.27,,0.7,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,1.97,2.74,2.29,2.7,2.66,2.61,2.45,2.68,2.61,2.93,,2.72,1.78
SW_3,1.82,1.51,1.51,1.4,1.13,1.04,2.5,1.45,1.63,1.13,1.77,,1.7,1.2,1.11,0.99,,,,,,,,,,,,,,,,,,0.51,,,0.76,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.7,2.68,1.57,2.74,2.57,2.55,3.12,2.48,2.75,2.96,,2.7,2.01
WSW_2,1.19,1.13,1.14,1.17,1.44,1.78,1.44,1.77,1.59,1.62,1.88,1.23,1.47,1.33,1.2,1.08,0.95,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,,2.84,1.88,2.62,2.29,2.65,2.81,2.51,3.21,3.05,,2.73,2.34
E_2,1.5,1.4,1.46,1.37,1.52,1.19,1.37,1.12,2.5,1.3,1.77,1.92,1.27,1.26,,0.81,,0.91,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,1.97,2.98,2.0,2.63,2.71,2.57,2.78,2.64,2.76,3.05,,2.8,2.23
NE_2,1.43,1.6,1.36,1.25,1.61,1.11,1.16,1.2,1.72,1.19,1.19,1.29,1.13,1.69,2.31,1.28,1.17,,,,,,0.96,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,2.06,2.73,2.14,2.64,2.49,2.94,2.56,2.89,2.68,3.05,,2.82,2.05
NNW_2,2.13,1.73,1.44,2.15,1.12,,1.12,1.75,1.15,,1.14,1.05,,,1.17,1.13,,,,,,,,,,,,,,,,0.9,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,2.8,5.1,3.1,2.36,3.6,2.38,4.66,2.45,3.07,,2.83,1.89
WNW_1,2.07,2.47,1.73,2.6,1.16,,1.31,1.63,1.18,,1.14,1.77,,1.26,1.18,1.36,1.37,,1.03,,,0.97,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,2.81,3.28,2.83,2.59,2.95,2.6,3.14,2.39,3.09,,3.07,1.93
S_1,1.66,1.36,1.64,1.39,1.4,1.4,,1.32,1.64,1.12,,1.6,1.22,1.19,1.25,1.55,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,2.22,3.06,2.47,2.74,2.8,2.84,2.89,2.65,2.81,3.14,,2.88,2.17
SSE_1,1.63,1.47,1.88,1.45,1.63,1.16,1.77,1.26,,1.42,,1.52,1.13,1.1,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,2.0,3.11,1.91,2.72,2.88,2.7,3.31,2.68,2.91,3.15,,2.9,2.91
SSW_2,1.43,1.38,1.69,1.33,1.49,1.37,,1.5,,1.09,,1.71,1.34,1.64,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.08,2.99,2.11,2.87,3.17,2.64,3.28,2.62,3.33,3.2,,2.94,2.54
NW_4,,,1.65,,,,1.47,,0.96,,1.06,,,,1.66,0.83,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,2.95,3.73,3.21,2.8,3.56,2.73,4.46,2.57,3.21,,3.42,1.92
ESE_2,1.62,1.65,1.47,1.69,1.71,1.36,,1.38,,1.19,,1.75,1.38,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,2.4,3.1,2.78,2.92,3.1,2.91,2.77,2.77,3.02,3.25,,2.99,2.04
NE_3,1.82,2.11,1.74,,1.6,1.63,,,1.31,,,1.41,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,2.49,2.92,2.7,3.07,2.76,3.14,2.62,2.98,3.32,3.29,,3.04,1.84
WSW_3,0.89,0.97,1.06,1.37,1.79,1.5,2.27,2.09,2.11,2.1,2.04,1.09,1.45,1.39,1.19,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,2.39,3.23,1.9,3.16,2.43,2.75,2.73,2.89,3.12,3.3,,3.04,2.44
ENE_3,1.54,1.51,1.31,1.43,1.24,1.05,1.65,1.87,,,,1.02,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,2.01,3.38,1.93,3.25,2.46,3.38,2.59,3.31,2.9,3.3,,3.04,2.15
NE_4,1.49,,2.02,,0.95,1.22,2.38,,1.21,,,1.28,,1.76,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,2.72,3.05,2.68,3.78,2.68,3.73,2.7,4.45,2.72,3.33,,3.06,2.25
WNW_2,2.09,1.36,1.68,,,1.63,1.84,,1.44,1.24,1.07,1.17,,1.03,1.37,1.29,,,1.07,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,,3.14,3.11,3.41,2.75,3.53,2.82,3.93,2.7,3.42,,3.42,2.11
SW_4,,,1.86,,,,,1.56,1.35,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,2.66,3.14,2.35,3.33,3.0,3.29,2.97,3.29,3.22,3.42,,3.2,2.24
NE_6,,,1.42,,1.87,1.42,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,2.5,3.28,3.14,3.0,2.64,4.1,2.78,3.22,2.63,3.42,,3.06,2.22
WSW_4,,1.13,0.94,1.25,1.4,,,1.89,1.23,1.23,,,,1.46,1.12,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,1.79,3.29,1.87,2.87,2.4,3.02,3.35,3.11,4.11,3.43,,2.96,2.7
nan_0,1.96,1.65,1.53,1.62,2.09,1.72,1.54,,1.66,1.48,,1.77,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,2.47,3.3,2.41,3.3,2.77,3.3,2.94,3.27,3.23,3.47,,3.18,2.21
E_3,1.53,1.9,1.71,1.57,1.49,1.43,1.35,2.05,,1.74,1.19,,2.26,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,2.1,3.47,2.17,2.86,3.25,2.99,3.57,2.94,3.42,3.5,,3.22,2.13
NE_5,,,,,,1.13,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,3.87,3.07,4.21,,2.73,,2.77,,2.77,3.53,,3.42,2.11
S_2,2.4,1.81,2.07,1.76,1.8,1.36,,1.19,,1.13,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3.06,3.22,2.01,3.06,3.69,2.98,4.4,2.98,3.96,3.57,,3.29,2.5
NNW_3,,,2.58,,,,1.26,,1.26,,1.15,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,3.31,,3.42,2.99,3.77,2.93,4.3,2.81,3.61,,3.43,2.15
E_4,1.38,1.48,1.52,1.31,,1.14,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,2.02,3.67,3.21,3.63,3.19,3.24,3.73,3.23,3.59,3.63,,3.34,2.49
N_2,1.78,2.09,1.8,1.87,,,1.12,,,,1.29,1.25,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,3.77,3.42,2.72,4.06,2.93,3.87,2.58,3.75,2.77,3.67,,3.7,2.16
SSW_3,2.22,1.88,2.28,2.11,1.83,1.59,,1.67,,1.61,,,1.01,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,2.7,3.25,2.72,3.11,,3.12,,3.16,,3.67,,3.31,2.07
W_1,1.54,1.67,1.29,1.45,1.86,,2.09,,1.79,,1.44,1.13,,1.41,1.46,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,3.4,,3.78,2.8,3.41,3.11,3.34,2.86,3.67,,3.41,3.15
