,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
NNW_0,1.04,1.04,1.01,0.99,0.92,1.09,0.8,1.04,0.76,1.05,0.73,0.8,1.0,0.82,0.73,0.72,0.68,0.79,0.7,0.89,1.02,0.7,0.86,,0.81,0.8,,,0.88,0.74,,0.57,0.88,,,,,0.61,0.62,,,,0.78,,,,,,0.67,,,,,,,,0.69,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,2.25,1.79,1.95,1.81,1.66,1.89,1.67,1.99,1.62,1.97,,1.84,1.25
NNE_0,0.96,0.97,0.94,0.9,0.93,0.82,0.8,0.84,0.85,0.77,0.81,0.78,0.77,0.85,0.83,0.85,0.76,0.92,0.98,0.72,1.02,0.79,0.82,1.08,0.72,0.89,0.76,0.71,0.91,0.71,,0.81,0.92,,,,0.76,,,0.64,0.63,,,,0.76,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,1.49,1.83,1.5,1.74,1.77,1.8,1.71,1.8,1.74,1.97,0.6,1.81,1.22
SSE_0,1.05,0.99,1.06,0.95,0.83,0.79,1.08,0.79,1.01,0.78,0.98,1.0,0.75,0.81,0.91,0.74,1.2,0.86,,1.11,0.94,,0.58,0.82,,0.65,0.59,0.64,,,0.6,,0.66,,,0.66,,,,0.57,0.61,0.56,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,1.26,1.89,1.32,1.73,1.8,1.69,1.9,1.68,1.88,1.98,,1.82,1.42
WSW_0,0.98,0.98,0.97,0.96,0.84,0.96,0.99,0.91,0.97,0.94,0.96,0.87,0.95,0.74,0.81,0.67,0.86,1.1,1.39,0.89,1.07,1.03,0.8,0.72,0.72,0.53,,0.79,,0.87,,,,0.76,0.65,,,,0.85,,,0.65,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,1.36,1.86,1.27,1.78,1.75,1.72,1.88,1.72,1.81,1.99,,1.85,1.43
WNW_0,1.17,1.19,1.09,1.12,0.93,1.17,0.91,1.0,0.79,1.02,0.78,0.92,1.06,0.91,0.72,0.8,0.71,1.02,0.69,0.8,1.28,0.67,0.68,0.94,0.88,0.56,,,0.78,0.73,,0.82,,,0.67,,,0.66,0.49,,,,0.71,,,,,,0.48,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,2.26,1.85,1.89,1.86,1.76,1.9,1.76,2.04,1.72,2.05,,1.95,1.29
W_0,0.99,0.97,0.92,1.04,1.01,1.03,0.98,1.0,0.93,1.07,1.03,0.84,1.08,0.85,0.8,0.75,0.88,0.77,1.2,0.8,0.95,0.92,0.91,1.15,0.92,0.76,,1.21,,0.95,,,,,0.75,,,0.82,0.63,,,,,,,,,,0.68,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,1.47,1.97,1.46,1.9,1.83,1.87,1.92,1.88,1.86,2.12,,1.98,1.55
NNE_1,1.23,1.13,1.15,1.16,0.98,0.89,0.95,0.99,1.23,1.06,1.14,0.89,0.93,1.11,1.16,1.08,0.64,0.92,,0.66,,,,,0.75,,,,,0.88,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2.02,2.22,2.05,2.12,2.21,2.21,2.09,2.22,2.15,2.43,,2.22,1.55
ENE_1,1.21,1.11,1.16,1.2,1.17,1.06,0.99,1.06,1.16,1.05,1.2,0.95,1.01,1.05,1.29,1.44,1.03,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,1.63,2.29,1.73,2.19,2.14,2.23,2.06,2.22,2.16,2.44,,2.24,1.63
NW_2,1.52,2.0,1.5,3.23,1.44,,1.03,,0.96,1.63,0.99,1.0,,1.07,0.87,1.02,0.82,,0.57,,,0.84,,,,,,,0.82,,,,,,,,,,0.98,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,4.17,2.27,2.82,2.41,1.97,2.93,2.04,3.17,2.03,2.51,,2.46,1.54
NE_1,1.07,1.2,1.21,1.05,1.48,1.1,0.97,1.09,1.3,1.04,1.2,1.02,1.11,1.09,1.21,1.34,1.5,,,0.59,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,1.87,2.36,1.86,2.42,2.11,2.46,2.1,2.41,2.14,2.52,,2.3,1.71
E_1,1.23,1.21,1.14,1.09,1.13,1.05,1.14,1.03,1.21,1.25,1.31,0.96,0.84,1.02,1.08,0.94,0.74,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,1.62,2.44,1.58,2.21,2.26,2.12,2.21,2.2,2.44,2.53,,2.33,1.75
NW_1,1.7,1.58,1.45,1.81,1.38,1.28,0.97,1.79,0.96,1.4,0.86,1.3,1.71,1.12,0.91,1.13,0.81,,0.91,,,0.58,,,,,,,,1.02,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,,2.33,3.62,2.4,2.12,2.62,2.07,2.95,2.1,2.56,,2.42,1.57
SW_1,1.47,1.57,1.27,1.61,1.23,1.35,1.32,1.24,1.39,1.9,1.38,1.32,1.66,0.91,1.51,0.91,,,,,,,0.57,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,1.76,2.52,1.47,2.43,2.36,2.31,2.54,2.36,2.43,2.66,,2.52,1.88
SW_2,1.35,1.52,1.69,1.47,1.07,1.14,1.91,1.46,1.1,1.25,1.16,1.15,1.19,1.03,1.4,0.87,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.69,2.61,1.48,2.34,2.33,2.23,2.74,2.24,2.62,2.66,,2.45,1.78
NNE_2,1.35,1.68,1.25,1.6,1.46,1.78,1.06,1.15,1.05,,1.13,1.07,1.13,1.41,1.24,1.23,1.63,,,1.18,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,2.94,2.52,3.06,2.49,2.61,2.43,2.6,2.53,2.38,2.79,,2.54,1.52
WSW_1,0.96,1.24,0.9,1.14,1.3,1.33,1.32,1.57,1.7,1.95,1.27,1.07,1.52,1.32,1.52,0.96,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,1.53,2.71,1.48,2.67,2.27,2.43,2.65,2.29,2.57,2.79,,2.58,2.76
ESE_1,1.18,1.15,1.05,1.24,1.64,1.08,1.37,1.25,0.88,1.81,1.03,1.27,1.19,2.14,1.49,1.83,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,1.7,2.57,1.88,2.47,2.3,2.42,2.59,2.35,2.82,2.8,,2.58,2.04
SSW_1,1.6,1.61,1.52,1.55,1.12,1.57,1.53,1.18,1.57,1.17,1.56,1.48,1.45,1.05,1.91,0.95,,,,,,,0.86,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.29,2.63,1.91,2.47,2.63,2.4,3.29,2.34,2.89,2.83,,2.62,2.04
NW_3,2.09,,1.63,,,1.42,0.97,,1.11,,0.9,1.29,,1.76,1.01,1.83,,,0.82,,,0.95,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,,2.58,4.28,2.93,2.28,3.22,2.21,4.8,2.2,2.88,,2.92,1.72
NNW_1,2.16,2.21,1.56,2.15,2.02,,1.0,2.19,0.99,,0.87,1.22,,1.64,1.14,1.01,0.93,,,,,0.67,,,,,,,,0.54,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,2.61,4.33,3.01,2.35,3.57,2.27,3.57,2.25,2.89,,2.87,1.78
SE_1,1.17,1.27,1.17,1.24,1.98,1.39,1.25,1.9,,1.4,,1.72,1.13,1.98,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.2,2.7,2.26,2.63,2.75,2.45,2.69,2.49,2.91,2.93,,2.69,2.81
N_1,1.63,1.51,1.42,1.71,2.64,,1.0,1.51,1.12,2.3,1.17,1.05,,1.77,1.25,0.8,1.41,,,,,,,,,,,,,0.86,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.07,2.66,2.86,2.65,2.39,2.78,2.3,3.0,2.45,2.93,,2.72,1.89
ENE_2,1.62,1.39,1.47,1.44,1.72,1.21,1.56,1.05,1.19,1.45,1.47,1.0,1.83,1.26,,,,,,0.73,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,1.98,2.71,2.32,2.69,2.69,2.66,2.47,2.64,2.61,2.93,,2.71,1.68
SW_3,2.02,1.7,1.72,1.61,1.12,1.08,,1.52,1.89,1.21,,,,1.19,,0.86,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.89,2.68,1.66,2.74,2.52,2.58,3.11,2.48,2.77,2.96,,2.63,2.05
WSW_2,1.17,1.16,1.12,1.12,1.45,1.94,1.35,1.9,1.45,1.8,1.65,1.16,1.56,1.37,1.23,1.06,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,,2.84,1.87,2.62,2.21,2.65,2.87,2.49,3.21,3.05,,2.7,2.59
E_2,1.46,1.33,1.59,1.39,1.52,1.17,1.93,1.22,,1.35,1.8,2.28,1.48,1.09,,,,1.02,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,2.0,3.01,2.04,2.63,2.71,2.57,2.83,2.64,2.82,3.05,,2.8,2.27
NE_2,1.4,1.57,1.35,1.19,2.1,1.27,1.18,1.49,1.58,1.24,1.12,1.29,,2.39,2.04,1.56,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,2.18,2.73,2.26,2.7,2.51,2.86,2.56,2.89,2.68,3.05,,2.81,2.09
NNW_2,2.02,1.76,1.41,1.79,1.15,,1.14,1.7,1.19,,1.15,1.1,,,1.17,1.13,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,2.8,,3.06,2.32,3.5,2.4,4.11,2.45,3.07,,2.88,1.91
WNW_1,2.43,2.56,1.87,,1.15,,1.38,,1.17,,1.11,1.81,,1.29,1.21,1.49,,,,,,1.05,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,,2.81,3.44,2.81,2.67,2.91,2.6,3.18,2.39,3.09,,3.06,1.92
S_1,1.75,1.41,1.57,1.38,1.45,1.41,,1.35,,1.15,,1.57,1.25,1.23,,1.46,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,2.31,3.09,2.52,2.75,2.91,2.85,2.89,2.68,2.87,3.14,,2.88,2.4
SSE_1,1.7,1.49,2.02,1.53,1.63,1.18,1.95,1.24,,1.43,,1.52,1.13,1.14,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,2.05,3.13,1.83,2.73,2.8,2.72,3.5,2.69,2.91,3.15,,2.9,2.93
SSW_2,1.46,1.31,1.86,1.38,1.52,1.3,,1.53,,1.08,,,1.4,1.69,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,2.17,2.99,2.14,2.91,3.35,2.63,3.4,2.62,3.44,3.2,,2.92,2.78
NW_4,,,1.73,,,,1.44,,1.01,,1.04,,,,1.83,0.84,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,2.98,3.83,3.3,2.83,3.51,2.73,4.29,2.57,3.21,,3.57,1.91
ESE_2,1.81,1.71,1.4,1.71,1.68,1.38,,1.5,,1.13,,,1.36,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,2.34,3.07,2.85,2.92,3.23,2.89,2.77,2.81,2.94,3.25,,2.99,2.04
NE_3,1.75,2.21,1.81,,1.84,1.54,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,2.5,2.87,2.78,3.01,2.76,3.21,2.62,2.98,3.27,3.29,,3.09,1.87
WSW_3,0.88,1.07,,1.23,1.77,,,2.59,2.32,2.06,,,1.62,1.53,1.24,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,2.33,3.25,1.87,3.22,2.38,2.84,2.79,2.92,3.12,3.3,,3.02,2.73
ENE_3,1.48,1.58,1.36,1.56,,1.02,1.78,1.71,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,1.97,3.43,1.88,3.19,2.5,3.3,2.56,3.24,2.9,3.3,,3.04,2.23
NE_4,1.48,,2.09,,,1.32,2.64,,1.13,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,2.7,3.07,2.68,3.78,2.68,3.73,2.72,4.32,2.72,3.33,,3.05,2.28
WNW_2,2.18,,1.72,,,,1.98,,1.57,,1.2,1.19,,1.12,1.38,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,,3.12,2.91,3.53,2.8,3.59,2.85,3.93,2.7,3.42,,3.21,2.11
SW_4,,,1.97,,,,,1.69,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,2.84,3.14,2.43,3.33,2.96,3.29,2.97,3.29,3.2,3.42,,3.17,2.3
NE_6,,,,,2.03,1.47,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,2.61,3.3,3.14,3.02,2.72,3.87,2.78,3.31,2.63,3.42,,3.06,2.17
WSW_4,,0.97,,1.17,1.55,,,2.19,,1.43,,,,1.55,1.2,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,1.91,3.29,1.89,2.92,2.39,3.02,3.3,3.04,4.27,3.43,,2.84,2.89
nan_0,1.78,1.74,1.49,1.81,2.53,1.72,1.59,,1.68,,,1.72,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,2.37,3.31,2.4,3.46,2.74,3.52,2.92,3.23,3.18,3.47,,3.18,2.28
E_3,1.52,1.87,1.73,1.56,1.64,1.53,1.43,2.45,,1.57,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,2.06,3.47,2.18,2.82,3.25,2.99,3.57,2.94,3.42,3.5,,3.22,2.2
NE_5,,,,,,1.24,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,4.13,3.07,4.39,,2.73,,2.77,,2.77,3.53,,3.42,2.06
S_2,2.56,1.97,2.43,1.84,1.92,1.47,,1.23,,1.13,,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,2.78,3.28,1.91,3.06,3.69,2.98,4.25,2.98,3.96,3.57,,3.29,2.59
NNW_3,,,,,,,1.22,,1.3,,1.11,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,3.31,,3.42,3.03,3.77,2.93,4.39,2.88,3.61,,3.69,2.12
E_4,1.32,1.33,1.79,1.31,,1.11,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,2.28,3.76,3.45,3.55,3.19,3.24,3.73,3.23,3.54,3.63,,3.34,2.43
N_2,1.76,2.09,1.86,1.85,,,1.08,,,,1.39,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,3.56,3.38,2.72,4.01,2.9,3.87,2.58,3.64,2.8,3.67,,3.63,2.34
SSW_3,2.04,1.83,,2.01,1.79,1.71,,1.76,,1.85,,,1.03,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,3.33,3.25,3.36,3.07,,3.07,,3.16,,3.67,,3.36,2.03
W_1,1.49,1.55,1.2,1.65,1.87,,,,1.99,,1.78,,,1.41,1.6,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,,3.4,,3.78,2.83,3.41,3.08,3.34,2.97,3.67,,3.38,3.27
ESE_3,1.73,1.78,2.61,1.74,,1.18,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,2.82,3.46,3.11,3.35,3.53,2.97,3.13,3.19,3.62,3.73,,3.33,2.94
ENE_4,1.75,1.98,1.88,1.88,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,4.36,2.48,4.33,2.62,3.33,2.96,,2.86,4.17,2.88,3.74,,3.48,2.37
