,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1
WSPM_0_2,1.0,0.99,0.68,0.33,0.32,,0.86,0.86,0.79,0.62,0.59,0.32,,1.03,0.69,0.68,0.57,0.54,,1.35,0.53,,,0.34,0.74,0.24,,,,1.17,0.87
WSPM_0_1,0.86,0.9,0.9,0.45,0.25,,0.9,0.81,0.72,0.49,0.66,0.46,,0.87,0.86,0.92,0.35,0.45,,0.25,1.35,0.14,0.17,0.72,0.91,0.56,0.38,,,1.23,0.64
WSPM_0_3,0.89,1.02,0.58,0.43,0.8,,0.87,0.95,0.82,0.63,,0.59,,1.05,0.67,0.4,0.86,0.58,,,0.3,1.44,,0.39,0.58,0.35,,,,1.08,1.13
WSPM_0_4,1.15,0.8,0.6,0.97,,,1.04,0.62,1.01,0.74,,0.68,,1.27,0.59,0.62,,0.63,,,0.25,,1.57,0.34,0.52,,,,,1.14,1.21
WSPM_0_0,1.09,1.08,0.92,0.66,0.6,,1.03,0.89,0.97,0.92,0.72,0.48,,0.96,1.12,0.88,0.73,0.69,,0.61,0.85,0.49,,1.66,1.56,0.96,0.73,,,1.45,0.9
WSPM_1_0,1.23,1.06,1.02,0.62,0.55,,1.06,0.95,1.12,0.79,0.75,0.49,,1.08,1.11,1.0,0.64,0.56,,0.63,1.19,0.58,0.46,1.45,1.49,0.77,0.57,,,1.5,1.02
WSPM_1_1,1.17,1.29,0.78,0.58,0.72,,1.09,1.11,0.93,0.96,0.62,0.62,,1.23,1.23,0.82,0.88,0.88,,1.1,0.87,0.68,,1.38,0.98,1.88,,,,1.56,1.17
WSPM_1_2,1.2,1.31,0.56,0.76,0.61,,1.17,1.12,0.98,0.87,,0.66,,1.07,1.27,0.56,0.8,1.14,,,0.73,,,1.02,0.74,,2.0,,,1.57,
WSPM_1_3,1.03,1.47,,,1.52,,1.15,1.28,0.96,1.2,,1.0,,,1.27,,1.45,1.41,,,,,,1.04,,,,2.52,,1.82,0.85
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.78,0.79,0.66,0.44,0.39,0.61,0.73,0.7,0.71,0.53,0.47,0.4,0.61,0.79,0.72,0.64,0.48,0.49,0.61,0.7,0.77,0.54,0.47,0.69,0.76,0.55,0.48,0.31,0.61,1.06,0.55
PM10_1,1.03,0.97,0.39,0.58,0.58,,0.96,0.85,0.69,0.64,0.34,0.55,,1.1,0.53,0.5,0.65,0.55,,0.81,0.55,0.95,0.84,0.32,0.48,0.15,,,,0.86,1.33
