,Unnamed: 0,Unnamed: 0.1,No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,PM2.5_cluster,PM10_cluster,TEMP_cluster,PRES_cluster,DEWP_cluster,RAIN_cluster,WSPM_cluster,time_set,wd_cluster,TEMP_cluster_cluster,PRES_cluster_cluster,DEWP_cluster_cluster,RAIN_cluster_cluster,WSPM_cluster_cluster,PM10_cluster_cluster
10,2219,,2220,56.0,56.0,10.0,19.0,400.0,119.0,29.7,1002.8,0.3,0.0,ESE,1.8,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_0,RAIN_0,WSPM_0,2013-06-01 11:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_0_0,RAIN_0_1,WSPM_0_1,PM10_0_0
11,2220,,2221,38.0,38.0,6.0,14.0,400.0,127.0,30.0,1002.3,-1.4,0.0,SE,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_0,RAIN_0,WSPM_0,2013-06-01 12:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_0_0,RAIN_0_1,WSPM_0_1,PM10_0_0
12,2221,,2222,21.0,31.0,7.0,16.0,400.0,150.0,29.9,1002.0,-0.5,0.0,E,2.2,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_0,RAIN_0,WSPM_0,2013-06-01 13:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_0_0,RAIN_0_1,WSPM_0_1,PM10_0_0
13,2222,,2223,27.0,32.0,6.0,18.0,400.0,155.0,30.1,1001.7,-0.3,0.0,ESE,2.6,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_0,RAIN_0,WSPM_1,2013-06-01 14:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_0_0,RAIN_0_1,WSPM_1_0,PM10_0_0
14,2223,,2224,13.0,20.0,4.0,16.0,300.0,147.0,30.1,1001.8,-2.4,0.0,E,1.8,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_0,RAIN_0,WSPM_0,2013-06-01 15:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_0_0,RAIN_0_1,WSPM_0_0,PM10_0_0
15,2224,,2225,14.0,14.0,4.0,16.0,300.0,140.0,30.1,1002.2,-0.3,0.0,N,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_0,RAIN_0,WSPM_0,2013-06-01 16:00:00,N_0,TEMP_1_1,PRES_0_1,DEWP_0_0,RAIN_0_1,WSPM_0_0,PM10_0_0
16,2225,,2226,16.0,15.0,5.0,20.0,300.0,119.0,28.0,1002.9,10.2,0.0,NNE,0.8,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-01 17:00:00,NNE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_0_0
17,2226,,2227,31.0,94.0,6.0,25.0,400.0,113.0,26.9,1003.8,7.4,0.0,SE,2.7,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-06-01 18:00:00,SE_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_1_0,PM10_0_0
18,2227,,2228,47.0,304.0,22.0,42.0,1000.0,133.0,25.7,1003.5,7.3,0.0,SE,2.7,Dongsi,PM2.5_0,PM10_2,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-06-01 19:00:00,SE_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_1_0,PM10_2_0
19,2228,,2229,56.0,119.0,20.0,60.0,1000.0,98.0,24.5,1003.7,6.7,0.0,SE,1.5,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-01 20:00:00,SE_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_0
20,2229,,2230,51.0,74.0,19.0,52.0,900.0,88.0,23.6,1003.8,6.8,0.0,ESE,1.8,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-01 21:00:00,ESE_2,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_0_0
21,2230,,2231,40.0,88.0,21.0,36.0,600.0,92.0,22.6,1004.7,8.3,0.0,ESE,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-01 22:00:00,ESE_2,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_0_0
22,2231,,2232,48.0,128.0,28.0,32.0,800.0,109.0,21.9,1004.6,9.1,0.0,ESE,0.9,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-01 23:00:00,ESE_2,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_0
23,2232,,2233,63.0,106.0,33.0,42.0,900.0,100.0,19.2,1003.9,10.2,0.0,ESE,1.0,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 00:00:00,ESE_2,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_0
24,2233,,2234,70.0,87.0,39.0,33.0,800.0,94.0,19.8,1003.7,8.8,0.0,E,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 01:00:00,E_4,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_0_0
25,2234,,2235,69.0,77.0,32.0,42.0,800.0,74.0,18.2,1003.2,9.3,0.0,E,1.3,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 02:00:00,E_4,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_0_0
26,2235,,2236,74.0,92.0,34.0,46.0,1000.0,66.0,18.2,1002.9,10.8,0.0,E,1.5,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 03:00:00,E_4,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_0_0
27,2236,,2237,88.0,151.0,35.0,59.0,1300.0,52.0,17.6,1003.3,11.6,0.0,E,0.6,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 04:00:00,E_4,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_2
28,2237,,2238,130.0,202.0,48.0,71.0,1899.0,48.0,19.0,1002.9,15.9,0.0,E,0.6,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 05:00:00,E_4,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_2
29,2238,,2239,188.0,250.0,53.0,58.0,2200.0,70.0,19.9,1002.9,16.9,0.0,E,2.0,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 06:00:00,E_4,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_2
30,2239,,2240,188.0,199.0,58.0,53.0,2000.0,86.0,20.7,1002.4,17.3,0.0,ESE,3.1,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-06-02 07:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_1_0,PM10_1_2
31,2240,,2241,213.0,199.0,64.0,58.0,2000.0,92.0,21.1,1002.5,17.5,0.0,ENE,2.3,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 08:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
32,2241,,2242,187.0,193.0,68.0,59.0,2200.0,98.0,21.1,1002.2,17.5,0.0,E,2.3,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 09:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
33,2242,,2243,201.0,211.0,56.0,65.0,2399.0,87.0,21.5,1001.7,17.7,0.0,ENE,1.9,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 10:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
34,2243,,2244,218.0,225.0,46.0,57.0,2299.0,92.0,22.4,1001.2,18.4,0.0,SE,1.4,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 11:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
35,2244,,2245,252.0,225.0,41.0,49.0,2299.0,113.0,23.7,999.9,18.6,0.0,E,1.6,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 12:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
36,2245,,2246,257.0,221.0,41.0,50.0,2600.0,127.0,24.5,999.3,19.3,0.0,ESE,2.4,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 13:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
37,2246,,2247,263.0,226.0,44.0,52.0,3000.0,139.0,25.0,998.4,19.4,0.0,ENE,2.3,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 14:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
38,2247,,2248,237.0,203.0,38.0,45.0,2200.0,150.0,26.2,997.6,19.6,0.0,E,2.6,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-06-02 15:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_1_0,PM10_1_2
39,2248,,2249,181.0,143.0,39.0,40.0,1800.0,146.0,26.2,997.7,19.1,0.0,E,2.0,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 16:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
40,2249,,2250,156.0,124.0,46.0,50.0,1600.0,154.0,26.1,996.8,19.0,0.0,ESE,2.9,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-06-02 17:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_1_0,PM10_1_2
41,2250,,2251,155.0,104.0,66.0,46.0,1399.0,186.0,25.2,997.7,18.6,0.0,E,2.3,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 18:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
42,2251,,2252,151.0,123.0,67.0,51.0,1500.0,178.0,24.5,998.3,18.4,0.0,ESE,2.6,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-06-02 19:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_1_0,PM10_1_2
43,2252,,2253,148.0,114.0,51.0,52.0,1399.0,157.0,23.9,999.3,18.1,0.0,ESE,2.0,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 20:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_2
44,2253,,2254,140.0,103.0,53.0,48.0,1399.0,132.0,23.2,999.9,18.1,0.0,E,2.1,Dongsi,PM2.5_1,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 21:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_0_0
45,2254,,2255,122.0,93.0,49.0,50.0,1600.0,110.0,22.2,1000.0,18.2,0.0,ENE,1.1,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 22:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_0_0
46,2255,,2256,103.0,111.0,42.0,49.0,1800.0,99.0,21.6,999.8,18.2,0.0,NE,1.2,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-02 23:00:00,NE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_1
47,2256,,2257,103.0,111.0,42.0,49.0,1800.0,99.0,20.8,999.4,18.0,0.0,E,0.9,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 00:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_1
48,2257,,2258,157.0,128.0,40.0,48.0,1700.0,97.0,19.5,999.1,17.5,0.0,ESE,0.7,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 01:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_1
49,2258,,2259,162.0,122.0,40.0,41.0,1899.0,100.0,19.1,999.2,17.8,0.0,ENE,1.0,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 02:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_1
50,2259,,2260,167.0,123.0,43.0,38.0,1899.0,102.0,18.2,999.0,17.0,0.0,ENE,0.0,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 03:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_1
51,2260,,2261,173.0,128.0,42.0,52.0,1899.0,76.0,17.4,999.9,16.4,0.0,SSW,0.6,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 04:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_1
52,2261,,2262,175.0,127.0,41.0,60.0,2100.0,60.0,18.7,1000.6,17.7,0.0,NNE,0.8,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 05:00:00,NNE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_1
53,2262,,2263,151.0,161.0,32.0,77.0,2200.0,43.0,21.5,1001.1,18.5,0.0,NE,0.1,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 06:00:00,NE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_1
54,2263,,2264,158.0,174.0,38.0,88.0,2200.0,46.0,23.5,1001.4,18.4,0.0,NNE,1.9,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 07:00:00,NNE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_1,PM10_1_1
55,2264,,2265,184.0,174.0,55.0,61.0,2100.0,85.0,25.5,1001.8,18.2,0.0,ENE,2.6,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-06-03 08:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_1_0,PM10_1_1
56,2265,,2266,151.0,160.0,60.0,60.0,2000.0,114.0,27.1,1002.0,16.4,0.0,NNE,2.2,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 09:00:00,NNE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_1
57,2266,,2267,180.0,160.0,54.0,54.0,1899.0,150.0,29.1,1001.7,14.5,0.0,ENE,1.8,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 10:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_1
58,2267,,2268,145.0,34.0,44.0,39.0,1600.0,182.0,30.7,1000.9,10.1,0.0,NNW,1.5,Dongsi,PM2.5_1,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 11:00:00,NNW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_0_0
59,2268,,2269,112.0,112.0,33.0,26.0,1200.0,195.0,32.0,1000.2,7.6,0.0,E,3.6,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-06-03 12:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_1_0,PM10_1_0
60,2269,,2270,76.0,76.0,22.0,18.0,900.0,192.0,33.1,999.9,7.8,0.0,ESE,2.3,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 13:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_0_0
61,2270,,2271,57.0,57.0,15.0,16.0,800.0,199.0,33.5,999.9,5.9,0.0,SE,2.3,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 14:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_0_0
62,2271,,2272,29.0,49.0,13.0,19.0,800.0,212.0,33.9,999.8,6.2,0.0,SE,2.3,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 15:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_0_0
63,2272,,2273,34.0,46.0,14.0,20.0,800.0,242.0,33.7,1000.2,6.9,0.0,WSW,1.6,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 16:00:00,WSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_0_0
64,2273,,2274,65.0,306.0,20.0,27.0,1100.0,282.0,31.8,1000.5,11.6,0.0,WSW,2.9,Dongsi,PM2.5_0,PM10_2,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-06-03 17:00:00,WSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_1_0,PM10_2_0
65,2274,,2275,104.0,136.0,28.0,28.0,1300.0,278.0,30.8,1001.0,10.7,0.0,SSW,1.0,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 18:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
66,2275,,2276,91.0,137.0,27.0,32.0,1200.0,244.0,27.3,1001.6,11.7,0.0,SSW,0.0,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 19:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
67,2276,,2277,96.0,116.0,25.0,54.0,1399.0,205.0,24.7,1002.4,12.6,0.0,WNW,0.6,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 20:00:00,WNW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
68,2277,,2278,107.0,146.0,24.0,72.0,1700.0,159.0,23.4,1002.9,13.8,0.0,E,1.1,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 21:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
69,2278,,2279,123.0,162.0,27.0,135.0,2000.0,98.0,22.6,1003.3,13.6,0.0,E,0.2,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 22:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
70,2279,,2280,123.0,162.0,27.0,135.0,2000.0,98.0,22.0,1003.7,13.6,0.0,SE,0.2,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-03 23:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
71,2280,,2281,137.0,178.0,31.0,160.0,2100.0,72.0,21.4,1003.7,14.1,0.0,ESE,1.0,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-04 00:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
72,2281,,2282,127.0,155.0,37.0,116.0,1700.0,93.0,22.0,1004.1,13.1,0.0,E,0.6,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-06-04 01:00:00,E_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_0_0,PM10_1_2
73,2282,,2283,134.0,203.0,46.0,106.0,1700.0,81.0,23.0,1004.9,13.5,0.0,E,4.0,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-06-04 02:00:00,E_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_1,WSPM_1_1,PM10_1_2
