,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,PM2.5_cluster,PM10_cluster,TEMP_cluster,PRES_cluster,DEWP_cluster,RAIN_cluster,WSPM_cluster,time_set,wd_cluster
19,6620,,,,,,,6621,142.0,139.0,42.0,81.0,,13.0,5.9,1017.0,-9.6,0.0,WSW,2.0,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-01 20:00:00,WSW_0
20,6621,,,,,,,6622,162.0,155.0,41.0,87.0,,9.0,3.6,1016.6,-9.4,0.0,WSW,1.6,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-01 21:00:00,WSW_0
21,6622,,,,,,,6623,141.0,133.0,38.0,85.0,,8.0,0.8,1016.7,-8.5,0.0,NNW,0.7,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-01 22:00:00,NNW_0
22,6623,,,,,,,6624,137.0,132.0,40.0,84.0,,8.0,1.7,1016.9,-8.4,0.0,E,1.4,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-01 23:00:00,E_0
23,6624,,,,,,,6625,145.0,136.0,42.0,83.0,,8.0,-0.5,1016.3,-8.0,0.0,SW,0.5,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 00:00:00,SW_0
24,6625,,,,,,,6626,175.0,154.0,45.0,94.0,,12.0,-2.3,1016.1,-8.6,0.0,S,0.0,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 01:00:00,S_0
25,6626,,,,,,,6627,178.0,176.0,60.0,88.0,,15.0,-2.5,1015.9,-8.8,0.0,W,0.5,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 02:00:00,W_0
26,6627,,,,,,,6628,107.0,95.0,56.0,71.0,,10.0,-0.2,1015.5,-10.7,0.0,NE,1.0,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 03:00:00,NE_0
27,6628,,,,,,,6629,78.0,64.0,47.0,64.0,,8.0,-2.3,1015.1,-9.9,0.0,ESE,1.3,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 04:00:00,ESE_0
28,6629,,,,,,,6630,60.0,50.0,45.0,62.0,,7.0,-3.0,1015.0,-10.1,0.0,E,0.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 05:00:00,E_0
29,6630,,,,,,,6631,57.0,51.0,41.0,65.0,,7.0,-3.5,1015.1,-10.4,0.0,N,0.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 06:00:00,N_0
30,6631,,,,,,,6632,77.0,83.0,53.0,67.0,,8.0,-2.2,1015.8,-10.3,0.0,S,0.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 07:00:00,S_0
31,6632,,,,,,,6633,83.0,87.0,45.0,66.0,,9.0,2.6,1015.9,-10.7,0.0,ESE,0.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 08:00:00,ESE_0
32,6633,,,,,,,6634,59.0,58.0,30.0,56.0,,9.0,4.9,1015.6,-11.3,0.0,ENE,1.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 09:00:00,ENE_0
33,6634,,,,,,,6635,59.0,64.0,56.0,54.0,,11.0,7.3,1015.0,-10.5,0.0,E,1.0,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 10:00:00,E_0
34,6635,,,,,,,6636,72.0,75.0,72.0,56.0,,15.0,9.1,1014.3,-11.5,0.0,NNE,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 11:00:00,NNE_0
35,6636,,,,,,,6637,82.0,91.0,78.0,61.0,,18.0,11.2,1013.7,-11.0,0.0,SE,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 12:00:00,SE_0
36,6637,,,,,,,6638,89.0,97.0,69.0,66.0,,18.0,10.5,1013.1,-11.6,0.0,WSW,0.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 13:00:00,WSW_0
37,6638,,,,,,,6639,78.0,83.0,61.0,67.0,,16.0,10.9,1012.9,-10.6,0.0,ESE,1.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 14:00:00,ESE_0
38,6639,,,,,,,6640,80.0,87.0,53.0,74.0,,14.0,10.6,1013.0,-10.9,0.0,ESE,0.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 15:00:00,ESE_0
39,6640,,,,,,,6641,84.0,91.0,53.0,89.0,,12.0,6.4,1013.1,-10.4,0.0,SSW,0.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 16:00:00,SSW_0
40,6641,,,,,,,6642,92.0,104.0,55.0,106.0,,9.0,3.8,1013.8,-9.2,0.0,E,0.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 17:00:00,E_0
41,6642,,,,,,,6643,130.0,158.0,68.0,141.0,,10.0,2.4,1014.3,-8.6,0.0,ENE,0.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 18:00:00,ENE_0
42,6643,,,,,,,6644,185.0,233.0,73.0,137.0,,12.0,1.8,1015.2,-7.8,0.0,NW,0.6,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 19:00:00,NW_0
43,6644,,,,,,,6645,212.0,243.0,68.0,128.0,,13.0,1.3,1016.0,-7.5,0.0,ESE,0.9,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 20:00:00,ESE_0
44,6645,,,,,,,6646,207.0,220.0,67.0,129.0,,12.0,0.8,1016.3,-6.8,0.0,NNE,0.6,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 21:00:00,NNE_0
45,6646,,,,,,,6647,211.0,209.0,69.0,126.0,,12.0,-0.1,1016.6,-6.5,0.0,N,0.4,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 22:00:00,N_0
46,6647,,,,,,,6648,191.0,197.0,65.0,124.0,,11.0,-0.3,1016.7,-6.5,0.0,NNW,0.4,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-02 23:00:00,NNW_0
47,6648,,,,,,,6649,171.0,171.0,68.0,119.0,,10.0,-0.9,1016.4,-7.5,0.0,NW,0.7,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 00:00:00,NW_0
48,6649,,,,,,,6650,183.0,180.0,88.0,116.0,,13.0,-0.4,1016.6,-8.1,0.0,NE,1.3,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 01:00:00,NE_0
49,6650,,,,,,,6651,149.0,149.0,93.0,88.0,,11.0,0.3,1017.0,-9.2,0.0,ENE,1.1,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 02:00:00,ENE_0
50,6651,,,,,,,6652,110.0,110.0,81.0,71.0,,9.0,1.2,1016.9,-9.7,0.0,NNE,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 03:00:00,NNE_0
51,6652,,,,,,,6653,81.0,83.0,68.0,64.0,,6.0,-0.1,1017.0,-9.8,0.0,ENE,1.9,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 04:00:00,ENE_0
52,6653,,,,,,,6654,61.0,65.0,55.0,57.0,,6.0,2.5,1017.8,-10.1,0.0,NE,1.4,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 05:00:00,NE_0
53,6654,,,,,,,6655,47.0,58.0,46.0,52.0,,7.0,0.9,1018.4,-10.0,0.0,ENE,1.3,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 06:00:00,ENE_0
54,6655,,,,,,,6656,41.0,51.0,42.0,52.0,,7.0,3.6,1019.3,-10.8,0.0,NNE,1.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 07:00:00,NNE_0
55,6656,,,,,,,6657,43.0,57.0,39.0,56.0,,7.0,6.9,1019.8,-10.4,0.0,NE,1.1,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 08:00:00,NE_1
56,6657,,,,,,,6658,40.0,63.0,34.0,49.0,,11.0,9.6,1019.7,-10.6,0.0,NE,1.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 09:00:00,NE_1
57,6658,,,,,,,6659,34.0,60.0,25.0,38.0,,22.0,10.7,1019.6,-10.8,0.0,NE,1.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 10:00:00,NE_1
58,6659,,,,,,,6660,34.0,56.0,22.0,32.0,,33.0,12.1,1018.7,-10.2,0.0,NNE,1.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 11:00:00,NNE_0
59,6660,,,,,,,6661,27.0,46.0,18.0,22.0,,47.0,13.5,1017.9,-10.4,0.0,N,1.5,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 12:00:00,N_0
60,6661,,,,,,,6662,23.0,37.0,16.0,19.0,,54.0,14.1,1017.1,-10.6,0.0,NW,1.4,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 13:00:00,NW_0
61,6662,,,,,,,6663,25.0,33.0,13.0,20.0,,58.0,14.5,1016.6,-11.9,0.0,NW,1.9,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 14:00:00,NW_0
62,6663,,,,,,,6664,21.0,27.0,9.0,21.0,,62.0,14.0,1016.8,-11.5,0.0,ENE,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 15:00:00,ENE_0
63,6664,,,,,,,6665,21.0,27.0,9.0,21.0,,61.047,10.4,1017.1,-11.0,0.0,W,0.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 16:00:00,W_1
64,6665,,,,,,,6666,26.0,35.0,13.0,38.0,,45.0,6.6,1017.5,-10.2,0.0,W,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 17:00:00,W_1
65,6666,,,,,,,6667,48.0,79.0,24.0,78.0,,10.0,4.8,1017.5,-10.1,0.0,W,0.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 18:00:00,W_1
66,6667,,,,,,,6668,109.0,145.0,39.0,111.0,,9.0,5.9,1017.5,-8.4,0.0,SW,3.0,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-03 19:00:00,SW_0
67,6668,,,,,,,6669,151.0,165.0,55.0,108.0,,10.0,6.1,1017.4,-8.2,0.0,SW,0.7,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 20:00:00,SW_0
68,6669,,,,,,,6670,158.0,161.0,55.0,97.0,,9.0,4.2,1017.3,-7.3,0.0,NE,0.4,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 21:00:00,NE_0
69,6670,,,,,,,6671,165.0,162.0,50.0,89.0,,9.0,2.5,1017.2,-6.9,0.0,S,0.9,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 22:00:00,S_0
70,6671,,,,,,,6672,168.0,161.0,52.0,92.0,,9.0,1.7,1016.9,-6.9,0.0,SE,0.4,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-03 23:00:00,SE_0
71,6672,,,,,,,6673,158.0,156.0,46.0,89.0,,8.0,0.6,1016.9,-6.3,0.0,NNE,0.4,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 00:00:00,NNE_0
72,6673,,,,,,,6674,166.0,165.0,45.0,94.0,,9.0,0.1,1016.9,-5.9,0.0,SE,0.5,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 01:00:00,SE_0
73,6674,,,,,,,6675,166.0,165.0,48.0,97.0,,7.0,-0.8,1016.9,-5.8,0.0,E,1.1,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 02:00:00,E_0
74,6675,,,,,,,6676,157.0,154.0,42.0,96.0,,6.0,-0.2,1016.5,-7.0,0.0,NE,1.2,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 03:00:00,NE_0
75,6676,,,,,,,6677,145.0,136.0,44.0,96.0,,10.0,-1.4,1016.2,-7.5,0.0,NE,0.7,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 04:00:00,NE_0
76,6677,,,,,,,6678,143.0,134.0,41.0,89.0,,10.0,-1.6,1016.1,-7.3,0.0,S,0.6,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 05:00:00,S_0
77,6678,,,,,,,6679,136.0,145.0,52.0,92.0,,9.0,-2.5,1016.7,-8.0,0.0,ENE,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 06:00:00,ENE_0
78,6679,,,,,,,6680,112.0,120.0,51.0,80.0,,8.0,-1.6,1017.1,-7.3,0.0,SE,0.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 07:00:00,SE_0
79,6680,,,,,,,6681,80.0,87.0,47.0,72.0,,8.0,4.1,1017.2,-7.4,0.0,ENE,1.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 08:00:00,ENE_0
80,6681,,,,,,,6682,71.0,69.0,50.0,62.0,,9.0,7.7,1016.7,-7.6,0.0,ESE,1.1,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 09:00:00,ESE_0
81,6682,,,,,,,6683,67.0,74.0,58.0,56.0,,12.0,11.6,1016.2,-8.9,0.0,NNE,2.3,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 10:00:00,NNE_0
82,6683,,,,,,,6684,75.0,81.0,52.0,57.0,,17.0,11.8,1015.1,-8.7,0.0,NE,1.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 11:00:00,NE_0
83,6684,,,,,,,6685,66.0,76.0,46.0,51.0,,23.0,13.0,1014.1,-9.5,0.0,NNW,1.4,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 12:00:00,NNW_0
84,6685,,,,,,,6686,69.0,77.0,43.0,50.0,,28.0,13.6,1013.8,-9.6,0.0,N,0.8,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 13:00:00,N_0
85,6686,,,,,,,6687,56.0,54.0,38.0,42.0,,34.0,14.2,1013.8,-9.8,0.0,NE,0.8,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 14:00:00,NE_0
86,6687,,,,,,,6688,45.0,44.0,35.0,43.0,,34.0,13.0,1013.8,-10.1,0.0,E,1.0,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 15:00:00,E_0
87,6688,,,,,,,6689,37.0,37.0,32.0,46.0,,30.0,8.5,1014.0,-9.0,0.0,ENE,0.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 16:00:00,ENE_0
88,6689,,,,,,,6690,62.0,95.0,41.0,84.0,,12.0,6.0,1014.1,-8.7,0.0,N,0.4,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 17:00:00,N_0
89,6690,,,,,,,6691,180.0,178.0,50.0,119.0,,9.0,5.0,1015.0,-6.9,0.0,NE,1.2,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 18:00:00,NE_0
90,6691,,,,,,,6692,48.0,42.0,22.0,64.0,,7.0,3.9,1015.1,-6.4,0.0,ESE,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 19:00:00,ESE_0
91,6692,,,,,,,6693,65.0,77.0,38.0,75.0,,8.0,3.5,1015.6,-6.0,0.0,ESE,0.2,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 20:00:00,ESE_0
92,6693,,,,,,,6694,110.0,121.0,45.0,83.0,,9.0,3.3,1016.1,-5.6,0.0,NE,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 21:00:00,NE_0
93,6694,,,,,,,6695,111.0,118.0,52.0,81.0,,10.0,3.7,1016.3,-6.3,0.0,NE,0.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 22:00:00,NE_0
94,6695,,,,,,,6696,74.0,73.0,44.0,64.0,,6.0,4.1,1016.9,-6.8,0.0,E,1.4,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-04 23:00:00,E_0
95,6696,,,,,,,6697,67.0,67.0,38.0,62.0,,6.0,4.8,1017.1,-6.4,0.0,N,0.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-05 00:00:00,N_0
96,6697,,,,,,,6698,93.0,103.0,73.0,68.0,,7.0,3.8,1017.5,-6.2,0.0,NE,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-05 01:00:00,NE_0
97,6698,,,,,,,6699,165.0,197.0,124.0,82.0,,7.0,2.7,1018.1,-5.9,0.0,E,0.5,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-05 02:00:00,E_0
98,6699,,,,,,,6700,133.0,142.0,117.0,77.0,,6.0,5.5,1018.6,-8.1,0.0,NE,1.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-05 03:00:00,NE_0
99,6700,,,,,,,6701,85.0,78.0,67.0,63.0,,5.0,5.5,1019.2,-9.1,0.0,N,1.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-05 04:00:00,N_3
100,6701,,,,,,,6702,29.0,31.0,30.0,49.0,,5.0,4.3,1020.0,-9.1,0.0,N,1.9,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-05 05:00:00,N_3
101,6702,,,,,,,6703,24.0,20.0,28.0,46.0,,7.0,5.5,1020.8,-9.9,0.0,N,3.3,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-05 06:00:00,N_3
