,temp_6,temp_3,temp_5,temp_2,temp_4,temp_7,temp_1,temp_0,sky is clear,mist,overcast clouds,broken clouds,scattered clouds,light rain,few clouds,light snow,Sky is Clear,moderate rain,haze,light intensity drizzle,fog,proximity thunderstorm,drizzle,heavy snow,heavy intensity rain,snow,proximity shower rain,thunderstorm,heavy intensity drizzle,thunderstorm with heavy rain,thunderstorm with light rain,proximity thunderstorm with rain,thunderstorm with rain,smoke,very heavy rain,thunderstorm with light drizzle,proximity thunderstorm with drizzle,light intensity shower rain,light shower snow,shower drizzle,light rain and snow,SQUALLS,sleet,freezing rain,thunderstorm with drizzle,shower snow,sky is clear_0,mist_0,broken clouds_0,light rain_0,broken clouds_1,moderate rain_0,overcast clouds_0,overcast clouds_2,overcast clouds_1,scattered clouds_0,light intensity drizzle_0,haze_0,light rain_1,few clouds_1,light snow_0,scattered clouds_2,scattered clouds_1,fog_0,overcast clouds_3,mist_1,mist_2,broken clouds_2,drizzle_0,proximity thunderstorm_0,few clouds_0,scattered clouds_3,heavy intensity rain_0,few clouds_2,heavy snow_0,light snow_1,mist_3,light snow_2,overcast clouds_4,light rain_2,snow_0,light snow_3,broken clouds_3,moderate rain_1,mist_4,haze_1,proximity shower rain_0,mist_5,thunderstorm_0,light snow_4,proximity thunderstorm_1,heavy snow_1,thunderstorm with heavy rain_0,broken clouds_4,drizzle_1,heavy intensity drizzle_0,thunderstorm with light rain_0,fog_1,haze_2,heavy snow_3,proximity thunderstorm with rain_0,mist_6,heavy snow_2,thunderstorm with rain_0,haze_3,haze_7,proximity thunderstorm_2,heavy snow_4,fog_2,smoke_0,heavy intensity rain_1,very heavy rain_0,haze_4,heavy intensity rain_2,thunderstorm with light drizzle_0,heavy snow_6,light intensity shower rain_0,proximity thunderstorm with drizzle_0,snow_1,haze_8,light shower snow_0,haze_5,moderate rain_2,heavy snow_5,light rain and snow_0,shower drizzle_0,haze_6,scattered clouds_4,heavy intensity drizzle_1,SQUALLS_0,mist_7,sleet_0,thunderstorm with drizzle_0,proximity thunderstorm with rain_1,thunderstorm with rain_1,few clouds_3,freezing rain_0,snow_2,drizzle_2,light intensity drizzle_1,proximity thunderstorm_3,proximity shower rain_1,heavy intensity rain_3,light rain_3,shower snow_0,sky is clear_1,traffic_volume_2,traffic_volume_0,traffic_volume_1
overcast clouds,0.48,1.46,0.74,1.52,1.05,0.32,1.11,0.94,0.57,0.57,3.04,1.46,0.86,0.7,0.59,0.73,0.16,0.45,0.51,0.63,0.19,0.36,0.43,1.0,0.23,0.24,0.66,0.19,0.08,0.19,0.29,0.37,0.19,0.42,0.0,0.0,0.15,0.19,0.33,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.52,1.59,0.68,1.28,0.45,1.61,5.22,3.51,1.03,0.63,0.49,0.79,0.51,0.59,0.55,0.76,0.19,7.05,0.64,0.54,0.73,0.41,0.36,0.71,0.2,0.23,0.26,0.83,0.79,0.62,1.01,8.08,0.6,0.23,0.68,0.13,0.33,0.74,0.68,0.66,0.47,0.19,0.46,0.47,1.23,0.19,0.0,0.53,0.09,0.29,0.16,1.25,2.14,0.38,0.96,0.92,0.21,0.0,0.0,0.12,0.37,0.0,0.42,0.0,0.0,0.23,0.0,0.0,0.0,0.19,0.15,0.38,0.0,0.33,0.0,0.0,1.72,0.0,0.14,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.9,0.95
broken clouds,0.93,0.99,0.86,1.11,1.03,1.06,1.31,1.39,0.91,0.42,1.23,2.49,1.54,0.56,1.32,0.62,0.43,0.35,0.5,0.33,0.27,0.47,0.17,0.28,0.27,0.1,0.66,0.37,0.06,0.29,0.33,0.23,0.42,0.46,0.34,0.15,0.16,0.41,0.0,0.15,0.12,1.03,0.0,0.0,0.0,0.0,0.87,0.34,1.59,0.51,3.88,0.35,1.5,0.7,1.27,1.67,0.33,0.46,0.73,1.23,0.53,1.24,1.59,0.27,0.62,0.52,0.64,6.73,0.16,0.47,1.41,0.95,0.25,1.13,0.25,0.79,0.41,0.68,0.37,0.7,0.1,0.42,9.39,0.23,1.06,0.42,0.66,0.36,0.37,0.08,0.39,0.43,0.29,10.02,0.14,0.06,0.33,0.47,1.22,0.28,0.24,0.18,0.67,0.45,0.54,0.5,0.54,0.61,0.0,0.46,0.57,0.34,0.76,0.86,0.15,0.0,0.41,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.82,0.92
scattered clouds,1.38,0.72,1.11,0.66,1.03,1.78,0.67,0.87,1.33,0.34,0.97,1.54,2.52,0.57,1.87,0.3,1.16,0.29,0.51,0.28,0.25,0.34,0.15,0.26,0.24,0.08,0.49,0.33,0.12,0.14,0.34,0.1,0.28,0.41,0.28,0.0,0.0,0.41,0.48,0.0,0.0,0.46,0.0,0.0,0.0,0.0,1.32,0.3,1.74,0.5,1.37,0.3,1.25,0.58,0.82,1.52,0.28,0.48,0.78,1.68,0.25,4.39,3.14,0.26,0.38,0.43,0.38,0.45,0.15,0.36,2.09,6.81,0.24,1.58,0.21,0.41,0.26,0.31,0.41,0.64,0.08,0.16,0.06,0.04,0.34,0.63,0.49,0.14,0.33,0.11,0.36,0.18,0.14,0.0,0.08,0.13,0.34,0.0,0.64,0.5,0.11,0.0,1.01,0.3,0.54,0.68,0.37,0.55,0.0,0.41,0.31,0.28,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.48,1.16,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.69,0.84
light rain,1.32,1.05,1.26,0.32,1.12,1.1,0.14,0.09,0.43,1.27,1.15,0.89,0.63,2.76,0.35,0.64,0.56,2.51,0.73,2.42,0.69,2.15,2.42,0.57,1.85,0.72,1.67,2.05,2.26,2.31,2.48,2.12,2.78,0.42,2.27,1.23,1.76,3.26,0.49,1.89,2.04,1.43,2.43,0.39,2.55,0.0,0.44,1.4,0.95,2.26,0.8,2.5,1.39,0.83,1.09,0.68,2.42,0.77,4.42,0.41,0.82,0.6,0.56,0.68,0.46,0.93,0.66,0.54,2.45,2.19,0.31,0.18,1.84,0.24,0.63,0.35,0.69,0.3,0.04,9.11,0.72,0.04,0.32,2.67,0.2,0.71,1.67,0.43,2.05,0.0,1.61,0.23,2.31,0.0,2.03,2.21,2.48,0.7,0.28,0.0,2.17,0.24,0.23,2.8,0.74,0.0,0.94,1.68,1.24,0.42,2.36,2.27,0.0,2.08,1.23,0.0,3.26,1.76,0.95,0.65,0.49,0.0,0.0,0.0,2.04,1.89,0.0,0.0,2.86,1.43,0.0,2.43,2.55,0.0,2.49,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.92,0.99
few clouds,1.1,0.8,1.07,0.74,1.2,1.6,1.06,1.1,1.21,0.28,0.53,1.08,1.79,0.41,4.98,0.13,2.27,0.16,0.41,0.13,0.28,0.22,0.04,0.46,0.09,0.01,0.18,0.16,0.0,0.08,0.23,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,8.21,1.29,0.21,1.1,0.26,1.16,0.15,0.66,0.39,0.43,1.7,0.13,0.34,0.86,6.79,0.13,2.24,1.69,0.29,0.19,0.42,0.31,0.58,0.04,0.22,1.87,2.15,0.06,12.79,0.37,0.1,0.58,0.11,0.22,0.59,0.01,0.07,0.0,0.46,0.17,0.76,0.18,0.0,0.16,0.2,0.0,0.78,0.08,0.0,0.0,0.0,0.23,0.0,1.13,1.11,0.0,0.0,0.2,0.38,0.64,0.0,0.65,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,4.48,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21,0.0,1.17,0.82,0.94
light snow,0.0,1.2,0.0,2.5,0.06,0.0,3.42,2.34,0.34,1.51,1.14,0.72,0.35,0.67,0.09,7.83,0.0,0.52,2.24,0.72,1.33,0.12,0.59,0.74,0.13,4.59,0.42,0.0,0.37,0.12,0.19,0.0,0.07,0.0,1.15,0.35,0.0,0.0,8.54,5.83,3.54,0.0,3.27,4.02,0.0,0.0,0.31,1.67,0.86,0.78,0.46,0.53,1.25,0.77,1.43,0.52,0.72,2.37,0.29,0.03,6.44,0.1,0.18,1.32,0.26,1.36,0.59,0.61,0.59,0.11,0.17,0.03,0.13,0.0,0.86,8.49,0.4,12.35,0.29,0.0,4.62,16.94,0.56,0.0,0.53,2.17,0.42,0.74,0.0,21.97,0.21,0.0,0.12,0.0,0.76,0.38,0.19,1.12,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.35,0.0,0.0,0.0,2.97,0.0,8.54,0.0,0.0,0.0,3.54,5.83,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,1.08,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.12,1.04
Sky is Clear,1.61,0.47,1.52,0.28,1.14,2.46,0.08,0.04,0.41,0.18,0.12,0.28,0.64,0.46,1.19,0.02,15.52,0.19,0.07,0.06,0.17,0.11,0.04,0.0,0.2,0.0,0.0,0.13,0.0,0.23,0.05,0.0,0.49,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,1.98,0.13,0.17,0.32,0.58,0.18,0.12,0.2,0.1,0.29,0.06,0.07,0.8,1.68,0.03,1.64,0.36,0.16,0.0,0.36,0.08,0.06,0.04,0.12,0.58,1.15,0.19,1.39,0.0,0.08,0.58,0.0,0.0,1.27,0.0,0.0,0.13,0.26,0.0,0.04,0.0,0.0,0.13,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.05,0.11,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,1.62,0.0,0.61,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.91,0.96
moderate rain,1.47,0.88,1.41,0.14,1.24,0.94,0.04,0.02,0.34,1.57,0.83,0.61,0.47,2.52,0.22,0.47,0.21,4.21,0.76,2.97,0.57,3.03,3.77,0.14,4.38,0.73,2.92,3.68,3.28,3.34,3.09,4.79,3.61,0.43,2.49,4.0,3.86,4.3,0.0,0.85,1.03,4.83,6.01,3.13,2.07,0.0,0.33,1.8,0.69,2.55,0.53,3.9,1.01,0.43,0.86,0.54,2.97,0.78,2.71,0.25,0.6,0.33,0.39,0.56,0.14,0.79,0.72,0.06,3.76,3.14,0.19,0.11,4.33,0.11,0.16,0.16,0.46,0.04,0.0,1.2,0.69,0.0,0.0,14.8,0.1,0.68,2.92,0.43,3.68,0.0,1.84,0.0,3.34,0.0,4.1,3.33,3.09,0.24,0.95,0.0,4.73,0.0,0.0,3.69,0.75,0.0,2.29,0.0,0.84,0.43,5.41,2.49,0.0,7.24,4.0,0.0,4.3,3.86,1.93,0.0,0.0,0.0,28.97,0.0,1.03,0.85,0.0,0.0,1.16,4.83,0.0,6.01,2.07,7.9,2.52,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.03,1.0
haze,0.68,0.84,0.72,1.8,0.63,0.55,1.99,1.95,0.61,1.95,0.75,0.58,0.51,0.67,0.45,2.42,0.09,0.56,5.15,0.72,2.15,0.53,0.63,1.64,0.47,1.32,0.64,0.61,0.79,0.12,0.74,0.13,0.21,13.03,0.0,0.84,0.91,0.35,4.28,0.0,0.0,0.0,0.0,0.0,0.0,11.81,0.56,2.01,0.62,0.76,0.51,0.57,0.86,0.56,0.71,0.62,0.72,4.81,0.31,0.34,2.81,0.38,0.35,2.18,0.55,2.69,2.08,0.34,0.66,0.51,0.64,0.26,0.48,0.05,1.74,2.74,1.96,1.28,0.21,0.08,1.35,1.43,0.0,0.11,1.5,7.3,0.64,2.13,0.61,0.57,0.51,1.35,0.12,0.0,0.1,0.82,0.74,1.6,10.96,0.32,0.14,0.6,0.57,0.22,14.73,22.48,0.47,2.08,0.0,13.03,0.0,0.0,20.75,0.0,0.84,0.0,0.35,0.91,0.47,24.17,4.28,14.77,0.0,0.0,0.0,0.0,19.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81,0.0,1.03,0.96,1.02
light intensity drizzle,1.01,1.51,1.17,0.07,1.65,0.54,0.01,0.0,0.35,1.99,1.13,0.61,0.37,2.8,0.08,0.89,0.13,3.57,1.11,4.5,0.93,2.25,4.7,0.36,3.13,0.84,3.48,2.19,4.18,2.67,1.92,3.79,2.92,1.29,1.45,3.13,3.15,6.51,0.76,1.29,2.09,1.46,4.13,1.18,0.0,0.0,0.33,2.24,0.68,3.17,0.48,3.66,1.36,0.86,1.14,0.49,4.5,1.18,1.9,0.08,1.18,0.23,0.25,0.93,0.26,1.25,1.21,0.14,4.74,2.2,0.1,0.0,3.16,0.0,0.41,0.4,1.4,0.33,0.0,0.1,0.82,0.0,0.0,0.82,0.77,0.7,3.48,0.22,2.19,0.0,1.9,0.0,2.67,0.0,4.26,4.1,1.92,0.72,0.29,0.0,3.78,2.23,0.35,2.86,0.0,0.0,2.88,0.0,0.0,1.29,1.93,1.45,0.0,1.83,3.13,0.0,6.51,3.15,1.17,0.0,0.76,1.83,0.0,0.0,2.09,1.29,0.0,0.0,7.01,1.46,0.0,4.13,0.0,3.98,3.81,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.0,1.03
fog,0.88,1.42,1.18,1.48,0.75,0.33,0.63,0.24,0.57,2.79,0.28,0.27,0.27,1.04,0.36,1.25,0.19,0.72,1.92,1.11,9.04,0.62,1.05,3.0,0.62,4.34,0.19,0.72,1.18,0.96,0.2,0.79,0.31,0.0,0.0,1.51,0.54,0.0,2.73,2.33,4.4,0.0,0.0,5.71,1.89,0.0,0.53,2.96,0.26,1.22,0.29,0.75,0.37,0.23,0.16,0.3,1.11,2.08,0.19,0.3,1.54,0.05,0.32,8.97,0.05,3.32,4.25,0.11,1.08,0.67,0.48,0.13,0.64,0.0,3.39,1.04,3.38,0.08,0.0,0.34,4.45,0.0,0.0,0.82,1.31,0.62,0.19,0.53,0.72,0.0,0.0,2.68,0.96,0.0,0.59,1.22,0.2,10.4,0.35,0.0,0.81,0.0,0.85,0.33,0.0,1.29,0.0,0.0,19.92,0.0,0.58,0.0,0.0,0.0,1.51,0.0,0.0,0.54,1.41,0.0,2.73,0.0,0.0,0.0,4.4,2.33,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.58,1.17
proximity thunderstorm,2.21,0.11,1.15,0.04,0.3,2.93,0.01,0.02,0.93,1.14,0.9,1.21,1.01,2.32,0.37,0.05,0.34,2.78,0.65,1.83,0.35,7.86,0.91,0.08,4.52,0.15,5.34,9.42,1.17,6.02,6.96,3.9,5.81,0.0,5.69,8.53,5.14,0.71,1.23,1.05,0.0,9.55,1.35,0.0,2.56,0.0,0.87,1.3,1.45,2.6,0.84,2.85,1.34,0.31,0.59,1.15,1.83,0.65,1.46,0.38,0.05,0.62,1.19,0.37,0.0,0.55,0.31,0.08,0.94,7.18,0.39,0.09,4.63,0.28,0.09,0.1,0.18,0.0,0.0,0.62,0.16,0.0,0.0,0.89,0.51,0.63,5.34,0.0,9.42,0.0,15.73,0.0,6.02,0.0,0.2,1.21,6.96,0.0,0.0,0.0,3.85,0.0,0.0,5.56,0.0,0.0,24.5,0.0,0.0,0.0,3.15,5.69,0.0,0.0,8.53,0.0,0.71,5.14,0.0,0.0,1.23,2.98,0.0,0.0,0.0,1.05,0.0,0.0,0.0,9.55,0.0,1.35,2.56,6.51,9.34,0.0,0.0,0.0,0.0,0.0,23.88,0.0,0.0,0.0,0.0,0.0,0.99,1.0,1.01
drizzle,0.76,1.54,1.25,0.03,1.99,0.15,0.0,0.0,0.13,2.32,0.78,0.35,0.27,2.89,0.04,0.93,0.0,4.46,1.12,4.6,0.85,1.55,7.55,0.28,4.18,1.34,2.76,1.41,7.83,0.85,1.83,2.78,2.36,1.09,1.47,2.47,5.7,3.67,0.0,1.09,7.05,0.0,8.38,0.0,2.64,0.0,0.12,2.67,0.43,3.32,0.17,4.57,1.0,0.45,0.68,0.36,4.6,1.14,1.56,0.05,1.25,0.19,0.17,0.87,0.22,1.38,0.88,0.08,7.29,1.57,0.02,0.0,4.24,0.0,0.33,0.21,1.09,0.11,0.0,0.0,1.26,0.0,0.0,0.46,0.0,0.86,2.76,0.74,1.41,0.0,1.28,0.47,0.85,0.0,12.14,7.95,1.83,0.61,0.0,0.0,2.84,0.0,0.0,2.07,0.96,0.0,0.97,0.0,1.07,1.09,0.81,1.47,0.0,6.17,2.47,0.0,3.67,5.7,2.96,0.0,0.0,3.09,0.0,0.0,7.05,1.09,0.0,0.0,2.96,0.0,0.0,8.38,2.64,0.0,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.18,1.11
heavy snow,0.0,1.66,0.0,3.09,0.15,0.0,2.69,1.08,0.14,2.09,1.6,0.49,0.19,0.81,0.23,0.43,0.0,0.33,2.04,0.58,3.01,0.17,0.45,22.27,0.16,7.59,0.0,0.0,0.47,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.77,4.05,0.0,8.38,0.0,0.0,10.57,0.0,0.0,0.13,2.38,0.45,0.96,0.61,0.33,1.71,1.51,1.48,0.22,0.58,2.06,0.21,0.14,0.46,0.03,0.26,3.03,1.14,1.14,0.34,0.17,0.47,0.18,0.34,0.0,0.17,0.0,20.75,0.61,0.19,0.0,0.23,0.0,7.54,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,25.51,0.0,0.0,0.0,0.48,0.0,3.85,0.0,38.07,0.45,0.0,37.23,0.0,0.0,0.0,0.0,41.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.69,0.77,0.0,9.39,0.0,4.05,0.0,0.0,42.68,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,1.09,1.06
heavy intensity rain,2.15,0.15,1.43,0.01,0.76,1.68,0.04,0.0,0.43,1.75,0.67,0.71,0.55,2.29,0.34,0.08,0.34,3.72,0.85,2.83,0.46,6.69,2.51,0.0,7.38,0.22,4.59,7.67,3.08,8.67,6.49,7.57,5.68,3.04,10.25,8.85,5.82,3.07,0.0,0.0,0.0,3.44,1.95,0.0,14.75,0.0,0.43,2.0,0.79,2.47,0.59,3.69,0.97,0.18,0.5,0.65,2.83,0.84,1.76,0.51,0.11,0.27,0.65,0.47,0.0,0.94,0.45,0.0,2.44,6.56,0.17,0.13,6.83,0.27,0.0,0.0,0.13,0.0,0.0,0.0,0.11,0.0,0.0,4.5,0.0,0.9,4.59,0.52,7.67,0.0,10.44,0.0,8.67,0.0,3.15,3.17,6.49,0.0,0.0,0.0,7.53,0.0,0.0,5.45,1.34,0.0,4.07,0.0,1.5,3.04,19.28,10.25,0.0,27.96,8.85,0.0,3.07,5.82,2.75,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,1.95,14.75,9.38,8.98,0.0,0.0,0.0,0.0,0.0,34.41,0.0,0.0,0.0,0.0,0.0,0.94,1.1,0.99
snow,0.0,2.06,0.03,2.98,0.35,0.0,1.71,0.74,0.17,2.45,1.09,0.4,0.17,1.13,0.0,5.59,0.0,1.15,1.63,1.0,5.94,0.53,0.9,10.67,0.49,16.48,0.59,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.0,2.84,21.77,9.79,0.0,3.1,22.23,0.0,0.0,0.15,2.86,0.39,1.27,0.43,1.18,1.24,1.01,0.95,0.19,1.0,1.8,0.32,0.0,6.17,0.14,0.11,5.92,0.16,0.96,0.27,0.18,0.91,0.52,0.0,0.0,0.51,0.0,12.02,5.33,0.61,2.73,0.0,0.0,16.39,0.47,0.75,0.0,0.0,0.72,0.59,0.82,0.0,0.0,0.48,13.54,0.0,0.0,0.46,0.25,0.0,8.09,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,21.94,0.0,2.84,0.0,0.0,0.0,9.79,21.77,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,22.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,1.1
proximity shower rain,2.17,0.43,1.15,0.04,0.68,1.92,0.0,0.0,0.67,0.98,0.87,1.3,0.83,2.37,0.29,0.47,0.0,2.86,1.31,3.33,0.18,5.22,1.35,0.0,2.13,0.57,25.99,7.71,3.17,3.5,5.4,7.33,2.05,0.0,0.0,8.44,3.64,17.55,0.0,0.0,0.0,11.81,0.0,0.0,0.0,0.0,0.61,1.13,1.72,2.58,0.64,2.94,1.36,0.0,0.65,1.14,3.33,1.19,2.21,0.5,0.45,0.46,0.35,0.19,0.34,0.0,0.38,0.0,1.25,5.48,0.12,0.0,2.19,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,1.03,25.99,0.0,7.71,0.0,0.0,0.0,3.5,0.0,1.97,3.26,5.4,0.0,0.0,0.0,7.48,0.0,0.0,2.2,9.21,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44,0.0,17.55,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.47,0.74
thunderstorm,2.36,0.04,1.22,0.0,0.13,2.64,0.0,0.0,0.99,1.02,0.7,1.14,1.07,2.12,0.44,0.0,0.42,2.69,0.65,1.87,0.3,7.44,0.55,0.0,4.52,0.0,7.88,12.59,0.57,4.45,6.61,7.25,3.35,0.0,7.66,11.02,7.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.15,1.32,2.25,0.9,2.72,1.14,0.17,0.47,1.29,1.87,0.72,1.9,0.41,0.0,0.17,1.54,0.31,0.0,0.28,0.42,0.0,0.58,7.29,0.39,0.96,4.29,0.5,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,3.6,0.0,0.56,7.88,0.0,12.59,0.0,13.37,0.0,4.45,0.0,0.0,0.59,6.61,0.0,0.0,0.0,7.4,0.0,0.0,3.59,0.0,0.0,10.15,0.0,0.0,0.0,12.71,7.66,0.0,0.0,11.02,0.0,0.0,7.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.1,1.1
heavy intensity drizzle,1.02,0.64,1.53,0.09,2.2,0.1,0.0,0.0,0.0,2.71,0.65,0.22,0.19,2.83,0.0,0.42,0.0,5.07,1.01,4.56,0.39,3.43,8.27,0.0,7.92,1.2,3.62,2.05,24.69,1.24,0.0,2.83,0.0,0.0,14.96,7.17,27.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,3.1,0.23,3.43,0.2,5.21,0.67,0.0,1.15,0.22,4.56,1.12,0.25,0.0,0.58,0.33,0.0,0.4,0.0,3.3,0.81,0.0,8.34,3.67,0.0,0.0,8.15,0.0,0.0,0.53,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,1.1,3.62,0.0,2.05,0.0,0.0,0.0,1.24,0.0,8.37,25.41,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,0.0,0.0,7.17,0.0,0.0,27.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.13,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.17,1.0
thunderstorm with heavy rain,2.4,0.07,1.12,0.0,0.26,2.87,0.0,0.0,0.7,1.88,0.9,0.99,1.09,2.36,0.5,0.14,0.83,2.72,1.16,1.85,0.4,10.04,0.55,0.0,8.74,0.41,3.68,9.71,1.14,17.65,10.2,17.26,11.09,0.0,20.27,10.93,7.85,0.0,0.0,0.0,0.0,25.5,0.0,0.0,27.33,0.0,0.68,2.11,1.19,2.85,0.6,2.79,1.13,1.0,0.47,1.23,1.85,1.14,0.25,0.82,0.2,0.33,1.27,0.41,0.0,0.84,0.0,0.0,0.58,10.52,0.51,0.0,8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,2.38,0.0,1.12,3.68,0.0,9.71,0.0,11.06,0.0,17.65,0.0,0.0,1.17,10.2,0.0,0.0,0.0,17.62,0.0,0.0,11.88,0.0,0.0,0.0,0.0,0.0,0.0,16.82,20.27,0.0,0.0,10.93,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,27.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,1.25,1.13
thunderstorm with light rain,2.42,0.08,1.09,0.0,0.4,2.31,0.0,0.0,0.74,1.34,0.84,1.29,1.5,2.28,0.87,0.0,0.97,2.4,1.05,1.76,0.0,8.37,0.64,0.0,4.02,0.0,6.44,4.86,1.33,14.71,11.9,8.39,15.52,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,1.46,1.57,2.76,0.69,2.47,1.45,0.39,0.0,1.95,1.76,0.83,1.17,1.59,0.0,0.39,1.78,0.0,0.0,0.33,0.48,0.0,0.67,8.69,0.3,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44,0.0,4.86,0.0,5.16,0.0,14.71,0.0,0.0,1.37,11.9,0.0,0.0,0.0,8.57,0.0,0.0,16.63,23.19,0.0,0.0,0.0,0.0,0.0,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.21,1.21
